,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec,rgc
20791,34245,4424.520,3759.108,21.192500000000003,0.0193,21.046999999999997,0.0361,20.394,0.0379,0.5657,0.2167,204.15264436770045,-29.790582504732033,11.082370807709184
20812,34259,3714.791,3760.044,22.2375,0.0411,22.054000000000002,0.0760,21.531,0.0768,0.5053,-0.3150,204.18899121375696,-29.79054330925432,8.997516527598135
20817,34261,3771.967,3760.148,21.4995,0.0251,21.369,0.0484,20.689999999999998,0.0405,0.5923,-0.0997,204.1860631004642,-29.790538861517984,9.149831277503035
20822,13526,3657.686,3760.255,22.215500000000002,0.0450,22.051000000000002,0.0889,21.567999999999998,0.0805,0.5497,-0.3177,204.19191568947747,-29.790533692806914,8.84996379904806
20826,13580,3820.029,3760.481,22.2615,0.0424,22.067,0.0867,21.261,0.0650,0.5443,-0.2617,204.18360173563377,-29.79052415827702,9.281257436829952
20837,34281,3737.959,3760.836,22.427500000000002,0.0514,22.354999999999997,0.0996,21.532,0.0840,0.5510,0.3657,204.18780472490755,-29.790508187734318,9.061310882105051
20842,13551,3968.740,3761.063,23.2605,0.0923,23.217999999999996,0.1656,22.512,0.2771,0.5840,0.6177,204.1759859093919,-29.790498302223593,9.7003041428173
20854,34294,3896.879,3761.385,21.564500000000002,0.0236,21.353,0.0374,20.697,0.0415,0.4743,-0.1140,204.17966607302637,-29.790484040483783,9.497214519254486
20864,13586,3323.103,3761.883,21.951500000000003,0.0386,22.021,0.0930,21.159,0.0575,0.5380,0.2960,204.2090504208737,-29.790458645599763,8.067804230454971
20866,13595,3963.636,3761.996,24.311500000000002,0.1794,,0.9401,22.102999999999998,0.1977,0.4510,-2.5657,204.17624729811885,-29.790456842428284,9.688587262048564
20887,34293,3743.434,3762.744,21.9615,0.0373,21.819000000000003,0.0755,21.006999999999998,0.0535,0.5470,-0.1447,204.18752433109492,-29.790423404737826,9.082171877355584
20891,5000330,3951.959,3762.964,23.5465,0.1819,,,23.012999999999998,0.2970,0.6395,-4.2070,204.1768453045253,-29.79041383398977,9.658219523126721
20894,13606,3625.940,3763.011,20.9265,0.0168,20.894999999999996,0.0345,20.256,0.0311,0.4963,-0.0323,204.19354145707163,-29.790411043410487,8.778530815329937
20895,34316,4051.551,3763.037,22.957500000000003,0.0825,22.612000000000002,0.1049,22.277,0.1640,0.5447,0.0520,204.17174497852469,-29.790410385602645,9.947092259839206
20900,34315,4041.160,3763.207,22.378500000000003,0.0458,22.205999999999996,0.0736,21.648,0.0964,0.5213,0.0487,204.17227712511385,-29.790402860472952,9.917117351817854
20902,34321,3549.251,3763.269,21.1565,0.0192,20.985,0.0360,20.285,0.0311,0.4970,-0.0300,204.19746886772242,-29.790399106920063,8.58923323461305
20912,13648,3623.234,3763.840,21.3035,0.0229,21.259999999999998,0.0462,20.476,0.0368,0.4980,-0.2587,204.19368003211522,-29.790374184366875,8.774530859900967
20913,34378,4238.189,3763.886,22.2965,0.0458,22.155,0.0799,21.796,0.0799,0.5713,-0.1163,204.16218684165972,-29.790371742897367,10.511376634081326
20915,34332,4418.520,3763.989,22.1175,0.0381,21.808,0.0503,21.345,0.0815,0.5360,-0.0617,204.1529516992163,-29.790365633429847,11.076920460767985
20917,13626,4248.132,3764.107,22.0365,0.0365,21.888999999999996,0.0717,21.081,0.0570,0.5420,-0.2623,204.16167764068473,-29.790361852941217,10.542646541837767
20919,34322,3552.896,3764.145,21.9475,0.0369,21.743000000000002,0.0644,21.114,0.0614,0.5100,-0.2813,204.19728219238644,-29.79036019854873,8.601151426601097
20929,13627,3129.101,3764.443,23.485500000000002,0.1760,,,22.123,0.1877,0.7065,-2.7815,204.2189856481928,-29.790342295178036,7.694942477055157
20933,13696,3395.225,3764.638,21.7835,0.0308,21.676000000000002,0.0731,20.931,0.0524,0.5100,0.2217,204.2053568615179,-29.7903369681829,8.234789812441653
20941,34337,3356.676,3765.106,20.872500000000002,0.0178,20.848,0.0406,19.899,0.0251,0.5560,-0.1357,204.20733103329445,-29.790315770996376,8.151673938455808
20947,13604,3480.911,3765.290,21.067500000000003,0.0181,20.918999999999997,0.0321,20.188,0.0312,0.5297,-0.1763,204.20096869001128,-29.79030876822531,8.43304211723678
20948,5000331,4189.292,3765.292,24.160500000000003,0.2540,,0.9971,,,0.3920,1.6165,204.16469097312782,-29.79030955872414,10.365953934378412
20950,13649,3642.315,3765.334,21.750500000000002,0.0359,21.65,0.0693,21.041,0.0587,0.5570,-0.1443,204.19270284370268,-29.790307884255114,8.82794088680442
20951,13645,3416.382,3765.393,21.826500000000003,0.0357,21.689999999999998,0.0760,21.085,0.0565,0.5603,0.2567,204.20427335755807,-29.790303618158102,8.284939758382073
20955,34349,4303.311,3765.442,22.6685,0.0671,22.83,0.1437,22.316,0.1599,0.5610,0.1963,204.1588518162813,-29.79030210825736,10.717631583915777
20958,5000332,4077.549,3765.534,23.768500000000003,0.1643,23.625,0.2816,23.639,0.4686,0.5443,-0.3210,204.17041357379225,-29.790299322373105,10.031408277584111
20960,34365,4360.690,3765.750,23.268500000000003,0.1075,23.189999999999998,0.1824,22.502,0.1935,0.5547,-0.6170,204.15591331787024,-29.790287927878627,10.898474113987625
20963,13617,3389.783,3765.818,22.6365,0.0635,22.388999999999996,0.1126,22.255,0.1226,0.5760,-0.1170,204.2056355444503,-29.79028446945306,8.22693917917063
20968,34355,3497.246,3765.933,21.0485,0.0194,20.964999999999996,0.0456,19.912,0.0257,0.6260,0.0080,204.20013213369342,-29.790280322286435,8.473769562774665
20975,34364,4159.040,3766.231,23.096500000000002,0.0898,22.887,0.1235,22.211,0.1432,0.5150,-0.5280,204.16624024874963,-29.790267990285514,10.27708499589395
20977,13652,3966.465,3766.355,22.6205,0.0591,22.512,0.1077,21.761,0.1059,0.5143,-0.3967,204.17610242550816,-29.79026310536228,9.710392883753693
20991,34370,3257.160,3767.016,21.0135,0.0227,20.783,0.0497,19.98,0.0260,0.6223,-0.2107,204.212427433346,-29.790229721175155,7.950015653588351
21001,34392,3601.195,3767.609,22.503500000000003,0.0623,22.384,0.1106,22.085,0.1448,0.6173,0.1363,204.1948086720219,-29.79020654896095,8.732176480543181
21004,13674,4085.451,3767.828,22.8575,0.0666,22.598,0.1201,22.053,0.1161,0.5397,-0.3563,204.17000890517429,-29.79019733820629,10.061808162059979
21013,34397,4274.315,3768.418,23.2315,0.0988,23.076,0.1734,22.59,0.1786,0.5747,-0.3733,204.16033678915238,-29.790170065261446,10.636158664392708
21016,34470,3581.505,3768.495,21.831500000000002,0.0307,21.832,0.0650,21.2,0.0590,0.5093,0.2213,204.19581703187757,-29.79016705201886,8.686381008774996
21027,13688,3985.740,3769.010,21.3965,0.0225,21.394999999999996,0.0445,20.74,0.0463,0.4980,0.0480,204.1751153169746,-29.79014507565736,9.774100942143235
21029,34435,3393.447,3769.159,21.977500000000003,0.0358,21.859,0.0756,21.093,0.0576,0.5003,-0.2273,204.2054478648413,-29.790136017206898,8.247110443203928
21032,13701,3742.520,3769.541,21.741500000000002,0.0344,21.314999999999998,0.0529,20.730999999999998,0.0467,0.5640,-0.2400,204.1875711150139,-29.790121313072305,9.102306523800264
21046,13699,3618.829,3770.186,21.3395,0.0209,21.168,0.0411,20.419,0.0331,0.6277,-0.1753,204.1939055814868,-29.79009211586747,8.785135085900329
21048,13708,4098.347,3770.248,22.753500000000003,0.0665,22.365000000000002,0.0857,21.81,0.1061,0.5147,-0.1070,204.16934848500676,-29.79008973330694,10.10744294838848
21057,34403,3576.098,3770.600,22.413500000000003,0.0519,22.225,0.0836,21.311999999999998,0.0709,0.5020,-0.3743,204.19609392017142,-29.790073462409172,8.680325635004516
21058,13707,4071.245,3770.636,22.675500000000003,0.0653,22.787999999999997,0.1469,22.066,0.1051,0.6370,-0.4063,204.17073643528997,-29.790072588780458,10.02840781208846
21067,13710,4362.484,3771.046,22.0685,0.0374,21.936999999999998,0.0625,21.423,0.0814,0.5610,0.0243,204.15582149926323,-29.790052533720097,10.919247831393928
21069,5000335,4442.073,3771.121,22.4725,0.0519,22.475,0.1057,21.487,0.0973,0.5603,0.3343,204.15174558716652,-29.79004840826521,11.172170306414753
21093,13726,4427.293,3772.125,23.7255,0.1530,,1.7002,22.941,0.5465,0.6127,-1.3313,204.15250251278636,-29.790003942603388,11.127784301485576
21095,34437,3451.436,3772.193,20.3255,0.0122,20.134999999999998,0.0254,19.294999999999998,0.0158,0.5533,0.1950,204.20247809794813,-29.790001717057663,8.389070476303237
21101,34438,3665.829,3772.388,22.015500000000003,0.0359,21.97,0.0793,21.282999999999998,0.0683,0.5550,-0.2480,204.19149860388856,-29.789994486372592,8.911908925805113
21102,34431,4429.778,3772.439,23.114500000000003,0.0932,22.631,0.1026,21.896,0.1296,0.5900,-0.4180,204.1523752547929,-29.789989961030148,11.136594056808919
21115,34446,4420.726,3773.099,22.9955,0.0852,22.955999999999996,0.1477,22.128,0.1809,0.6170,-0.5280,204.15283883350222,-29.78996072189728,11.109597424621477
21123,34468,3463.379,3773.501,22.1065,0.0448,21.96,0.0836,21.229,0.0647,0.5690,0.1083,204.2018664602068,-29.789943687584948,8.421267593345735
21145,34490,3984.816,3774.598,22.834500000000002,0.0710,22.644999999999996,0.1285,21.883,0.1171,0.5537,0.1303,204.17516264796544,-29.789896721708672,9.78894214582122
21155,34484,3290.512,3775.005,20.070500000000003,0.0136,20.438000000000002,0.0395,18.963,0.0133,0.6460,-0.1287,204.21071929694614,-29.789875065440004,8.04766293074647
21157,34493,4327.452,3775.218,22.1245,0.0421,22.049999999999997,0.0732,21.25,0.0694,0.5663,-0.0710,204.1576155993981,-29.789867420559137,10.8212476276364
21163,34491,3993.135,3775.507,21.044500000000003,0.0182,20.96,0.0351,20.175,0.0308,0.5407,-0.1530,204.17473661777234,-29.789856306774286,9.815735226154262
21171,13770,3236.571,3775.943,21.529500000000002,0.0319,21.394,0.0709,20.906,0.0547,0.5987,0.2383,204.21348170492195,-29.789832701119437,7.942006184622437
21176,34503,3965.846,3776.146,21.4155,0.0234,21.122999999999998,0.0479,20.313,0.0314,0.5707,0.0370,204.1761341409308,-29.78982795066546,9.739425082438093
21177,13788,4372.332,3776.200,23.831500000000002,0.1436,,0.5378,22.647,0.2255,0.5523,1.3040,204.15531721895027,-29.789823375851345,10.965008114451967
21179,34504,4077.790,3776.348,23.2405,0.0990,22.942999999999998,0.1564,22.245,0.1839,0.5997,-0.4530,204.17040127589848,-29.789818699330365,10.065221407284092
21184,5000337,4445.168,3776.696,24.2485,0.2816,,0.4330,23.306,0.3927,0.6143,-0.8670,204.151587155394,-29.78980059720291,11.197694395063381
21195,34516,3680.232,3777.041,20.6625,0.0127,20.484,0.0209,19.679,0.0208,0.4840,0.1573,204.19076097450937,-29.789787750339354,8.964653391127555
21196,34515,3671.550,3777.062,21.6655,0.0251,21.506999999999998,0.0516,20.625,0.0412,0.5253,-0.2897,204.19120559600023,-29.78978677894774,8.942400293286592
21205,13786,4144.256,3777.542,23.1155,0.0808,23.121000000000002,0.1557,22.191,0.1427,0.4987,0.0417,204.16699743227875,-29.789765353226862,10.266601564479156
21209,13813,3705.922,3777.659,20.2875,0.0119,20.240000000000002,0.0240,19.506,0.0184,0.5477,-0.0200,204.18944533843552,-29.78976038757554,9.03327247128632
21223,5000341,3651.045,3778.476,23.4155,0.1306,23.226999999999997,0.1838,22.117,0.1437,0.5843,-0.0337,204.19225568777395,-29.789723838717205,8.894819459265042
21240,13817,4219.995,3779.066,22.2515,0.0410,21.894,0.0580,21.471,0.0802,0.4790,-0.3123,204.1631187073297,-29.789697195189515,10.50039878394845
21242,13841,3544.358,3779.246,22.4815,0.0616,22.21,0.1053,21.463,0.0822,0.5757,0.1733,204.19771932045376,-29.78968898419237,8.632977798390277
21245,34548,4007.640,3779.430,21.5045,0.0236,21.362000000000002,0.0435,20.578,0.0376,0.5243,-0.0500,204.1739937986143,-29.78968192191915,9.869857758930143
21264,34564,3549.952,3780.098,20.4665,0.0126,20.458,0.0258,19.459,0.0182,0.5040,-0.1213,204.19743283471138,-29.789651156264533,8.649469255962106
21265,34572,4376.596,3780.242,22.1045,0.0349,21.908,0.0645,21.332,0.0705,0.5343,0.1843,204.15509889542713,-29.789643691337236,10.98998914143796
21267,34588,4268.621,3780.390,22.8355,0.0753,22.951999999999998,0.1657,21.896,0.1125,0.5993,0.3583,204.16062849167932,-29.78963801840358,10.65354014436381
21270,34568,4042.333,3780.491,23.3185,0.1067,23.208,0.1773,22.396,0.1633,0.5367,-0.6353,204.17221710995685,-29.78963467941848,9.973933281239301
21271,13833,4147.549,3780.544,22.890500000000003,0.0730,22.924999999999997,0.1333,22.576999999999998,0.2004,0.5073,-0.2640,204.1668288086194,-29.78963191490459,10.285534904854233
21273,34569,4142.224,3780.581,22.5165,0.0514,22.427999999999997,0.0874,21.788,0.0948,0.4957,-0.4017,204.16710151169397,-29.789630296406752,10.269681697391198
21283,34598,4027.072,3781.003,22.602500000000003,0.0537,22.351999999999997,0.1018,21.759,0.1068,0.5560,-0.0830,204.1729986548823,-29.789611965038272,9.931076535947042
21290,13879,3846.500,3781.200,21.3255,0.0200,20.283,0.0342,20.108999999999998,0.0299,0.6527,0.1653,204.18224607148647,-29.789603347708205,9.421131196526634
21294,34587,4234.546,3781.275,20.695500000000003,0.0133,20.609,0.0294,19.886,0.0222,0.5253,-0.0263,204.16237354078788,-29.789598922862076,10.551418884456687
21296,34579,3562.442,3781.313,21.9125,0.0360,21.841,0.0584,20.884,0.0510,0.5273,-0.1553,204.19679318987582,-29.789597240526138,8.684017231793135
21304,13862,3685.437,3781.825,23.4985,0.1162,23.726999999999997,0.2863,22.548,0.2071,0.5140,-0.3790,204.19049439350357,-29.78957515023729,8.994214506996475
21306,13867,4227.323,3781.943,22.308500000000002,0.0428,22.381999999999998,0.0836,21.474999999999998,0.0781,0.4957,-0.1097,204.16274344853545,-29.789569281437338,10.53130037523488
21313,13845,3932.878,3782.230,21.1245,0.0174,20.933,0.0330,20.247,0.0301,0.5157,-0.1413,204.17782249996856,-29.789557584101573,9.665011362820069
21319,5000343,4135.419,3782.336,23.689500000000002,0.1812,,,22.403,0.1186,0.6710,-3.4455,204.16745001751116,-29.789552328756667,10.254620334475408
21333,13889,3375.129,3782.935,23.1615,0.1003,22.979999999999997,0.1870,22.368,0.1867,0.5403,-0.3677,204.20638580342484,-29.78952356491985,8.256511091251319
21338,13880,3907.084,3783.284,23.785500000000003,0.2602,,,22.343999999999998,0.1997,0.7195,-4.0600,204.17914345659446,-29.78951075084996,9.59583489075297
21339,34613,4063.615,3783.343,22.587500000000002,0.0558,22.83,0.1145,21.855,0.1091,0.5300,-0.4767,204.1711272309818,-29.78950785877945,10.045013184088507
21354,13892,3879.809,3784.077,22.8125,0.0686,22.9,0.1480,22.017,0.1133,0.5237,0.1690,204.18054025665293,-29.789475503956584,9.522358476974428
21360,34621,3366.986,3784.323,21.2175,0.0217,21.083,0.0496,20.349999999999998,0.0331,0.5643,-0.0780,204.2068028038804,-29.789461791356693,8.243804967827225
21362,5000344,3888.221,3784.338,24.7165,0.5823,,,22.901,0.2386,0.5830,3.3505,204.18010946353485,-29.789463906279092,9.54656815344203
21363,34654,4052.503,3784.347,22.965500000000002,0.0818,22.701,0.1218,22.061999999999998,0.1257,0.5207,0.0343,204.17169629941188,-29.789463271662427,10.015565563610725
21364,34629,3668.723,3784.446,22.0215,0.0373,22.045,0.0786,21.352999999999998,0.0794,0.5570,0.2243,204.19135033348468,-29.78945858848362,8.960161487874696
21367,13882,4181.092,3784.654,21.538500000000003,0.0221,21.555,0.0578,20.275,0.0316,0.4957,-0.0760,204.16511103748286,-29.78944907194888,10.398879706778557
21375,13901,3838.304,3785.102,23.5195,0.1378,23.449999999999996,0.2586,22.005,0.0849,0.5827,-0.5437,204.18266579804916,-29.78942991650374,9.411362230327287
21383,13905,4302.965,3785.375,21.1245,0.0184,21.027,0.0419,19.99,0.0260,0.5360,-0.1157,204.15886971933517,-29.789416200023815,10.774371002038963
21384,13900,3796.881,3785.383,21.8595,0.0305,21.580999999999996,0.0514,20.955,0.0545,0.5033,0.0540,204.1847871398549,-29.78941736188081,9.299878593506762
21391,13918,3592.231,3785.551,22.3445,0.0506,22.115000000000002,0.0875,21.634999999999998,0.0777,0.6017,-0.2033,204.19526761246598,-29.789409073513212,8.771715078341426
21397,34653,4013.737,3785.880,22.5685,0.0510,22.938000000000002,0.1369,21.808,0.1085,0.5393,0.4790,204.17368157704797,-29.789395241711976,9.907607608248501
21399,34650,3927.353,3785.978,22.1825,0.0410,22.009,0.0809,21.39,0.0745,0.5393,0.0327,204.17810544750336,-29.78939100983628,9.661358048598329
21406,13988,4032.553,3786.187,22.6705,0.0613,22.348,0.0939,21.875,0.1135,0.5413,0.2773,204.17271797888836,-29.789381550795795,9.963106633483116
21410,34693,4377.649,3786.527,22.9235,0.0729,22.838,0.1433,22.207,0.1290,0.5533,-0.2813,204.1550450379802,-29.78936434808992,11.01125474728633
21415,13934,3913.198,3786.819,23.517500000000002,0.1322,,0.4110,22.903,0.3154,0.5823,-1.0450,204.17883034919848,-29.789353638283817,9.624271439820395
21417,34671,3977.936,3786.875,22.2405,0.0404,22.095999999999997,0.0679,21.358999999999998,0.0632,0.4843,-0.2547,204.1755150084666,-29.78935108862057,9.807773478912246
21418,34690,4202.312,3786.881,23.715500000000002,0.1472,23.409999999999997,0.2177,22.596,0.2085,0.5417,0.8213,204.16402434037613,-29.78934997117957,10.469793675001375
21419,13948,3882.351,3786.892,22.5575,0.0538,22.266,0.0781,21.701,0.0870,0.4950,-0.1717,204.1804100754369,-29.78935039370229,9.538480281286887
21425,34676,4207.710,3786.994,22.619500000000002,0.0592,22.403,0.0917,21.634999999999998,0.0888,0.5337,-0.3477,204.16374790062713,-29.789344916250695,10.486523401929482
21447,13949,3960.176,3788.138,23.433500000000002,0.1085,22.854,0.1413,22.233,0.1485,0.5337,-0.4303,204.17642452941698,-29.789294980196726,9.761107766697275
21449,13913,3334.218,3788.201,21.1265,0.0226,20.939,0.0453,20.212,0.0327,0.6223,0.0560,204.20848085947296,-29.78928908182739,8.187588751237552
21457,13945,3636.318,3788.416,22.930500000000002,0.0747,22.701,0.1363,21.705,0.1010,0.4750,-0.3853,204.193009825559,-29.789281987060395,8.891448901634545
21460,34684,3487.489,3788.491,22.3535,0.0450,22.377000000000002,0.0969,21.871,0.1090,0.4927,0.0850,204.2006315998076,-29.789277666523983,8.530405185932569
21464,34705,3798.768,3788.686,21.648500000000002,0.0261,21.564999999999998,0.0543,20.727,0.0459,0.5033,-0.0910,204.18469049592318,-29.7892705656215,9.315820253224135
21469,13942,3426.920,3788.892,23.4445,0.1064,22.817999999999998,0.1536,,,0.4535,0.0720,204.20373343212825,-29.78925931738703,8.392899195028324
21472,34643,4177.980,3789.024,21.1415,0.0184,20.731,0.0317,19.377,0.0183,0.4923,0.2393,204.16527043616708,-29.78925486703665,10.402583206183134
21478,13960,3846.157,3789.248,24.4095,0.2672,,,22.796,0.1159,0.6825,-2.1770,204.18226362763932,-29.789245658492607,9.446337358766726
21489,34742,4048.817,3790.030,22.8675,0.0724,22.878999999999998,0.1148,22.242,0.1470,0.5290,0.2080,204.17188508531663,-29.789210705008674,10.022377606411585
21492,13975,4143.346,3790.108,22.6935,0.0695,22.595999999999997,0.1289,22.384999999999998,0.1727,0.5760,-0.1083,204.16704410522652,-29.78920686880109,10.301840115197901
21498,34722,3897.835,3790.211,21.1385,0.0191,20.869999999999997,0.0326,20.162,0.0313,0.5267,-0.0217,204.17961711401216,-29.789202885017033,9.592208157041448
21502,34716,3601.221,3790.330,22.4435,0.0556,22.296999999999997,0.1082,21.454,0.0827,0.5820,-0.2957,204.19480718709386,-29.789196726988212,8.810413767333674
21504,13990,4181.046,3790.368,21.9345,0.0361,21.891999999999996,0.0744,20.965,0.0590,0.4983,0.3033,204.1651134300173,-29.78919511667478,10.41586365284872
21511,13996,3798.420,3790.610,22.910500000000003,0.0807,22.606,0.1319,21.953,0.1322,0.4970,-0.1520,204.18470831320917,-29.789185053833567,9.321212161501249
21523,34745,4379.697,3790.964,22.7745,0.0682,22.497999999999998,0.1001,21.942999999999998,0.1194,0.5540,-0.3187,204.15494020511906,-29.789167128692625,11.030387579146325
