,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
296,5000060,3527.494,-2081.63,21.363,0.2240,,,21.229499999999998,0.2772,1.6950,1.2705,152.6890829365713,-4.835543468142166
356,5000157,2103.566,-2045.71,21.977999999999998,0.2715,,,21.1905,0.2932,1.7400,2.0005,152.75259427782927,-4.833949249345932
480,5000340,1181.333,-1987.06,20.137999999999998,0.1461,,,19.9015,0.0698,1.9900,0.5170,152.7937282953077,-4.831340887782434
495,5000370,2022.379,-1978.76,22.177999999999997,0.2704,,,21.543499999999998,0.2980,1.2950,1.0010,152.7562153993055,-4.830973674743134
515,5000409,3090.268,-1960.15,21.287,0.1995,,,21.1225,0.1493,1.6040,3.6710,152.70858476470622,-4.830145725495765
570,5000491,2156.041,-1929.23,22.029,0.1923,,,21.2315,0.2540,1.2100,0.8295,152.7502537019463,-4.828772441191017
572,5000494,3101.596,-1928.69,21.615,0.2327,,,21.3925,0.2409,1.4700,-1.8130,152.7080795789189,-4.828747491879172
884,5000759,1859.325,-1845.13,22.057,0.1669,,,21.3035,0.1526,1.0425,-0.5515,152.76348788019425,-4.825034464165281
963,5000840,3689.542,-1817.63,22.519,0.2198,,,21.5515,0.2668,0.9500,-0.2865,152.68185616932007,-4.8238096430541955
1032,5000919,1021.891,-1788.44,20.947,0.2771,,,21.4065,0.2552,2.1650,2.8945,152.8008391248026,-4.822512880062989
1083,5000986,3666.115,-1762.60,17.647999999999996,0.0170,18.204,0.0086,17.4025,0.0122,0.8673,-0.3137,152.68290127749106,-4.821363986245757
1111,5001016,2421.065,-1752.78,22.939999999999998,0.2934,,,21.4045,0.2877,1.0350,-2.5685,152.73843303351947,-4.82093029621285
1187,5001107,2979.590,-1721.20,22.349,0.1780,,,21.4145,0.2550,0.9600,-0.3040,152.71352175651774,-4.819526078474231
1195,5001116,1288.619,-1718.33,21.993,0.1624,,,21.354499999999998,0.1844,0.9100,-0.9955,152.78894230438056,-4.819397787409477
1202,5001130,4272.849,-1714.47,18.4,0.0156,19.062,0.0092,18.2795,0.0445,0.9533,0.0170,152.65584001638578,-4.819221924888249
1222,5001156,4359.319,-1701.16,18.386999999999997,0.0144,18.923000000000002,0.0096,18.0655,0.0748,1.4433,-0.9327,152.6519833765074,-4.818629865072504
1327,5001265,3347.331,-1654.23,22.648,0.2963,,,20.9405,0.1348,1.1925,4.3145,152.69712000654758,-4.816548723350782
1362,5001307,1830.270,-1636.45,22.163999999999998,0.1456,,,21.2435,0.1572,0.9970,-0.2175,152.76478353319337,-4.815759851833363
1399,5001353,1714.888,-1619.76,22.555,0.2032,,,21.5375,0.2618,0.9050,3.3410,152.76992973794455,-4.815017909603667
1448,5001413,2609.114,-1594.37,22.532,0.2098,,,21.4705,0.2366,0.9050,0.2320,152.73004581373468,-4.813889792350149
1485,5001458,1180.231,-1579.88,22.877,0.2920,,,21.5575,0.2810,0.9750,0.1255,152.79377618480433,-4.813244183260888
1571,5001537,1281.809,-1547.10,22.983999999999998,0.2920,,,21.5345,0.2534,0.9000,2.0810,152.7892455611852,-4.811787618366413
1734,5001739,4051.971,-1465.42,22.718,0.2610,,,21.4865,0.2505,0.9500,-2.6145,152.6656928128703,-4.808154352959697
1763,5001765,974.098,-1456.95,21.067999999999998,0.1717,,,21.4955,0.2489,1.4550,0.5220,152.80296957181662,-4.807779956168102
1815,5001813,985.893,-1438.90,14.092999999999998,0.0489,,,12.8355,0.0059,7.3720,0.2580,152.80244343554423,-4.806977785715206
1833,5001826,980.278,-1434.41,19.430999999999997,0.2036,,,18.9415,0.2310,2.4700,0.8335,152.80269385421903,-4.806778210756377
1881,5001885,1252.377,-1415.41,22.712999999999997,0.2674,,,21.6735,0.2742,0.9300,-2.6390,152.7905578882812,-4.8059346947167105
1894,5001901,4574.241,-1408.03,18.055,0.0129,18.621000000000002,0.0087,,,0.6100,-0.1520,152.64239936657603,-4.80560063855925
1901,5001914,1288.150,-1404.40,22.339,0.1623,,,21.2135,0.1574,1.0080,1.8195,152.78896234441268,-4.805445470685693
1913,5001930,4172.295,-1398.57,18.540999999999997,0.0182,19.080000000000002,0.0104,18.3535,0.0486,1.0263,-0.0143,152.6603265823614,-4.805182631995015
1925,5001940,3854.646,-1393.65,22.708,0.2423,,,20.9815,0.1720,0.9400,0.9330,152.67449404843381,-4.8049655594040255
1932,5001948,1750.425,-1392.15,22.304,0.1803,,,20.9245,0.1813,1.0750,1.8385,152.7683443884513,-4.804902055317504
2001,5002051,1973.668,-1349.32,22.127,0.1565,,,21.0195,0.1227,1.0085,1.4855,152.7583874902297,-4.802998788185966
2215,5002252,4136.064,-1291.57,22.33,0.1415,,,21.3135,0.2608,0.9300,1.4545,152.66194307527394,-4.800427315657869
2338,5002318,2369.875,-1266.45,22.814999999999998,0.2513,,,21.0445,0.2272,1.0550,1.9525,152.74071632809324,-4.799315834651883
2353,5002332,4665.363,-1262.06,17.677999999999997,0.0120,18.183,0.0082,,,0.7000,-0.1105,152.63833621973873,-4.79911252868099
2433,5002415,3099.471,-1231.89,22.410999999999998,0.2448,,,21.107499999999998,0.1983,1.0700,-2.1465,152.708175955509,-4.797778894808401
2442,5002425,3287.628,-1229.01,21.302,0.1925,,,21.4405,0.2697,1.5350,0.8340,152.6997840614103,-4.7976504005938665
2486,5000874,505.704,-1207.05,,,16.476,0.0090,15.8535,0.0098,1.2300,-0.4305,152.82385922103907,-4.7966712908760005
2508,5002518,2007.064,-1198.22,22.508,0.2102,,,21.5685,0.2714,0.9400,-1.0005,152.75689788163922,-4.796283312650425
2511,5002521,4226.010,-1196.06,17.003999999999998,0.0124,17.459000000000003,0.0074,16.9455,0.0349,1.7223,-0.0357,152.65793194856008,-4.796181969580861
2929,5002993,1483.921,-1017.77,23.005,0.2955,,,21.3035,0.2118,0.8900,-0.6965,152.7802298897963,-4.788262555156814
2949,5003021,3691.101,-1005.44,22.445,0.2153,,,21.5865,0.2995,1.1500,3.8050,152.68178984504613,-4.787712624498161
2971,5003055,3252.896,-985.795,21.479999999999997,0.2261,,,21.4035,0.2434,1.5250,0.8820,152.70133378862607,-4.786841022534475
3018,5003109,2679.753,-968.390,22.826999999999998,0.2290,,,21.4595,0.1672,0.9155,1.4310,152.72689589944568,-4.786068601018136
3153,5003275,4307.591,-914.265,22.467,0.2516,,,20.5805,0.2104,1.3850,2.2270,152.65429500949443,-4.78365737958149
3179,5003313,1432.106,-901.236,22.552999999999997,0.1943,,,21.5975,0.2772,0.8850,-3.0450,152.78254055651163,-4.7830831768117585
3228,5003388,2846.097,-873.062,22.575999999999997,0.1894,,,21.3905,0.2842,0.9750,0.5520,152.71947713957857,-4.78183159781959
3289,5003462,2928.321,-844.639,22.078,0.1566,,,21.2455,0.1320,1.0215,-1.8035,152.71581003875932,-4.780568218052177
3433,5003628,2376.596,-784.873,22.877,0.2634,,,21.1795,0.2349,1.0150,-0.4575,152.74041669238187,-4.777912552965444
3446,5003645,3486.594,-775.345,17.357999999999997,0.0243,17.874000000000002,0.0074,17.0515,0.0111,1.0893,-0.5690,152.69091160831434,-4.777487017516026
3447,5003646,2802.288,-775.152,22.587,0.2241,,,21.2445,0.1685,1.0860,0.8090,152.7214311432898,-4.7774801363357415
3449,5003648,1509.875,-774.962,22.253,0.1401,,,21.4645,0.2430,0.8250,1.2835,152.77907181506532,-4.777471215587803
3469,5003673,1826.832,-763.236,22.563,0.1911,,,21.7245,0.2925,0.8600,0.5230,152.7649357523582,-4.776950625252829
3534,5003751,1070.119,-729.030,22.041999999999998,0.2478,,,20.5095,0.0913,1.3005,0.3070,152.79868444329435,-4.775428546193357
3554,5003773,2898.438,-719.307,23.052,0.2790,,,21.5355,0.2909,1.0550,0.0915,152.71714302060496,-4.774997993531841
3768,5004050,3665.630,-597.826,18.037,0.0252,18.584,0.0086,17.8395,0.0375,1.3700,-0.2830,152.68292743016863,-4.7695966643915835
3903,5001046,337.763,-550.372,,,16.535,0.0081,15.548499999999999,0.0098,1.3330,-0.3035,152.83134586512654,-4.767484908151794
3908,5004210,4656.966,-548.489,15.518999999999998,0.0103,16.145000000000003,0.0081,,,1.6550,-0.0335,152.6387154865035,-4.767398570060723
3975,5004303,4841.591,-521.421,17.391,0.0116,17.926000000000002,0.0072,,,0.7200,-0.0545,152.63048168843696,-4.76619424735397
3992,5004323,3190.551,-515.180,21.977,0.2882,,,21.4745,0.2657,1.4200,0.0050,152.7041155640012,-4.765925091223542
4113,5004464,1250.495,-474.809,22.576999999999998,0.2084,,,21.5615,0.2679,1.0350,-1.2835,152.79063909671035,-4.764130479566647
4133,5004487,3553.963,-469.173,16.680999999999997,0.0268,17.267000000000003,0.0071,16.4315,0.0266,2.1763,-0.4557,152.68790809496647,-4.763879209462087
4200,5004566,1893.858,-445.159,22.608999999999998,0.2109,,,21.3855,0.2801,1.1550,1.9175,152.76194609561412,-4.762814023702874
4215,5004590,1476.455,-439.729,22.766,0.2349,,,21.2145,0.2256,0.9250,2.8420,152.7805615616952,-4.762571973508882
4302,5004683,1557.628,-411.510,17.316,0.0535,17.676000000000002,0.0092,16.7325,0.0124,2.2400,-1.1993,152.77694132526727,-4.761317980334584
4353,5004735,4767.157,-396.885,17.022999999999996,0.0127,17.536,0.0074,,,0.9350,-0.1975,152.63380219336995,-4.7606598888727065
4358,5001119,824.925,-395.387,,,17.168,0.0092,16.3955,0.0092,0.9875,-0.3985,152.80961850590054,-4.760599107077229
4457,5004843,1154.824,-373.943,22.368,0.2344,,,21.5525,0.2640,1.1650,-0.4390,152.79490554991017,-4.759647270660542
4505,5004904,2906.211,-356.816,22.192,0.1630,,,21.6635,0.2814,0.9150,-3.3550,152.71679698531037,-4.7588873483533325
4748,5005187,1111.554,-285.723,22.179,0.2012,,,21.014499999999998,0.1400,1.1800,1.5255,152.7968350195263,-4.755726256713818
4819,5005263,4622.706,-265.786,17.144,0.0149,17.641,0.0074,,,0.9600,-0.3640,152.64024528768024,-4.754834300387872
4852,5001167,370.383,-257.561,,,16.65,0.0080,15.7135,0.0149,1.6770,-0.0850,152.8298894869019,-4.754471338448205
4871,5005325,4131.193,-250.996,18.592,0.0229,19.102,0.0097,18.5585,0.0742,1.5490,0.0903,152.66216572421794,-4.754179920261798
4964,5005423,1211.097,-222.403,22.538,0.2236,,,21.0125,0.2053,1.0450,0.6930,152.79239542371414,-4.752912367001309
4967,5005429,4567.438,-220.774,17.271,0.0121,17.842,0.0067,,,0.7400,-0.2295,152.64271040183212,-4.752834144241566
4976,5005437,1771.440,-219.321,22.548,0.2082,,,21.5295,0.2949,0.9450,1.5765,152.76740540988047,-4.752776663040759
5416,5005912,3132.910,-101.263,22.009999999999998,0.2421,,,21.1275,0.2775,1.4800,-0.0790,152.70668725425068,-4.74752900469237
5467,5005978,4336.015,-87.379,22.401999999999997,0.1958,,,21.1415,0.2923,1.3800,0.3440,152.65303207798235,-4.746906944493296
5728,5006293,4084.627,-20.647,21.727,0.1086,,,20.6105,0.1318,1.2275,-0.0160,152.66424362612563,-4.743942476911931
5796,5006372,1785.091,-8.484,22.973,0.2597,,,21.3165,0.2809,1.0100,1.3885,152.76679631118972,-4.74340618292823
5830,5006414,2165.527,-1.391,22.304,0.1606,23.791,0.1820,,,0.6200,-0.0750,152.74982996092953,-4.7430912754406584
5961,5006564,3988.317,56.414,22.509999999999998,0.1678,23.722,0.1612,,,0.5460,-0.6805,152.66853913869724,-4.74051804015822
6025,146510,609.431,74.353,21.500999999999998,0.2206,,,21.2925,0.2256,1.4900,-0.9855,152.8192269275937,-4.73972089801386
6030,41973,3028.631,76.312,21.692,0.2850,,,20.9595,0.2122,1.6600,3.6965,152.71133819384445,-4.739637046974625
6083,5006670,3009.930,90.958,21.761999999999997,0.1650,,,21.4235,0.1861,1.1710,0.9830,152.7121722296741,-4.738986154964263
6149,5006727,5181.922,107.873,17.366999999999997,0.0124,17.723,0.0085,,,0.8000,-0.3550,152.61530860724156,-4.738223133602022
6275,42581,810.415,135.424,22.052,0.2169,,,21.1525,0.1797,0.9750,0.7555,152.8102634279971,-4.737007545278953
6291,147355,2684.609,138.846,17.883999999999997,0.0138,18.641000000000002,0.0097,17.7095,0.0119,0.9653,-0.6523,152.72668056869819,-4.736858329310194
6296,147356,2993.702,139.521,22.107999999999997,0.2275,,,21.6585,0.2962,1.2150,-1.2890,152.71289604374087,-4.736827839198277
6397,5006840,1716.232,162.994,22.2,0.1441,22.947,0.0832,,,0.5740,0.0255,152.76986695012155,-4.735784856723924
6444,147724,2546.619,173.189,18.886,0.0199,19.476,0.0110,18.6145,0.0192,0.8367,-0.5033,152.73283449276045,-4.735332108709186
6508,43013,3071.098,190.338,17.076999999999998,0.0100,17.737000000000002,0.0058,16.7765,0.0070,0.8647,-0.3570,152.7094445509196,-4.734569146982049
6581,5006911,2397.857,203.471,21.929,0.1106,22.499000000000002,0.0581,,,0.5535,-0.7610,152.73946878278394,-4.733986325610495
6618,148103,2675.961,209.766,22.296999999999997,0.1373,23.031,0.0912,,,0.6590,-1.3110,152.72706631903014,-4.733706347773502
6623,148119,4072.088,210.578,17.214,0.0103,17.844,0.0073,16.9375,0.0115,0.9183,-0.4343,152.6648039899729,-4.733665914510459
6665,5006952,2564.930,219.714,22.683,0.2026,23.001,0.0834,,,0.5680,-0.8650,152.7320179210313,-4.733264322245987
6677,148213,2551.992,222.199,18.608999999999998,0.0146,19.394000000000002,0.0099,18.3415,0.0159,0.7470,-0.5183,152.73259491208952,-4.733153888226133
6691,148251,2784.735,225.280,18.750999999999998,0.0152,19.533,0.0106,18.5215,0.0163,0.7177,-0.3270,152.72221540125346,-4.733016699899727
6705,5006968,2182.936,228.262,22.843,0.2698,23.742,0.1646,,,0.6475,-2.0820,152.7490535048744,-4.7328845101811465
6715,5006974,2890.724,229.867,22.493,0.1961,23.048000000000002,0.0936,,,0.6300,-1.4955,152.7174886756504,-4.73281266625686
6743,148359,2585.789,235.876,18.718999999999998,0.0145,19.47,0.0098,18.3605,0.0148,0.6990,-0.3247,152.73108769687317,-4.732545995652332
6778,148417,1545.061,242.239,17.541999999999998,0.0080,17.861,0.0066,17.4275,0.0106,0.7650,-0.3670,152.7775004344323,-4.732262547170502
6800,5007010,2936.519,246.108,22.017,0.1172,22.900000000000002,0.0811,,,0.5685,-1.5565,152.71544641156632,-4.732090763665576
6829,148521,2830.547,251.561,20.935,0.0580,21.477,0.0263,20.6385,0.0708,0.7433,-1.5423,152.72017238886647,-4.731848590057654
6831,5007021,2620.685,251.642,22.892999999999997,0.2563,23.942,0.1799,,,0.6020,-2.4050,152.72953147481508,-4.731845254543225
6846,5007027,2846.197,254.426,21.994999999999997,0.1227,22.712,0.0701,21.9865,0.2715,0.6297,-0.2780,152.7194744600615,-4.731721232297353
6851,5007028,2664.154,254.810,22.407999999999998,0.1579,23.096,0.0925,,,0.5595,-0.3435,152.72759291800583,-4.731704410441407
6852,148546,1446.482,254.914,21.857,0.0897,22.538,0.0583,,,0.6140,-1.1690,152.78189667278934,-4.731698993615824
6857,148568,1980.569,256.256,21.090999999999998,0.0609,21.169,0.0202,21.0875,0.0992,0.7410,-0.0120,152.7580783310944,-4.7316402187685735
6864,43532,1294.329,257.639,16.345,0.0527,16.644,0.0060,15.7445,0.0096,4.0053,-0.5360,152.7886821344359,-4.731577486174309
6867,148584,1971.381,258.201,21.938,0.1004,22.528000000000002,0.0582,21.8345,0.2428,0.6637,-2.6643,152.75848808084697,-4.731553766466573
6886,5007041,1797.391,261.906,13.825999999999999,0.0669,,,13.3225,0.0197,11.1570,-0.1570,152.76624739717502,-4.731388901819776
6904,148649,2623.148,264.486,18.959,0.0173,19.768,0.0115,18.7375,0.0171,0.7137,-0.4760,152.72942164615614,-4.731274409168039
6916,148669,3083.192,267.543,18.759999999999998,0.0155,19.676000000000002,0.0113,18.3975,0.0164,0.7180,-0.2653,152.7089053736373,-4.73113779573313
6919,148667,1637.987,268.214,20.322,0.0383,20.953,0.0191,19.9695,0.0429,0.7373,-0.5623,152.77335622220397,-4.7311082894096925
6924,5007050,2428.400,268.620,22.54,0.1494,23.851,0.1708,,,0.4775,-0.8260,152.73810669764222,-4.731090810640631
6928,148695,2764.936,269.260,21.980999999999998,0.1027,22.72,0.0692,21.9165,0.2342,0.6500,-1.0173,152.72309842586213,-4.7310620660388585
6935,148696,2825.696,270.132,18.555,0.0133,19.345,0.0097,18.1315,0.0136,0.7203,-0.3050,152.7203887541561,-4.731023221939644
6945,5007058,1683.248,273.647,22.301,0.1340,23.254,0.1095,,,0.5510,-0.9405,152.77133773855084,-4.7308669038686295
6954,148736,2851.693,274.658,20.45,0.0419,21.077,0.0207,20.1765,0.0470,0.7310,-0.5503,152.7192293906681,-4.730822025754368
6970,148768,2857.498,277.384,21.828999999999997,0.0899,22.571,0.0594,21.4365,0.1383,0.6917,-0.9500,152.71897051345925,-4.730700861057636
6981,5007073,5136.694,279.981,16.496,0.0090,17.08,0.0062,,,0.8000,-0.2145,152.61732699975244,-4.730574299936881
7000,148830,2854.250,284.649,22.014,0.0956,22.625,0.0644,21.607499999999998,0.2080,0.6447,-1.1140,152.7191153738962,-4.7303779782875
7009,5007081,1698.807,285.640,22.305999999999997,0.1692,23.166,0.1011,,,0.6220,-0.6750,152.7706438447647,-4.730333909326631
7012,148838,1978.369,286.029,21.157999999999998,0.0636,21.830000000000002,0.0339,20.9435,0.0912,0.7327,-0.6820,152.75817641755432,-4.73031697570948
7017,5007083,2839.809,286.405,22.119999999999997,0.1426,22.892,0.0807,21.7945,0.2318,0.6500,-0.9587,152.71975939159842,-4.730299957235258
7025,148851,1961.669,287.413,21.497999999999998,0.0696,21.897000000000002,0.0355,21.3165,0.1179,0.6830,-0.2660,152.7589211743055,-4.7302554497910485
7031,5007089,2019.172,288.208,22.371,0.1580,,,21.386499999999998,0.1182,0.7590,0.3345,152.75635675358888,-4.730220164703122
7045,148897,1980.843,290.692,22.340999999999998,0.1347,23.25,0.1044,,,0.5955,-0.6015,152.7580660823679,-4.730109733921025
7053,148896,1938.496,291.752,21.558999999999997,0.0732,22.383,0.0484,21.6235,0.1468,0.6843,-1.2093,152.759954599771,-4.73006258374592
7055,148905,1478.975,291.884,22.537,0.1494,23.351,0.1159,,,0.6140,-0.0505,152.7804475196904,-4.730055963016102
7057,148907,2305.424,292.285,20.503999999999998,0.0452,21.083000000000002,0.0208,20.3605,0.0759,0.8580,-1.1130,152.7435909784524,-4.730039064522383
7059,148908,2555.385,292.378,21.817999999999998,0.0941,22.729,0.0702,21.9695,0.2335,0.6417,-1.2763,152.7324436497667,-4.730034826806879
7068,5007096,1995.198,293.485,22.622999999999998,0.2090,23.172,0.1029,,,0.6120,-0.5245,152.75742590057664,-4.729985613010608
7074,148935,1356.062,294.562,21.151,0.0579,21.904,0.0355,20.9605,0.0851,0.6707,-0.8760,152.7859289720262,-4.729936637303172
7076,5007103,2242.915,295.126,22.189999999999998,0.1353,22.810000000000002,0.0755,,,0.5620,-0.5900,152.7463786465381,-4.7299127964070085
7081,148963,2583.129,296.386,22.243,0.1187,22.665,0.0636,,,0.6000,-1.1375,152.73120637421073,-4.729856671331175
7086,148962,2524.815,297.029,22.256,0.1216,22.818,0.0729,,,0.6090,-0.5745,152.73380696090865,-4.729828138529764
7088,148976,2605.204,297.498,20.642999999999997,0.0407,21.297,0.0216,20.5055,0.0661,0.6990,-0.6813,152.7302219128043,-4.729807229698341
7094,148978,2862.607,298.312,21.381,0.0593,22.127,0.0383,21.3105,0.1165,0.6563,-0.7097,152.71874270494354,-4.729770721675684
7095,5007109,2282.150,298.956,21.979999999999997,0.1064,22.857,0.0790,21.1135,0.1282,0.6813,0.0320,152.74462891206997,-4.72974257699606
7102,148999,1546.091,299.999,21.615,0.0798,22.308,0.0436,21.415499999999998,0.1246,0.6897,-1.1257,152.77745438043345,-4.729695444977737
7103,149001,2543.158,300.158,22.09,0.0997,22.792,0.0696,,,0.5720,-0.8650,152.73298893403026,-4.72968905911922
7106,149000,2193.427,300.497,19.447999999999997,0.0270,20.153000000000002,0.0135,19.0955,0.0252,0.8100,-0.6567,152.74858562511739,-4.72967407657633
7112,149018,2583.871,301.996,21.262999999999998,0.0560,21.918,0.0352,21.0325,0.0927,0.6687,-0.1680,152.73117328851154,-4.729607337968015
7113,43837,2241.454,302.798,22.746,0.1540,23.127,0.0897,,,0.5645,-0.5985,152.7464438007641,-4.729571819272161
7119,149023,1617.099,303.415,20.857999999999997,0.0491,21.61,0.0290,20.6465,0.0660,0.7007,-0.8257,152.77428768438438,-4.729543765405909
7120,149019,2848.946,303.607,21.499,0.0645,22.707,0.0622,20.5135,0.0614,0.5963,-0.2047,152.71935194267553,-4.729535411208382
7122,149035,2856.876,303.733,21.011,0.0477,21.655,0.0299,20.8035,0.0760,0.6533,-0.5030,152.71899829475674,-4.729529798354235
7125,149033,1992.818,304.164,21.601,0.0667,22.42,0.0537,21.7755,0.1614,0.6490,-1.5710,152.75753203095888,-4.7295109899691745
7132,5007116,2648.894,305.606,22.598,0.1837,23.232,0.1089,,,0.5670,-0.9320,152.72827351073545,-4.729446832266341
7134,5007117,2715.568,306.004,23.072,0.2940,23.664,0.1589,,,0.5670,-2.0905,152.72530010210843,-4.729429067688701
7139,149048,2018.947,306.664,20.933999999999997,0.0510,21.400000000000002,0.0235,20.7725,0.0754,0.6997,-0.8247,152.75636677401315,-4.729399899852316
7143,149062,1980.206,307.201,19.491,0.0209,20.263,0.0124,19.1785,0.0223,0.6413,-0.5473,152.75809447610877,-4.729376001814913
7153,149084,2119.611,310.112,17.791999999999998,0.0085,18.489,0.0070,17.5915,0.0132,0.7510,-0.6503,152.75187753741264,-4.729246717422623
7154,149098,2654.206,310.199,21.938,0.0901,22.572,0.0602,,,0.5630,-1.8320,152.7280366203283,-4.72924269385744
7156,149083,2048.168,310.321,20.328,0.0355,21.049,0.0202,20.0545,0.0408,0.6910,-0.8560,152.7550636251341,-4.729237387780505
7164,149114,3503.833,311.330,22.369999999999997,0.1224,23.127,0.0965,,,0.5925,-1.1080,152.69014648540062,-4.729190500810732
7170,149111,2613.232,312.000,22.211,0.1208,22.695,0.0667,,,0.6270,-0.4895,152.7298639074768,-4.729162690474251
7171,149110,2277.508,312.042,18.52,0.0134,19.556,0.0098,17.8375,0.0126,0.7360,-0.5020,152.74483592764255,-4.729160978325321
7172,149106,2002.661,312.212,20.436999999999998,0.0323,21.078,0.0194,20.1815,0.0434,0.6433,-0.2853,152.75709306383695,-4.729153309974797
7175,5007125,2894.775,312.382,22.587999999999997,0.1806,23.064,0.0895,21.8075,0.2155,0.5627,-0.3573,152.71730815702935,-4.729145335334542
7180,149121,1489.390,312.712,19.186999999999998,0.0156,19.743000000000002,0.0097,18.9485,0.0219,0.6413,-0.3533,152.77998300319481,-4.729130300277428
7181,149105,1369.058,312.807,22.741,0.1509,23.21,0.0995,21.671499999999998,0.2031,0.5980,-0.3080,152.78534935236203,-4.7291257847129415
7182,149122,1645.566,312.808,20.88,0.0495,21.423000000000002,0.0240,20.6445,0.0642,0.6780,-0.6193,152.7730181466624,-4.729126352776239
7183,43923,2837.368,312.984,22.413999999999998,0.1258,23.006,0.0786,21.9555,0.2501,0.6007,-0.5897,152.71986829242934,-4.729118675146305
7187,149123,1723.717,313.474,22.575,0.1396,23.029,0.0888,21.8245,0.2223,0.5840,-0.8710,152.76953290756586,-4.729096886440384
7188,149141,2649.742,313.671,21.945,0.0887,22.353,0.0450,21.3635,0.1322,0.6763,-1.3380,152.72823570141554,-4.729088387802517
7192,149139,1625.097,314.129,20.512999999999998,0.0374,21.187,0.0209,20.2525,0.0461,0.6463,-0.6350,152.77393098391238,-4.729067603943112
7198,149152,2899.568,315.196,21.791999999999998,0.0709,22.525000000000002,0.0514,21.4195,0.1227,0.6077,-0.3703,152.71709441227833,-4.72902026059545
7199,149150,1730.241,315.366,22.279999999999998,0.1215,22.452,0.0545,,,0.6120,-0.0950,152.76924195898266,-4.729012808121989
7200,5007132,2062.322,315.413,22.467,0.1611,23.086000000000002,0.0911,,,0.5610,-0.8170,152.75443240705607,-4.729011086442089
7201,43929,1460.451,315.419,17.174,0.0068,17.84,0.0054,16.9965,0.0111,0.7310,-0.4067,152.78127356629884,-4.729009922697143
7205,149161,3410.975,315.996,18.022,0.0113,18.684,0.0095,17.7815,0.0135,0.8177,-0.6850,152.69428761244285,-4.72898343436572
7207,149157,1659.888,316.103,20.822,0.0472,21.433,0.0251,20.5335,0.0601,0.6847,-0.6740,152.77237943404785,-4.7289799344802
7209,149170,2547.049,316.945,21.546999999999997,0.0694,22.151,0.0387,21.4195,0.1358,0.6613,-0.5940,152.73281542242842,-4.728942969118656
7220,149187,2264.151,319.009,20.328999999999997,0.0470,20.95,0.0188,19.9965,0.0492,0.8313,-0.7640,152.74543159892823,-4.728851334108864
7222,149203,2704.198,319.116,21.729,0.0783,22.419,0.0540,21.5275,0.1499,0.7023,-0.1383,152.7258071767104,-4.72884632735306
7230,149202,2470.931,319.979,21.852,0.0924,22.439,0.0531,,,0.6100,-0.8830,152.73620999773453,-4.728808173834178
7231,149207,2839.209,319.980,21.930999999999997,0.0885,22.536,0.0532,21.857499999999998,0.2908,0.7410,0.1157,152.7197862017228,-4.728807739663653
7235,149208,2860.522,321.006,20.575999999999997,0.0415,21.16,0.0216,20.2665,0.0498,0.6960,-1.5640,152.71883572486493,-4.728762105380924
7238,43968,2506.077,321.721,18.296,0.0106,19.333000000000002,0.0092,17.5125,0.0104,0.6543,-0.4973,152.73464262099202,-4.728730731296853
7239,149217,2909.477,321.881,18.979999999999997,0.0144,21.453,0.0220,17.3875,0.0129,0.7210,-1.2387,152.7166525202959,-4.728723132681385
7245,149227,2987.877,322.910,21.63,0.0702,22.489,0.0560,21.4235,0.1216,0.6730,-0.7280,152.7131561819992,-4.7286772508523605
7247,149223,1958.362,323.380,20.509999999999998,0.0382,21.159,0.0212,20.2745,0.0516,0.6880,-0.8447,152.75906862132024,-4.728656917258304
7250,5007143,4954.992,323.708,19.9,0.0238,20.216,0.0137,,,0.4400,-0.3095,152.62543052855543,-4.728632318242528
7252,149236,1578.231,324.237,21.148999999999997,0.0541,21.691,0.0298,20.9715,0.0870,0.6733,-0.5983,152.77602100933032,-4.728618269418424
7261,5007150,2281.188,326.665,22.189999999999998,0.1320,22.994,0.0813,,,0.5645,-0.4535,152.7446718134475,-4.728511068788652
7264,43972,187.928,327.939,21.607999999999997,0.2300,,,21.0865,0.1920,1.4050,1.7255,152.83802311481244,-4.728448182345975
7266,5007151,3619.886,328.158,22.285,0.1371,23.361,0.1159,,,0.5605,-0.6950,152.68497102862705,-4.728442168895834
7271,149267,2525.280,328.341,22.793,0.1653,23.295,0.1169,,,0.5480,-0.1145,152.7337862448677,-4.728436497079035
7278,149275,1934.957,329.543,22.663999999999998,0.1517,23.522000000000002,0.1391,,,0.5725,-1.9305,152.76011238892653,-4.728382984279657
7280,149287,1807.190,329.908,21.432,0.0653,22.080000000000002,0.0394,21.4125,0.1240,0.6757,-0.7300,152.76581030645676,-4.728366611650376
7281,149289,2591.344,329.981,20.833,0.0457,21.405,0.0237,20.4575,0.0664,0.7020,-0.9353,152.73084004494456,-4.728363556683912
7289,149316,3605.087,331.608,21.189,0.0569,21.88,0.0344,20.9285,0.0898,0.7063,-0.2643,152.6856310194719,-4.7282888920635475
7290,149301,1765.036,331.963,21.526999999999997,0.0652,22.207,0.0435,21.4835,0.1242,0.6563,-0.7477,152.76769021000672,-4.728275218687402
7291,44037,3535.882,332.350,17.113,0.0083,17.714,0.0061,16.8305,0.0096,0.8927,-0.5887,152.68871729639898,-4.728256168253908
7292,149323,2936.514,332.495,21.421999999999997,0.0593,22.206,0.0453,21.4855,0.1964,0.6467,-0.3667,152.71544679286671,-4.728251351238151
