,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec
38922,5005387,2098.739,2091.074,20.804000000000002,0.0102,19.869,0.0407,19.521,0.0123,0.5247,0.1780,49.59417963709351,-66.51117735842988
38924,94477,3208.247,2091.125,20.505000000000003,0.0071,19.765,0.0327,19.371,0.0093,0.5730,-0.4847,49.47045875160827,-66.51116422213735
38926,94441,2270.881,2091.157,19.973999999999997,0.0068,19.152,0.0278,18.589,0.0089,0.5870,0.3073,49.57498413215161,-66.51117838351584
38927,21514,2774.130,2091.166,20.909,0.0114,20.314,0.0809,19.847,0.0154,0.8197,-1.5460,49.51886698071619,-66.51117828272015
38937,21535,2855.640,2091.608,21.232999999999997,0.0136,20.512999999999998,0.0498,20.21,0.0194,0.5290,-0.0960,49.509777854832684,-66.5111567961427
38939,21455,2163.760,2091.648,21.33,0.0155,21.216,0.1222,20.061,0.0188,0.6563,-1.0170,49.586929124889615,-66.51115390415204
38941,21448,1753.472,2091.676,21.366999999999997,0.0144,20.781999999999996,0.0685,20.348,0.0211,0.6583,-0.6783,49.632680122516476,-66.51113406205278
38942,94491,2786.349,2091.685,20.67,0.0093,19.987000000000002,0.0517,20.227,0.0185,0.6037,0.3197,49.51750447023811,-66.5111549734915
38944,21454,2072.880,2091.734,21.576999999999998,0.0177,21.177999999999997,0.0993,20.221,0.0173,0.6013,-0.7313,49.59706310524088,-66.51114711389268
38950,94492,2809.376,2091.891,20.314,0.0068,19.496000000000002,0.0378,19.182,0.0087,0.6587,-0.1683,49.514936750427545,-66.51114532862088
38951,94489,2584.532,2091.996,21.255000000000003,0.0152,20.674999999999997,0.0870,20.101,0.0196,0.5913,-0.3883,49.54000900773696,-66.51114363991994
38953,94481,1855.518,2092.010,21.847,0.0207,20.695,0.0617,20.041,0.0175,0.6127,0.1100,49.6213009898,-66.51112509086016
38963,21484,2486.663,2092.312,20.478,0.0122,19.368000000000002,0.0305,19.314,0.0147,0.6333,-0.8237,49.55092233367421,-66.51112963893658
38964,94497,3444.910,2092.334,20.667,0.0098,19.825000000000003,0.0300,19.588,0.0136,0.6583,-0.4160,49.444068808649234,-66.5110955334133
38965,94496,3320.782,2092.388,21.064999999999998,0.0117,20.161,0.0353,19.926,0.0152,0.5990,-0.2343,49.45791022871492,-66.51110153150944
38968,94495,3199.693,2092.407,21.345,0.0133,20.485999999999997,0.0492,20.148,0.0168,0.5903,-0.0540,49.47141277504392,-66.51110770176888
38969,5000210,2482.370,2092.458,,,21.247999999999998,0.1947,20.971,0.0641,0.8370,-6.0935,49.55140104253879,-66.51112313455847
38972,94484,2044.768,2092.602,21.186999999999998,0.0128,20.070999999999998,0.0553,19.927,0.0153,0.5137,-0.2560,49.600197776879405,-66.51110748534654
38979,21550,2046.442,2092.765,20.832,0.0098,20.198999999999998,0.0598,19.739,0.0139,0.5103,0.0573,49.60001109456551,-66.51110030523363
38984,21476,1917.451,2092.941,22.845999999999997,0.0441,21.679000000000002,0.1250,22.171,0.0760,0.5883,0.1983,49.61439476601734,-66.51108687482785
38987,94515,3144.300,2093.035,21.213,0.0137,20.594,0.0544,20.315,0.0204,0.6537,-0.3190,49.477589686449775,-66.51108261184424
38996,94506,2246.339,2093.321,20.964,0.0135,20.823,0.2054,19.448,0.0111,0.9637,0.2010,49.57772068084074,-66.51108167738661
38997,94512,2862.351,2093.394,20.838,0.0108,19.954,0.0364,19.52,0.0125,0.6053,-0.4513,49.50902963211905,-66.51107724323903
39002,94510,2558.960,2093.644,19.836,0.0054,18.811999999999998,0.0209,18.416,0.0061,0.5413,0.1433,49.542860539571045,-66.51107048017357
39006,94542,3077.290,2093.811,21.695999999999998,0.0185,20.807000000000002,0.0595,20.659,0.0244,0.6110,-0.1677,49.48506200287386,-66.51105121044844
39010,21388,2677.091,2093.990,20.694000000000003,0.0125,20.192,0.0733,19.737,0.0166,0.7050,-0.1087,49.52968785357368,-66.5110542774777
39013,21565,3213.785,2094.039,21.872,0.0219,21.084000000000003,0.0854,20.819,0.0293,0.5377,-0.5343,49.46984160834154,-66.51103441196547
39014,21504,1819.254,2094.056,21.055999999999997,0.0113,20.296999999999997,0.0397,19.893,0.0140,0.5620,-0.0050,49.62534447548398,-66.51103216508271
39016,94522,1216.071,2094.072,19.433,0.0057,18.558999999999997,0.0145,18.215,0.0081,0.7603,0.1893,49.69260462348917,-66.51098301301654
39020,21611,2893.793,2094.093,20.927,0.0098,20.045,0.0394,19.730999999999998,0.0131,0.5467,0.0427,49.50552360963451,-66.51104530838552
39025,21505,1928.625,2094.131,21.945999999999998,0.0226,21.42,0.0946,20.955,0.0351,0.5973,-0.3693,49.613148619668415,-66.51103452401719
39026,94543,3115.079,2094.135,21.82,0.0198,20.705,0.0581,20.102,0.0156,0.6023,-0.4817,49.48084822476924,-66.5110351131435
39028,94527,2038.912,2094.197,20.025,0.0049,19.299999999999997,0.0269,18.884999999999998,0.0065,0.5297,-0.0123,49.60085061966395,-66.51103636972027
39040,21559,2607.626,2094.516,20.921999999999997,0.0134,20.338,0.0801,19.672,0.0157,0.6030,-0.2693,49.53743384503185,-66.51103151887577
39042,94530,2315.397,2094.558,20.906,0.0134,19.686,0.0445,19.021,0.0113,0.6133,0.2230,49.570020021153105,-66.5110280644672
39046,21575,1448.271,2094.716,23.985,0.1123,,,21.948,0.1147,0.8355,-1.1600,49.666712203130935,-66.5109764554061
39047,21479,2130.117,2094.730,21.162,0.0131,20.046,0.0500,19.678,0.0136,0.6670,-0.5217,49.59068039585072,-66.51101590407245
39049,94561,2958.465,2094.760,21.555,0.0171,20.406,0.0478,19.947,0.0161,0.6063,0.0680,49.498312151811696,-66.51101363163478
39060,21571,3785.229,2095.086,19.336999999999996,0.0061,18.503999999999998,0.0142,18.230999999999998,0.0086,0.8010,-0.1733,49.4061208691462,-66.51094392835574
39065,94552,1882.193,2095.188,21.426000000000002,0.0169,20.826999999999998,0.0674,20.212,0.0193,0.6333,-0.7287,49.61832606770792,-66.51098524562485
39070,21507,2115.711,2095.300,21.372999999999998,0.0149,20.183,0.0578,19.907,0.0171,0.5993,0.2327,49.592286746668606,-66.51099010552021
39072,21613,3024.013,2095.339,20.783,0.0096,20.131,0.0445,19.747,0.0133,0.6613,0.1380,49.49100302233726,-66.51098549990316
39078,21528,1985.039,2095.480,20.863,0.0098,20.07,0.0430,19.531,0.0116,0.6157,-0.6713,49.606857805103985,-66.51097713362493
39082,21462,2822.118,2095.592,21.195,0.0135,20.615000000000002,0.0641,21.023,0.0338,0.5683,0.3767,49.513516110992796,-66.51098055093904
39083,21615,3339.149,2095.692,23.249000000000002,0.0610,22.336,0.1794,21.942,0.0703,0.6040,0.2603,49.45586267112718,-66.51095352166648
39091,21589,2909.429,2096.015,21.366999999999997,0.0148,20.381,0.0565,20.329,0.0211,0.6437,0.2370,49.503780198786174,-66.51095942524859
39092,21588,2817.185,2096.071,20.679000000000002,0.0084,19.854,0.0299,19.637999999999998,0.0118,0.4813,0.0013,49.514066211300765,-66.51095937540728
39103,94577,2425.455,2096.468,18.261000000000003,0.0040,17.346,0.0182,17.059,0.0051,0.9577,0.3827,49.557747520089656,-66.51094456882147
39105,94579,2702.845,2096.513,20.546999999999997,0.0111,20.269,0.0832,19.366,0.0196,0.9233,-0.1110,49.52681613376035,-66.51094181733954
39124,5005401,1798.000,2097.056,23.978,0.1174,,,22.878,0.1402,0.4270,-3.3255,49.62771404918362,-66.51089761560628
39125,94604,3057.145,2097.122,20.658,0.0084,19.686999999999998,0.0285,19.31,0.0101,0.6057,-0.4453,49.487308700474664,-66.51090491352318
39127,94581,2812.840,2097.155,21.394,0.0149,20.786,0.0666,20.237,0.0195,0.5150,-0.4413,49.51455077766107,-66.51091129588403
39129,21530,2267.423,2097.193,19.253999999999998,0.0035,18.433999999999997,0.0153,18.061,0.0057,0.5373,0.2670,49.57536941726824,-66.51091004536373
39130,5005402,-278.241,2097.223,17.695,0.0026,,,16.778,0.0034,0.5895,-0.0140,49.85922951377453,-66.51059864367606
39131,21637,3209.489,2097.243,21.857,0.0204,20.878999999999998,0.0703,20.903,0.0301,0.5710,-0.2573,49.47032108404834,-66.51089224441333
39135,94591,1664.474,2097.482,21.204,0.0156,20.540999999999997,0.0451,20.088,0.0206,0.6527,0.2933,49.642603230209076,-66.51087022133873
39137,94603,3040.457,2097.499,20.375999999999998,0.0077,19.476999999999997,0.0229,19.126,0.0103,0.5897,0.0320,49.48916959131431,-66.51088884479589
39140,94607,3345.895,2097.555,20.264000000000003,0.0076,19.494999999999997,0.0258,19.174,0.0093,0.6360,0.1580,49.45511073699343,-66.51087028695285
39143,94596,2112.443,2097.636,21.229,0.0129,20.417,0.0725,20.433,0.0231,0.5953,0.2613,49.592650963399144,-66.51088617551802
39149,21563,3153.343,2097.811,20.982999999999997,0.0105,20.21,0.0376,19.915,0.0154,0.5897,0.1083,49.47658190132015,-66.51086990142926
39159,21634,2879.471,2097.945,20.825000000000003,0.0110,20.337000000000003,0.0574,20.143,0.0203,0.6507,-0.1193,49.50712091063364,-66.51087451364275
39176,21622,1712.837,2098.568,21.505000000000003,0.0177,20.756999999999998,0.0554,20.387,0.0243,0.6210,-0.5213,49.63721018423301,-66.510825182659
39179,94655,2938.468,2098.583,20.781,0.0115,19.89,0.0326,19.389,0.0158,0.6357,-0.2017,49.500542306673026,-66.5108443844417
39187,21635,3015.328,2098.852,21.58,0.0166,21.134999999999998,0.0719,20.570999999999998,0.0219,0.5603,-0.5837,49.49197181546005,-66.51082970403483
39189,94639,1569.018,2098.884,20.484,0.0112,19.707,0.0385,19.305,0.0143,0.8013,-1.1513,49.65324708036692,-66.51080099473867
39195,21590,2944.139,2099.194,19.994,0.0062,19.101,0.0197,18.813,0.0085,0.6087,-0.3450,49.499909994177116,-66.51081704386219
39202,94652,2715.172,2099.276,18.979999999999997,0.0032,18.232,0.0188,17.831,0.0041,0.6447,-0.1753,49.52544166853136,-66.51081884231169
39205,21744,3045.621,2099.426,21.281,0.0147,20.490000000000002,0.0449,20.117,0.0175,0.5607,0.0430,49.488593959926156,-66.51080299023518
39212,94659,3088.215,2099.501,22.213,0.0273,21.152,0.0817,20.891,0.0313,0.6603,-0.4037,49.48384439841436,-66.51079784268137
39216,21666,2844.304,2099.640,21.692,0.0192,20.942999999999998,0.0881,20.759,0.0286,0.6333,0.2817,49.51104242992131,-66.5108001062293
39222,94679,3824.842,2099.839,19.405,0.0061,18.591,0.0162,18.287,0.0083,0.7830,-0.3800,49.40170491740737,-66.51072867781846
39227,94677,3228.975,2100.031,20.554000000000002,0.0077,19.758000000000003,0.0294,19.441,0.0101,0.5843,-0.2793,49.46814862090563,-66.51076726800534
39231,21672,1151.260,2100.096,20.394,0.0099,19.586,0.0253,19.367,0.0154,0.7550,-0.7267,49.69982994008753,-66.51070835856154
39233,94676,3206.229,2100.206,21.627000000000002,0.0170,21.012,0.0738,20.587,0.0234,0.5993,-0.4180,49.470684999893855,-66.51076073096071
39234,94674,2783.580,2100.290,20.691000000000003,0.0091,20.054000000000002,0.0526,19.786,0.0129,0.5730,0.3543,49.517813674528306,-66.51077258515313
39236,5005408,2596.243,2100.332,23.954,0.1052,,,22.748,0.2208,0.3285,-2.7355,49.53870322923912,-66.51077309498221
39251,94692,2779.361,2100.781,20.955,0.0127,19.906,0.0567,19.793,0.0139,0.6950,-0.3983,49.518284150631864,-66.51075084710116
39259,94695,2909.571,2101.002,21.543,0.0174,20.643,0.0685,20.208,0.0197,0.6120,0.2340,49.503764741244666,-66.51073777661954
39268,21662,2598.754,2101.223,20.695999999999998,0.0099,21.072000000000003,0.1517,19.875,0.0150,0.5463,-1.3083,49.538423245105996,-66.51073348154242
39272,21777,2934.025,2101.385,20.808999999999997,0.0107,19.956000000000003,0.0384,19.751,0.0143,0.6047,-0.9857,49.5010379627783,-66.51071999434977
39273,94722,3148.033,2101.412,21.232,0.0127,20.512999999999998,0.0479,20.256999999999998,0.0184,0.5817,-0.4450,49.47717445293355,-66.51071011858104
39274,94599,2304.650,2101.415,20.915,0.0132,20.031,0.0493,19.906,0.0177,0.5127,-0.1203,49.571218101146016,-66.51072312143849
39279,21803,2877.601,2101.552,20.705,0.0090,19.898000000000003,0.0390,19.562,0.0122,0.6057,-0.5207,49.50732968069858,-66.51071425429402
39284,21704,1749.274,2101.630,22.174,0.0267,21.433,0.0885,21.226,0.0428,0.5823,0.2577,49.633146692309744,-66.5106914033174
39288,94717,2816.375,2101.863,21.356,0.0143,20.784999999999997,0.0671,20.323,0.0201,0.5543,-0.9223,49.51415686343516,-66.51070197168744
39300,94724,3183.000,2102.164,21.493000000000002,0.0155,20.884,0.0729,20.395,0.0216,0.6853,-1.5723,49.47327546750987,-66.51067493353156
39301,94725,3197.604,2102.180,21.726999999999997,0.0193,20.957,0.0652,20.468,0.0230,0.6410,-0.5700,49.471647016325385,-66.51067345744832
39302,94716,2659.240,2102.194,19.244,0.0039,18.472,0.0223,18.149,0.0057,0.6933,-0.7103,49.53167861442117,-66.51068985097625
39305,21772,2605.675,2102.253,21.186,0.0156,,,20.022,0.0200,0.4235,0.3850,49.53765151570628,-66.5106876641228
39315,94726,3289.274,2102.501,21.211,0.0127,21.012999999999998,0.0723,20.899,0.0317,0.6287,-0.5993,49.46142518938028,-66.510654002613
39319,94720,3018.735,2102.558,21.490000000000002,0.0153,20.537999999999997,0.0495,20.3,0.0191,0.5817,0.2710,49.49159226783186,-66.51066486138751
39320,94622,2497.620,2102.572,20.314,0.0091,20.118000000000002,0.0535,18.797,0.0096,0.5780,0.3187,49.54970045805707,-66.51067367190703
39322,94727,490.739,2102.616,20.732999999999997,0.0111,20.147,0.0765,19.928,0.0198,1.0113,-0.1647,49.7734814310052,-66.51050681071787
39323,94723,3156.555,2102.642,21.650999999999996,0.0181,20.869,0.0658,19.874,0.0140,0.6127,-0.0103,49.476224339223755,-66.51065503126524
39336,94745,3136.809,2103.309,18.317999999999998,0.0024,17.445999999999998,0.0104,17.094,0.0032,0.6300,-0.1310,49.47842624244609,-66.51062635283309
39338,21764,1816.959,2103.369,21.515,0.0175,20.842999999999996,0.0617,20.448,0.0226,0.6167,-1.4357,49.62559906700837,-66.51061812481652
39341,21738,2542.689,2103.425,20.536,0.0096,19.587000000000003,0.0321,19.19,0.0104,0.5320,0.1163,49.544674930909046,-66.51063579600132
39344,5000211,2755.306,2103.510,,,20.711,0.0803,21.451,0.0560,0.8470,-1.3945,49.52096659272141,-66.51063001113519
39345,94739,2280.354,2103.523,19.624000000000002,0.0060,18.695,0.0241,18.285,0.0077,0.7017,0.2720,49.57392718646541,-66.51062897482409
39358,94766,3169.586,2103.740,21.180999999999997,0.0127,20.348,0.0491,20.112,0.0171,0.6543,-0.2133,49.474771427766775,-66.51060557688282
39365,94764,2969.127,2103.879,21.326,0.0137,20.387999999999998,0.0487,19.522,0.0116,0.6033,-0.2123,49.49712404051909,-66.51060797603562
39367,21841,3078.303,2103.952,19.895000000000003,0.0057,19.064,0.0232,18.679,0.0079,0.6967,-0.3847,49.48495015069973,-66.51060045563287
39382,94752,2251.415,2104.453,19.265,0.0038,18.381999999999998,0.0259,18.049,0.0048,0.7047,0.3440,49.57715404270149,-66.51058703517361
39383,94755,2402.681,2104.470,17.994999999999997,0.0033,17.269,0.0126,16.933,0.0042,0.7410,0.3020,49.56028681556924,-66.51058871498586
39392,21806,3220.816,2104.821,21.945,0.0219,21.252000000000002,0.0900,21.157,0.0357,0.5997,-0.0940,49.46905907114571,-66.51055482910652
39395,94759,2672.518,2104.876,20.028999999999996,0.0055,19.192999999999998,0.0307,18.818,0.0079,0.6097,0.1587,49.53019809365574,-66.51057050787115
39396,94416,2417.140,2104.914,20.17,0.0099,19.738,0.0509,19.501,0.0148,0.5653,0.2700,49.55867452491352,-66.51056911939976
39399,94782,2926.317,2105.010,20.993000000000002,0.0108,20.208,0.0456,19.986,0.0154,0.5980,-0.5083,49.50189774939949,-66.51055912799998
39400,94781,2900.454,2105.018,20.1,0.0056,19.243000000000002,0.0208,19.002,0.0075,0.5197,-0.3197,49.50478165303956,-66.51055955902628
39408,94780,2849.930,2105.196,21.167,0.0125,20.192,0.0489,20.259,0.0190,0.5737,0.3773,49.510415439684266,-66.51055303144503
39412,94786,3459.560,2105.331,21.360999999999997,0.0159,20.832,0.0731,20.312,0.0231,0.6597,-0.8120,49.442437604127925,-66.51051681817792
39415,94774,1980.408,2105.392,21.244,0.0123,20.683999999999997,0.0724,19.841,0.0145,0.6370,-1.1120,49.60737311799819,-66.5105363995455
39417,94822,2441.743,2105.439,20.049999999999997,0.0080,19.286,0.0365,19.062,0.0108,0.5560,0.3253,49.55593110944912,-66.51054598233189
39424,21783,3530.877,2105.670,20.914,0.0129,20.152,0.0386,19.88,0.0194,0.6750,0.0317,49.434485361996074,-66.51049629086069
39431,21862,2597.631,2105.802,19.719,0.0051,18.901000000000003,0.0249,18.599999999999998,0.0069,0.5860,-0.5843,49.53854852989871,-66.51052997653504
39432,94815,3814.314,2105.809,18.762,0.0049,17.933,0.0117,17.726,0.0064,0.8240,-0.1247,49.40288039196146,-66.51046442237417
39441,21840,2906.833,2106.102,21.180999999999997,0.0125,20.417,0.0486,20.23,0.0184,0.5127,0.2907,49.50407043177832,-66.5105111921905
39445,21857,2376.382,2106.174,19.249000000000002,0.0048,18.381999999999998,0.0169,17.996,0.0048,0.5517,0.3007,49.56321928777871,-66.51051268861157
39455,94827,3101.893,2106.570,20.591,0.0086,19.844,0.0339,19.55,0.0123,0.6577,-0.6907,49.48231999747603,-66.5104830520181
39456,94799,2004.437,2106.721,21.313000000000002,0.0146,20.293,0.0492,19.83,0.0137,0.5797,-0.1920,49.604693582883854,-66.5104783576382
39470,21839,2853.403,2107.042,21.25,0.0146,20.482999999999997,0.0660,20.185,0.0219,0.5900,0.2017,49.51002829507315,-66.51047089840593
39487,5005430,-478.001,2107.574,19.927,0.0080,,,19.115,0.0133,0.7185,-0.2140,49.88149754525906,-66.51009252335913
39491,94841,2395.422,2107.710,17.435000000000002,0.0024,16.779,0.0130,16.404,0.0033,0.8610,-0.0717,49.56109615859276,-66.51044463960342
39494,94847,3226.995,2107.761,21.369,0.0138,20.604,0.0554,20.328,0.0194,0.6233,-0.5537,49.468370478402356,-66.51042382244505
39495,94837,1925.887,2107.819,20.644,0.0085,19.778,0.0328,19.387,0.0113,0.5937,0.2467,49.6134522857049,-66.51042603804359
39498,94835,1797.693,2107.964,21.217,0.0133,20.607999999999997,0.0601,20.299,0.0220,0.6447,0.1093,49.627746692642454,-66.5104127983319
39499,21913,1902.809,2107.969,20.467999999999996,0.0076,19.842999999999996,0.0403,19.179,0.0083,0.5873,-0.8447,49.6160256081457,-66.5104182442894
39509,94852,3767.602,2108.465,19.046,0.0059,18.244,0.0125,17.948999999999998,0.0073,0.8147,-0.0853,49.408089720656086,-66.51035105085985
39514,21932,1215.218,2108.592,20.253999999999998,0.0095,20.026000000000003,0.0303,19.906,0.0224,0.7600,-0.3073,49.692695941170385,-66.51033759294099
39515,94834,1783.450,2108.600,21.717999999999996,0.0180,20.963,0.0617,20.679,0.0258,0.5290,-0.1613,49.62933478021143,-66.51038369624239
39516,94842,2444.770,2108.601,19.333,0.0045,18.581000000000003,0.0191,18.063,0.0048,0.4727,-0.1623,49.55559352450306,-66.5104054698483
39521,21924,2644.266,2108.713,19.205,0.0040,18.341,0.0184,17.98,0.0069,0.7037,-0.0067,49.53334847625651,-66.51040026231516
39522,21923,2547.845,2108.867,20.770000000000003,0.0110,20.552,0.1045,19.544999999999998,0.0134,0.6723,-2.3760,49.544100018692625,-66.51039392312195
39526,21890,3526.303,2108.906,20.758000000000003,0.0117,19.866999999999997,0.0331,19.646,0.0158,0.6917,0.3177,49.434996033895,-66.51035283126318
39535,94874,2920.025,2109.177,20.546,0.0076,19.595999999999997,0.0264,19.426,0.0102,0.5460,0.3980,49.50259967423086,-66.51037412432284
39539,94876,3124.127,2109.277,20.473999999999997,0.0082,19.534999999999997,0.0273,19.27,0.0099,0.6347,-0.8437,49.479841081735486,-66.51036171269975
39542,94869,2670.013,2109.322,20.883000000000003,0.0120,19.972,0.0442,19.708,0.0159,0.5730,0.0457,49.53047754252469,-66.51037293597624
39545,94893,3373.819,2109.475,21.653999999999996,0.0186,21.347,0.1080,20.755,0.0296,0.7330,-0.4733,49.451998984753395,-66.5103386716592
39553,21885,2811.130,2109.702,20.203000000000003,0.0080,19.497,0.0340,19.07,0.0099,0.7073,-1.2033,49.51474215911988,-66.51035368984925
39557,94888,2410.555,2109.824,18.805,0.0037,17.880000000000003,0.0155,17.637999999999998,0.0044,0.6090,0.2563,49.559408681666085,-66.5103508365363
39570,94885,2213.653,2110.331,20.555999999999997,0.0091,19.61,0.0550,19.57,0.0137,0.6977,-0.0093,49.5813644014881,-66.51032489972145
39573,94892,3063.000,2110.426,20.515,0.0091,19.810000000000002,0.0375,19.619,0.0125,0.6580,0.1610,49.48665722978957,-66.51031337882452
39580,95010,2794.136,2110.708,20.948,0.0117,20.667,0.0788,20.469,0.0254,0.5743,-0.1187,49.51663714497253,-66.51030934628508
39585,21905,2937.594,2110.927,20.979,0.0120,20.052,0.0429,19.778,0.0132,0.6037,-0.8063,49.50064076603703,-66.5102957907547
39587,94903,2094.762,2111.004,21.058,0.0118,20.479999999999997,0.0629,19.451,0.0104,0.6047,-0.1347,49.594621384833104,-66.51029144439859
39592,94915,3297.264,2111.186,20.738999999999997,0.0094,19.893,0.0355,19.622,0.0125,0.6390,-0.0083,49.46053557273934,-66.51026751930512
39602,21915,2006.645,2111.502,21.511000000000003,0.0171,20.457,0.0525,20.230999999999998,0.0200,0.5887,0.2070,49.6044468785982,-66.51026596074941
39606,94913,2966.673,2111.569,21.795,0.0204,21.29,0.0825,20.771,0.0270,0.5260,-0.5597,49.497398347193126,-66.51026628367279
39617,94920,2729.082,2111.916,20.777,0.0124,19.533,0.0477,19.5,0.0126,0.8040,0.0390,49.523891091734995,-66.51025685264275
39619,94930,3351.248,2111.973,20.683999999999997,0.0084,19.848999999999997,0.0279,19.614,0.0120,0.5543,-0.3013,49.454516190043904,-66.51022914024774
39622,94902,2076.504,2111.993,21.231,0.0146,20.353,0.0666,20.041999999999998,0.0159,0.6647,-0.1267,49.59665716646487,-66.51024684526185
39623,94918,1905.395,2112.015,20.426000000000002,0.0074,19.537,0.0255,19.131999999999998,0.0078,0.5017,-0.3967,49.61573675019797,-66.51023855062115
39631,94955,3534.215,2112.204,20.076999999999998,0.0076,19.028999999999996,0.0177,18.306,0.0069,0.6060,0.1593,49.43411445930012,-66.5102056259809
39633,94917,1875.072,2112.295,21.307000000000002,0.0138,20.290999999999997,0.0581,19.935,0.0162,0.6783,0.0413,49.61911789191952,-66.51022456726791
39638,21982,2446.466,2112.489,19.905,0.0069,18.833,0.0215,18.658,0.0093,0.4947,-0.2937,49.55540434527727,-66.51023268122555
39641,94924,2955.486,2112.536,19.816000000000003,0.0053,19.028,0.0213,18.614,0.0069,0.5607,-0.5013,49.498645842014184,-66.5102236884705
39643,94923,2905.107,2112.555,21.067999999999998,0.0118,20.235999999999997,0.0376,20.373,0.0204,0.4807,0.3320,49.5042633739996,-66.51022444378202
39651,5000212,1821.659,2112.745,,,22.912,0.3543,22.56,0.1468,0.8360,-6.1480,49.62507366213722,-66.51020167913286
39664,94949,2772.084,2113.004,20.987000000000002,0.0125,20.173000000000002,0.0638,19.425,0.0107,0.6957,-0.5347,49.51909618158561,-66.51020774463825
39666,21969,2982.670,2113.060,21.865000000000002,0.0218,20.674,0.0529,20.5,0.0222,0.5733,-0.1657,49.49561472678194,-66.51019945275205
39667,94953,3339.774,2113.068,20.500999999999998,0.0078,19.71,0.0278,19.501,0.0119,0.6033,0.1727,49.45579577829396,-66.51018121592631
39670,94952,3148.572,2113.103,21.647999999999996,0.0185,21.168999999999997,0.0755,21.069,0.0376,0.6407,0.3650,49.47711578945463,-66.51019049258753
39674,94938,1913.101,2113.388,21.509,0.0175,20.775,0.0626,20.079,0.0175,0.5783,-1.3887,49.614877320969754,-66.5101779079139
39675,5000213,2660.154,2113.464,,,21.747,0.2014,21.726,0.0809,0.8260,-3.5880,49.53157698844096,-66.51018895276461
39676,21972,3290.373,2113.513,20.964,0.0116,20.197000000000003,0.0457,19.877,0.0174,0.7003,0.1783,49.461304309165826,-66.51016451474682
39677,21991,2951.604,2113.537,20.208,0.0072,19.183,0.0225,18.941,0.0095,0.5610,-0.2540,49.499078789926685,-66.51017933003222
39684,21990,2862.685,2113.824,20.961,0.0127,20.267000000000003,0.0466,19.93,0.0161,0.5987,0.3487,49.5089937405727,-66.5101692347389
39695,5000214,2580.426,2114.180,,,21.444000000000003,0.1111,20.607,0.0322,0.5760,-3.5250,49.540467088576534,-66.51015770159397
39700,94984,1929.116,2114.299,21.081000000000003,0.0113,19.936999999999998,0.0326,19.522,0.0129,0.5163,-0.0827,49.6130914571917,-66.51013819260737
39701,94967,2452.635,2114.306,18.735,0.0031,17.686,0.0122,17.367,0.0045,0.5787,0.2330,49.55471644003076,-66.5101519650507
39709,94976,3031.336,2114.568,21.451,0.0176,20.698999999999998,0.0653,20.281,0.0209,0.7060,-0.0977,49.4901883618623,-66.51013058908377
39710,94973,2916.694,2114.574,20.967999999999996,0.0110,20.244,0.0423,19.878,0.0141,0.5063,0.2677,49.50297151625252,-66.51013436037518
39712,94887,2305.150,2114.632,20.822000000000003,0.0132,19.365000000000002,0.0309,19.532,0.0145,0.5297,0.1803,49.57116175593628,-66.51013570827723
39725,94990,3240.497,2115.036,19.863999999999997,0.0050,18.912,0.0144,18.24,0.0057,0.5260,0.2970,49.466865950126746,-66.51009973568942
39728,94987,3057.977,2115.087,19.217,0.0038,18.505000000000003,0.0176,18.091,0.0052,0.6627,-0.1247,49.48721781296482,-66.51010643478435
39734,94991,3304.344,2115.457,20.615000000000002,0.0087,19.947000000000003,0.0342,19.671,0.0126,0.6217,-0.7343,49.45974677200412,-66.5100772644098
39737,22023,1932.242,2115.551,21.04,0.0128,20.087000000000003,0.0420,19.317,0.0120,0.5893,-0.4480,49.61274274374693,-66.51008269682474
39745,22055,2973.652,2115.802,22.103,0.0257,21.209000000000003,0.0799,20.99,0.0332,0.5773,-1.2463,49.496620523458326,-66.51007790674804
39748,22054,2939.396,2115.948,20.214,0.0079,19.906,0.0456,19.967,0.0191,0.5940,-1.0427,49.500440241773575,-66.51007257690463
39754,95012,3326.446,2116.093,20.68,0.0089,19.854,0.0328,19.622,0.0131,0.6347,0.3477,49.457282397546976,-66.51004762076509
39758,21985,2611.984,2116.180,20.084000000000003,0.0083,19.116999999999997,0.0299,18.709,0.0095,0.6543,0.3447,49.53694824202334,-66.51006864697973
39767,22069,2475.646,2116.405,19.098,0.0041,18.069000000000003,0.0207,17.599,0.0042,0.6923,-0.3227,49.55215057314759,-66.51005879639354
39768,22075,2979.645,2116.416,22.180999999999997,0.0260,20.865000000000002,0.0614,20.947,0.0313,0.5603,0.0713,49.4959523305245,-66.5100504055342
39773,21834,2362.741,2116.634,19.174999999999997,0.0051,18.255000000000003,0.0204,17.954,0.0073,0.6890,0.3350,49.564740002848865,-66.51004762619344
39776,22084,1767.459,2116.689,21.057000000000002,0.0120,20.391,0.0510,20.052,0.0187,0.6630,-0.2040,49.63111664541941,-66.51002322840834
39777,95036,3416.470,2116.722,18.822000000000003,0.0033,18.223999999999997,0.0160,18.043,0.0055,0.6740,0.3047,49.44724443089824,-66.51001365615802
39785,95032,2942.635,2116.929,19.769,0.0056,18.970999999999997,0.0221,18.644,0.0072,0.6163,0.2473,49.5000791585418,-66.51002887131824
39787,22003,1982.969,2116.949,20.845,0.0106,19.606,0.0357,19.214,0.0093,0.6390,0.0453,49.6070862911443,-66.51002286685281
