,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec
17892,81271,3563.718,1355.588,22.418,0.0305,21.723999999999997,0.1115,21.683,0.0583,0.6390,0.0290,49.430668877989355,-66.54383053567953
17895,81269,3003.770,1355.696,22.116999999999997,0.0209,21.435000000000002,0.0955,20.819,0.0244,0.5727,-0.5013,49.49319046778934,-66.54385927011953
17900,8825,2956.500,1355.790,23.862000000000002,0.0922,22.798000000000002,0.3591,22.166,0.0706,0.6130,-3.2823,49.49846846390615,-66.54385678297537
17904,81262,869.471,1356.010,21.278,0.0145,20.424999999999997,0.0451,19.977,0.0174,0.6747,-0.6370,49.731497580487776,-66.54374468957998
17913,81270,3161.570,1356.264,19.935000000000002,0.0043,19.125,0.0188,18.803,0.0058,0.5133,-0.2250,49.47557119953744,-66.54382709636559
17918,81268,2887.718,1356.404,21.817999999999998,0.0178,21.643,0.1188,21.692,0.0512,0.6060,-1.1830,49.50614844394394,-66.54383163701476
17919,8822,2489.616,1356.411,23.333,0.0568,22.127000000000002,0.1935,22.038999999999998,0.0596,0.5990,-0.4500,49.55059896809308,-66.54383634470821
17930,81286,2300.070,1356.707,23.214999999999996,0.0531,22.271,0.1936,21.663,0.0472,0.5693,-1.3207,49.5717629263182,-66.54382115365917
17931,81276,1643.928,1356.712,22.564,0.0319,21.546,0.1161,20.844,0.0279,0.6453,-1.9007,49.645025068932675,-66.54379184092039
17936,8829,1002.862,1356.832,23.145000000000003,0.0560,22.185000000000002,0.1838,21.773,0.0686,0.6470,-1.0793,49.71660353978834,-66.54372504864956
17937,81282,2047.492,1356.889,21.601999999999997,0.0154,20.929000000000002,0.0701,20.511,0.0181,0.5423,-0.5263,49.59996476265081,-66.54380591600776
17938,81284,2147.208,1356.911,21.576999999999998,0.0184,20.682000000000002,0.0685,19.895,0.0131,0.6147,-1.6277,49.58883087540505,-66.5438083660689
17940,81280,2005.996,1357.056,19.019,0.0028,18.155,0.0132,17.912,0.0034,0.5093,0.2017,49.60459801969673,-66.54379683453833
17947,81287,2353.090,1357.356,21.311999999999998,0.0104,20.598,0.0600,20.161,0.0140,0.5723,-0.1037,49.565842899268844,-66.543793166186
17948,81281,2040.749,1357.373,22.25,0.0256,21.229999999999997,0.0887,20.871,0.0246,0.5537,-1.2443,49.600717611394174,-66.5437841446098
17953,8838,2441.263,1357.692,22.348999999999997,0.0274,22.665,0.3033,21.335,0.0363,0.5780,-1.5587,49.55599785435441,-66.54377916339321
17963,81301,3055.228,1358.018,22.695999999999998,0.0343,22.124000000000002,0.1641,21.671,0.0467,0.5880,0.2913,49.48744510791154,-66.543754028023
17970,81300,2308.771,1358.210,21.778999999999996,0.0177,20.655,0.0556,19.783,0.0110,0.5547,-0.3303,49.57079134065608,-66.5437545096756
17971,8871,3034.935,1358.220,23.758000000000003,0.0890,23.234,0.3942,22.33,0.0857,0.5990,-3.1893,49.4897109573934,-66.54374588075784
17973,8867,2496.633,1358.263,23.124000000000002,0.0451,22.497999999999998,0.2233,22.307,0.0774,0.5683,-1.8470,49.54981546467712,-66.5437540542297
17974,8866,2457.806,1358.287,22.875,0.0409,22.348,0.2143,21.814,0.0553,0.6130,-0.6853,49.5541507226381,-66.54375282473755
17975,81296,973.351,1358.342,21.287999999999997,0.0146,20.528999999999996,0.0547,19.895,0.0157,0.6967,-0.8703,49.719898122723855,-66.54365432252051
17976,8857,2325.394,1358.352,23.509999999999998,0.0691,22.020000000000003,0.1497,22.369,0.0848,0.5833,-1.1683,49.568935281235454,-66.54374847978553
17977,81313,2452.841,1358.463,23.112000000000002,0.0461,22.061999999999998,0.1653,22.418,0.0847,0.5753,-0.4783,49.55470509076199,-66.54374497306317
17978,81304,4390.222,1358.477,21.999000000000002,0.0241,21.244,0.0969,20.907,0.0346,0.7367,0.1293,49.3383863271771,-66.5436071150803
17982,81316,3455.976,1358.920,21.969,0.0207,21.412999999999997,0.0911,20.999,0.0303,0.5827,0.0857,49.442699522542924,-66.54369083523939
17985,8883,2018.990,1358.994,21.749000000000002,0.0162,21.234,0.0874,21.169,0.0321,0.5543,-1.0367,49.60314696544376,-66.54371123561475
17986,81312,2077.227,1359.014,22.25,0.0274,21.238,0.0786,20.95,0.0290,0.5507,-0.5957,49.59664448113577,-66.54371257652221
17991,8864,1950.473,1359.154,22.552999999999997,0.0349,22.558,0.2147,21.568,0.0419,0.5073,-0.8197,49.61079724629201,-66.54370115609413
17992,81315,2881.562,1359.175,21.963,0.0207,20.860999999999997,0.0665,20.566,0.0202,0.6113,-0.1860,49.5068359931592,-66.54370865505992
17993,8885,2604.156,1359.184,23.226,0.0593,22.292,0.2042,21.724,0.0539,0.6353,-0.0417,49.53780991563866,-66.54371294669943
17998,81308,1571.157,1359.359,21.573,0.0171,20.734,0.0615,20.68,0.0294,0.6900,0.1533,49.65314986038284,-66.54366886315589
18001,81314,2865.364,1359.671,21.89,0.0209,20.793,0.0667,19.974,0.0140,0.6473,-1.7757,49.50864462265839,-66.54368705267609
18005,81330,2987.683,1359.940,23.017000000000003,0.0437,22.311,0.2033,21.857,0.0580,0.6173,-1.6563,49.49498706839186,-66.5436712434259
18008,8887,3406.593,1360.153,22.671999999999997,0.0352,22.200000000000003,0.1855,21.977,0.0601,0.5827,0.2470,49.44821361131241,-66.54363957172016
18009,8886,3372.166,1360.160,23.47,0.0680,22.924999999999997,0.2970,22.937,0.1703,0.5820,-1.3430,49.45205756171586,-66.54364161132091
18010,81321,1649.322,1360.176,21.491999999999997,0.0156,20.741,0.0662,20.285,0.0194,0.6630,-0.2833,49.644422189164914,-66.54363826432242
18017,81328,2526.760,1360.411,20.872,0.0080,19.939999999999998,0.0378,19.55,0.0091,0.5740,-0.3457,49.546451610087225,-66.54365863146104
18020,81331,3388.046,1360.496,22.272,0.0260,21.284999999999997,0.0913,20.593,0.0209,0.6300,-0.6247,49.45028453658217,-66.5436256054194
18033,81340,2443.117,1361.108,22.081000000000003,0.0213,21.119,0.0892,21.05,0.0285,0.6060,0.2453,49.55579078514438,-66.54362735424277
18036,81339,2213.544,1361.210,22.130000000000003,0.0245,21.426000000000002,0.1117,21.073,0.0306,0.5827,-0.9333,49.58142379274234,-66.54361914236993
18043,8908,2521.127,1361.610,22.351,0.0269,21.723,0.1614,21.121,0.0285,0.6293,-0.1640,49.54708056246967,-66.5436053399086
18049,81348,2286.908,1361.875,21.734,0.0193,20.717,0.0596,20.134,0.0163,0.6100,-0.9830,49.57323229259412,-66.54359121766068
18051,81352,2953.588,1362.006,22.143,0.0217,22.445999999999998,0.2341,22.155,0.0721,0.6240,-1.7053,49.49879413206535,-66.54358061499094
18052,81350,2668.623,1362.139,22.564999999999998,0.0316,22.1,0.1772,21.33,0.0363,0.6190,-0.0340,49.53061189738902,-66.54358106854151
18056,81347,2162.211,1362.336,21.594,0.0186,20.691000000000003,0.0664,20.081,0.0147,0.6237,-1.7180,49.587155302717306,-66.5435677026006
18058,8906,2450.628,1362.382,23.360999999999997,0.0593,23.075000000000003,0.4246,22.302,0.0724,0.5950,-1.3150,49.55495212280953,-66.54357078167982
18059,81351,2836.125,1362.516,17.814999999999998,0.0021,17.055999999999997,0.0091,16.676000000000002,0.0024,0.6080,-0.0220,49.511909489827936,-66.54356135350595
18060,81357,2502.551,1362.601,22.834000000000003,0.0387,21.770000000000003,0.1138,21.781,0.0531,0.5693,-0.7157,49.54915466210885,-66.5435612686986
18061,81345,1826.155,1362.632,22.332,0.0282,21.458,0.1005,21.195999999999998,0.0334,0.5610,-2.3027,49.62467753527116,-66.54354024029583
18065,8879,1793.390,1362.973,21.54,0.0157,20.714999999999996,0.0614,20.23,0.0171,0.5927,-0.0653,49.628335850496,-66.54352320980526
18068,81358,3062.890,1363.328,21.772,0.0157,21.167,0.0749,20.648,0.0200,0.5620,-0.5803,49.48659016656951,-66.54351770627866
18078,8900,1841.291,1363.718,20.981,0.0109,20.962000000000003,0.0713,20.392,0.0192,0.5777,-0.8113,49.62298738069947,-66.54349281106364
18079,81368,2640.541,1363.786,22.281,0.0263,22.124000000000002,0.1957,21.653,0.0455,0.6610,-1.1357,49.53374742898029,-66.5435081465773
18083,81370,2972.406,1364.000,22.448,0.0287,21.927,0.1439,21.504,0.0423,0.6207,0.1407,49.49669318545763,-66.54349134548016
18088,81363,1580.791,1364.281,20.735999999999997,0.0092,20.71,0.0546,20.583,0.0257,0.6323,-0.4783,49.65207324239498,-66.54345083843566
18093,81388,3020.995,1364.623,22.645000000000003,0.0309,21.647,0.0937,21.008,0.0259,0.5257,-0.5347,49.491268064675964,-66.54346185490391
18096,81386,2677.027,1364.727,23.409999999999997,0.0651,22.430999999999997,0.3029,21.903,0.0561,0.7320,-3.0240,49.52967362483935,-66.54346595105683
18100,8956,1983.696,1364.932,20.283,0.0053,19.542,0.0306,19.262999999999998,0.0076,0.5600,-0.2403,49.60708708740159,-66.54344584239658
18109,8916,2306.858,1365.283,21.533,0.0149,20.915,0.0784,20.189,0.0156,0.4937,-0.2873,49.571004623205376,-66.54344012065569
18114,81384,2036.871,1365.631,22.839,0.0434,22.026000000000003,0.1548,21.671,0.0526,0.5823,-1.4703,49.601149800219986,-66.5434169715332
18119,8955,1666.348,1365.787,23.174,0.0543,21.903,0.1653,20.858999999999998,0.0279,0.6187,-0.4887,49.642520183231305,-66.5433900669659
18122,81402,2868.381,1365.971,21.634,0.0172,21.878999999999998,0.1497,21.583,0.0466,0.6350,-1.3590,49.50830818355739,-66.54340697223074
18125,81403,3334.838,1366.004,22.399,0.0267,21.753,0.1205,21.377,0.0388,0.6017,-1.8743,49.45622636167154,-66.54338432092275
18127,8943,1911.561,1366.072,22.616999999999997,0.0330,22.048000000000002,0.1394,21.669999999999998,0.0482,0.5113,0.0633,49.61514112890878,-66.54339183803442
18133,81399,2482.547,1366.246,21.630000000000003,0.0148,20.903999999999996,0.0761,20.41,0.0161,0.5853,0.2570,49.551388172177504,-66.54339920931729
18134,81398,2462.655,1366.302,22.268,0.0270,21.17,0.0820,20.554,0.0191,0.5737,-0.0310,49.55360919617328,-66.54339662971272
18135,8946,2713.880,1366.375,22.326999999999998,0.0254,21.738,0.1707,21.268,0.0351,0.7143,-0.8600,49.52555888338547,-66.54339222221846
18144,8949,3110.077,1366.806,22.740000000000002,0.0389,22.601999999999997,0.2462,22.13,0.0772,0.5490,-0.0723,49.481321922452445,-66.54336104238455
18145,5000067,2076.952,1366.810,,,23.198,0.4040,22.444,0.0858,0.6630,-5.8840,49.596674481692794,-66.54336607817726
18146,81413,3407.258,1366.812,21.860999999999997,0.0169,21.026000000000003,0.0730,20.367,0.0176,0.5930,-0.5027,49.448140526246476,-66.5433435705231
18147,81410,2312.226,1366.845,21.976999999999997,0.0202,21.063000000000002,0.0880,20.837,0.0232,0.5657,-0.6610,49.570405194822726,-66.54337079252686
18148,8977,2863.350,1366.870,22.400999999999996,0.0275,22.250999999999998,0.2016,22.809,0.1310,0.6050,-1.3260,49.50886997552191,-66.5433671509735
18150,8961,3495.117,1366.930,22.677999999999997,0.0383,22.265,0.2114,22.059,0.0681,0.6663,-0.3850,49.43833076668732,-66.54333189561633
18151,8972,2467.392,1366.985,23.246000000000002,0.0583,22.375999999999998,0.2284,22.03,0.0658,0.6003,-1.8663,49.55308028189324,-66.54336629863906
18153,8993,1916.086,1367.005,22.339999999999996,0.0278,21.82,0.1189,21.377,0.0394,0.5363,-0.1870,49.614635780072405,-66.54335059296432
18158,81416,1823.825,1367.306,22.516,0.0316,21.308,0.0820,20.737,0.0232,0.5333,-1.4357,49.62493703212211,-66.54333237682519
18162,81423,2632.182,1367.756,22.887999999999998,0.0404,21.951,0.1792,21.793,0.0547,0.6693,-3.1473,49.53468083120008,-66.54333177293105
18167,8999,2306.513,1367.923,21.052,0.0100,20.066000000000003,0.0425,19.433,0.0084,0.5277,-0.7707,49.571043026234385,-66.54332278131479
18168,8985,2297.472,1367.927,21.621000000000002,0.0149,20.752000000000002,0.0654,20.343,0.0183,0.5983,-1.0587,49.572052488187474,-66.5433224397521
18169,81419,2050.854,1367.963,21.447000000000003,0.0143,20.592999999999996,0.0573,20.224999999999998,0.0195,0.6237,-0.8690,49.59958831668835,-66.54331386731945
18174,81424,3083.995,1368.333,21.726999999999997,0.0185,21.576999999999998,0.1174,20.091,0.0153,0.6057,0.0190,49.484234248863636,-66.54329435087911
18175,81421,2324.083,1368.353,22.411,0.0303,21.894,0.1440,21.253,0.0353,0.6023,-1.7670,49.569081250999986,-66.54330396994246
18178,8975,2666.387,1368.629,22.524,0.0316,21.269,0.1156,21.226,0.0365,0.6067,-0.4433,49.5308617345385,-66.54329264878908
18179,5004006,2091.020,1368.673,23.816000000000003,0.0982,,,22.933,0.1510,0.3800,-2.0520,49.5951035704079,-66.5432837768088
18181,81417,1831.507,1368.674,22.326999999999998,0.0250,21.555999999999997,0.1040,21.113,0.0292,0.5313,-1.4987,49.624079117359614,-66.54327200560817
18183,8959,2363.475,1368.719,22.383000000000003,0.0261,21.97,0.1401,21.521,0.0392,0.5453,-0.2343,49.5646829748636,-66.543288286125
18184,81438,2373.795,1368.848,21.703000000000003,0.0163,20.875,0.0672,20.05,0.0121,0.5640,-0.7110,49.56353070500098,-66.54328268510825
18185,81441,3029.445,1368.893,22.796999999999997,0.0380,22.363,0.1894,21.523,0.0443,0.5980,-0.0080,49.490325010576555,-66.54327174490133
18186,8973,2475.110,1368.921,23.229,0.0561,22.589,0.2894,22.186,0.0759,0.6177,-1.5290,49.55221851494562,-66.54328029029614
18187,8976,2685.800,1368.986,23.225,0.0563,22.195,0.2322,22.002,0.0608,0.6923,-1.8160,49.52869421261376,-66.54327655680042
18196,8987,3479.186,1369.438,23.125,0.0542,22.262999999999998,0.1637,22.408,0.0923,0.5943,0.0547,49.44010999589773,-66.54322164076254
18197,81442,3110.776,1369.444,21.509999999999998,0.0135,21.198999999999998,0.0755,21.034,0.0280,0.5580,0.3857,49.48124418204769,-66.54324376588201
18199,81456,2663.577,1369.579,21.539,0.0132,20.927,0.0964,19.959,0.0128,0.6407,-0.5147,49.531175506720956,-66.54325045674139
18204,81446,1838.108,1369.746,21.701,0.0141,20.962000000000003,0.0668,20.45,0.0169,0.5187,-0.1050,49.62334194473959,-66.54322472585329
18213,81450,2085.128,1370.119,22.277,0.0257,21.456000000000003,0.0933,21.172,0.0326,0.5423,-0.1573,49.59576130509626,-66.54321930334147
18215,81472,2858.069,1370.254,22.625,0.0335,21.875,0.1494,21.786,0.0548,0.6270,-0.6793,49.509459841803164,-66.54321688989799
18216,81458,3359.067,1370.255,22.845999999999997,0.0439,22.063000000000002,0.1619,21.444,0.0403,0.6340,-0.1823,49.45352180162388,-66.54319381531451
18217,81459,3388.753,1370.329,22.278999999999996,0.0244,21.716,0.1158,20.915,0.0264,0.5933,0.1103,49.45020728128281,-66.54318853597228
18218,81457,3262.311,1370.334,22.964999999999996,0.0404,22.551000000000002,0.2083,21.722,0.0491,0.5707,-0.5980,49.464324921739994,-66.5431963057388
18223,81453,2391.354,1370.520,21.682000000000002,0.0154,20.589,0.0502,19.732,0.0112,0.5627,-0.6050,49.561570132432344,-66.54320857973894
18226,81473,2952.354,1370.590,21.653999999999996,0.0157,20.726,0.0614,20.377,0.0175,0.6113,-0.8020,49.49893263762786,-66.5431991458135
18227,81452,2344.281,1370.642,21.835,0.0163,21.139000000000003,0.0814,20.621,0.0205,0.5507,-0.6827,49.56682598404894,-66.54320255095003
18228,5000068,3228.697,1370.713,,,22.976999999999997,0.3413,22.683,0.1278,0.7835,-6.1540,49.468078083174476,-66.54318137222573
18230,81461,1647.700,1370.775,21.731,0.0184,20.810000000000002,0.0667,20.451,0.0227,0.6457,0.2587,49.64460142782909,-66.54316708516336
18231,81455,2534.618,1370.786,22.531,0.0318,21.46,0.1093,21.451,0.0409,0.6213,-0.3990,49.54557423201986,-66.54319752032394
18235,8995,2034.405,1371.059,22.310000000000002,0.0253,21.909,0.1262,21.572,0.0448,0.5040,0.3993,49.60142460272529,-66.54317563055072
18238,9033,1725.289,1371.135,21.552999999999997,0.0163,20.371000000000002,0.0535,19.562,0.0122,0.6607,-0.0277,49.63593832806438,-66.54315628507798
18239,81466,1897.653,1371.189,22.887,0.0454,22.533,0.2196,21.814,0.0602,0.5853,0.0387,49.61669336770838,-66.54316372510404
18243,9006,983.016,1371.372,23.211,0.0552,22.414,0.1924,22.348,0.0891,0.6270,-0.7490,49.71881495799065,-66.54307640622055
18245,8991,1799.584,1371.476,21.502000000000002,0.0164,20.6,0.0563,20.203,0.0179,0.6163,-0.9033,49.62764302275531,-66.5431456603942
18247,81487,3178.267,1371.546,22.311,0.0239,21.304000000000002,0.0851,20.948999999999998,0.0268,0.5883,-0.7757,49.4737088561271,-66.5431470485541
18248,8989,1465.054,1371.598,20.886000000000003,0.0115,20.083,0.0402,19.772,0.0160,0.7060,0.2563,49.664994202069956,-66.54311637867053
18255,9023,2354.862,1372.005,22.67,0.0354,21.933999999999997,0.1339,21.461,0.0397,0.5540,-2.3853,49.56564453306088,-66.54314212491175
18257,81485,2735.257,1372.084,22.451,0.0311,21.985,0.2056,20.841,0.0236,0.7243,-0.2020,49.523172286858546,-66.54313815865845
18260,81528,1810.192,1372.199,22.878,0.0437,21.756999999999998,0.1240,21.59,0.0466,0.5327,-0.5230,49.626458504906665,-66.54311413826424
18262,9025,2846.531,1372.242,22.021,0.0209,21.441000000000003,0.0999,21.381,0.0390,0.5880,0.2297,49.51074822344697,-66.54312882989501
18263,5004011,5149.901,1372.328,,0.1626,,,22.868,0.1960,0.5185,-0.9250,49.253572692363726,-66.54285631578774
18265,81499,2470.818,1372.377,22.716,0.0339,21.78,0.1349,21.422,0.0382,0.5810,-0.7237,49.552697691544125,-66.54312667098078
18266,9043,2987.691,1372.443,22.517000000000003,0.0297,21.866,0.1475,21.455,0.0396,0.6007,0.3873,49.49498731691679,-66.54311555495353
18267,81479,1654.122,1372.481,22.198,0.0269,21.476,0.1232,21.161,0.0376,0.6407,0.3430,49.64388409451901,-66.54309171166479
18269,81501,2590.303,1372.611,22.546,0.0300,22.070999999999998,0.1643,21.552,0.0424,0.6040,0.3453,49.53935684191815,-66.54311626566887
18271,9045,3459.779,1372.784,23.020000000000003,0.0488,22.832,0.3273,22.708,0.1454,0.6820,-3.3137,49.442277469487124,-66.5430743786412
18273,9044,3184.851,1372.844,,0.1226,24.119999999999997,0.9186,22.646,0.1085,0.5913,-4.0290,49.472973902799815,-66.54308901892377
18274,81422,2364.373,1372.889,23.18,0.0564,22.101,0.1624,22.031,0.0646,0.5710,0.1847,49.564582572070606,-66.54310296481161
18277,81493,1973.696,1372.988,21.918,0.0191,20.944000000000003,0.0697,20.684,0.0191,0.5117,0.1147,49.608202736281626,-66.54308736044601
18279,9039,2663.682,1373.094,22.851999999999997,0.0411,21.636000000000003,0.1626,21.604,0.0505,0.6553,-0.6717,49.53116387685585,-66.5430942335453
18280,81492,1878.342,1373.106,21.878,0.0211,20.417,0.0599,19.607,0.0104,0.6570,-1.5043,49.61884924974777,-66.54307754022267
18283,81496,2076.333,1373.276,21.825000000000003,0.0171,21.07,0.0772,20.706,0.0216,0.5403,-1.1547,49.59674301022884,-66.54307867846502
18285,81502,2891.216,1373.486,18.927,0.0027,17.975,0.0083,17.724,0.0033,0.4303,-0.2083,49.50575910209091,-66.54307233796133
18286,8997,2097.672,1373.489,21.089999999999996,0.0105,20.207,0.0413,19.762999999999998,0.0116,0.5497,-0.2220,49.59436043520042,-66.5430699628773
18288,81516,3124.526,1373.523,23.171999999999997,0.0537,22.234,0.1638,21.698999999999998,0.0502,0.5867,-3.4623,49.479709431824695,-66.54306183528077
18290,81490,289.358,1373.582,21.749000000000002,0.0207,,,19.977999999999998,0.0172,0.5650,-0.8135,49.79626200316454,-66.54287381301366
18291,9038,2621.301,1373.632,23.101999999999997,0.0506,22.683,0.2823,21.714,0.0474,0.6157,-0.5730,49.53589584395594,-66.54307070124209
18293,9071,1905.346,1373.657,22.586,0.0352,22.051000000000002,0.1747,21.576999999999998,0.0485,0.6257,-0.1023,49.61583411345831,-66.54305442054655
18295,9061,2012.711,1373.702,23.225,0.0580,22.951999999999998,0.3329,22.633,0.1093,0.5773,-0.7260,49.6038465323466,-66.54305729112454
18297,9053,2548.101,1373.741,23.728,0.0834,22.305,0.2216,22.068,0.0659,0.6257,-1.0000,49.54406882171364,-66.54306617493563
18299,81483,2350.335,1373.887,22.935000000000002,0.0400,22.314999999999998,0.2132,22.028,0.0582,0.5403,-2.0820,49.566149918769696,-66.54305841673722
18302,9041,2802.070,1373.972,18.360999999999997,0.0029,17.604,0.0117,17.274,0.0028,0.6133,0.2137,49.51571251864238,-66.54305298070409
18303,81515,2960.251,1374.014,21.694000000000003,0.0153,21.722,0.1352,21.336,0.0385,0.6400,-2.0100,49.49805120601531,-66.5430467007443
18305,9051,2345.933,1374.119,22.464999999999996,0.0267,21.627000000000002,0.1271,21.502,0.0397,0.5280,-0.1817,49.56664140513915,-66.5430480420287
18307,9063,2722.530,1374.209,19.822000000000003,0.0039,19.729,0.0411,19.563,0.0094,0.6523,-0.1827,49.524593376087026,-66.54304391542064
18315,9050,2295.360,1374.628,22.342,0.0278,21.360999999999997,0.1041,20.794999999999998,0.0251,0.6077,-2.7193,49.572287987332444,-66.54302457862325
18317,81509,2110.833,1374.730,21.863,0.0184,20.688000000000002,0.0551,20.608999999999998,0.0202,0.5393,-0.2740,49.59289087089645,-66.54301525257678
18319,9080,3468.119,1374.890,21.987000000000002,0.0223,21.65,0.1247,21.493,0.0483,0.6703,-0.4363,49.441346681841694,-66.54298016001826
18320,81507,1870.702,1374.896,21.755000000000003,0.0158,20.813000000000002,0.0605,20.534,0.0183,0.5200,-0.3537,49.619702040310095,-66.54299758691884
18322,81521,2634.360,1374.940,21.975,0.0197,21.316000000000003,0.1071,20.512,0.0190,0.6553,-1.9517,49.53443779866449,-66.54301246645511
18324,9048,1819.399,1375.085,22.289,0.0241,21.519,0.0966,21.264,0.0353,0.4890,-0.0947,49.62543010871598,-66.54298639501322
18327,9036,2315.065,1375.257,22.808,0.0361,22.598,0.2943,21.506999999999998,0.0409,0.5557,-1.7493,49.57008784828929,-66.54299697502009
18329,81524,2983.873,1375.412,21.988,0.0194,21.313000000000002,0.0986,20.744,0.0225,0.6120,-0.8360,49.49541387634445,-66.5429837378239
18330,9072,1925.063,1375.504,22.917,0.0459,22.587000000000003,0.2381,21.858999999999998,0.0642,0.5830,-0.0787,49.61363243755343,-66.54297329489256
18332,81517,1842.690,1375.672,22.112000000000002,0.0206,21.554000000000002,0.1050,20.903,0.0236,0.5090,-0.5073,49.62282953681632,-66.5429615995893
18333,81534,2407.109,1375.673,22.814999999999998,0.0417,22.003,0.1428,21.529,0.0442,0.5780,-2.5597,49.55981090816651,-66.5429797214137
18334,9082,1811.882,1375.719,22.272,0.0254,22.128,0.1612,21.212,0.0318,0.5177,-0.7823,49.626269307402204,-66.54295779064594
18335,81540,3092.842,1375.782,22.262999999999998,0.0231,21.412,0.0922,21.374,0.0368,0.5750,0.0203,49.48324728576418,-66.54296289217667
18337,81535,2412.199,1375.832,22.689999999999998,0.0374,22.276000000000003,0.1976,21.965,0.0615,0.5990,-2.4533,49.559242594302255,-66.54297270342214
18338,5004014,2383.899,1375.867,23.508000000000003,0.0739,23.241,0.3847,22.381999999999998,0.0907,0.5377,-4.9913,49.562402351995004,-66.54297085117959
18341,81538,2531.780,1375.967,21.756999999999998,0.0161,20.796999999999997,0.0697,20.522,0.0195,0.6133,-0.3280,49.545891105827366,-66.54296725457782
18342,9067,995.836,1375.978,23.146,0.0554,22.464,0.2052,22.031,0.0697,0.6343,-0.8047,49.717382167680384,-66.54287326538359
18343,81533,2332.822,1376.112,23.079,0.0505,22.476999999999997,0.2170,21.691,0.0516,0.5807,0.0553,49.56810520377762,-66.54295926576418
18344,9089,2844.544,1376.181,23.119,0.0545,22.081000000000003,0.1839,21.836,0.0577,0.6220,-1.6083,49.51097032502318,-66.5429538132267
18345,81539,3011.606,1376.203,23.121000000000002,0.0491,22.405,0.2056,21.82,0.0565,0.5963,-1.4887,49.49231750050725,-66.5429475516848
18346,9125,4004.605,1376.228,18.394,0.0028,17.743000000000002,0.0082,17.477999999999998,0.0041,0.5750,-0.0443,49.381447437456934,-66.54286927310021
18347,81537,2516.175,1376.253,22.567,0.0355,21.746000000000002,0.1472,20.849,0.0272,0.6913,-3.9580,49.54763343811564,-66.54295453601074
18349,81527,1633.848,1376.336,21.581000000000003,0.0167,20.887,0.0632,20.634,0.0265,0.6377,0.2890,49.6461470499587,-66.54291895154262
18350,81536,2454.233,1376.347,20.689,0.0070,20.006,0.0409,19.586,0.0093,0.5593,-0.1230,49.55454939564234,-66.5429501377788
18351,81544,4528.554,1376.437,22.226999999999997,0.0278,21.253,0.0824,20.855,0.0324,0.6697,-0.9490,49.32294814788001,-66.54278769375782
18352,81530,2022.634,1376.464,22.6,0.0343,21.573999999999998,0.1143,21.323999999999998,0.0394,0.5520,-0.5320,49.602738324279976,-66.54293493965339
18353,9099,1853.373,1376.474,22.445999999999998,0.0290,22.125,0.1702,21.74,0.0489,0.5450,-1.4660,49.621636649233935,-66.54292653404667
18355,81559,2886.262,1376.563,19.641,0.0041,18.847,0.0168,18.524,0.0052,0.4547,-0.4763,49.50631244814221,-66.54293572375784
18361,81549,1847.673,1376.743,22.147999999999996,0.0214,21.597,0.0989,21.21,0.0304,0.4807,-0.4977,49.62227302864282,-66.54291427079602
18368,9087,2624.971,1376.983,22.923000000000002,0.0420,,,22.768,0.1214,0.4270,-2.1260,49.5354861420644,-66.5429217408824
18370,9084,2140.430,1377.105,22.661,0.0370,22.206000000000003,0.2169,21.675,0.0506,0.6223,-0.3700,49.58958610994236,-66.54291064802604
18371,9116,2026.589,1377.130,21.792,0.0174,21.018,0.0793,20.813,0.0252,0.5763,-0.2250,49.602296673632026,-66.54290549850111
18377,81560,3283.593,1377.309,21.894,0.0178,20.927,0.0702,20.108999999999998,0.0140,0.6057,-0.8270,49.46194976872574,-66.54288505008206
18380,9098,1822.719,1377.391,21.914,0.0178,20.777,0.0542,20.549,0.0187,0.4777,-0.1107,49.625059098022994,-66.54288409331336
18381,81548,1827.505,1377.501,22.198,0.0235,21.32,0.0777,21.004,0.0272,0.4867,-0.2423,49.62452471739219,-66.54287947246874
18382,81554,2526.320,1377.541,22.618000000000002,0.0354,21.659999999999997,0.1336,21.163,0.0311,0.6257,-1.3707,49.54650072585743,-66.54289729867035
18384,9092,3517.020,1377.600,23.194000000000003,0.0546,23.214,0.3871,22.133,0.0758,0.6120,-3.1260,49.43588731842649,-66.5428559760763
18385,81555,2582.456,1377.633,22.700000000000003,0.0346,22.293999999999997,0.1795,21.579,0.0446,0.5893,-1.5413,49.540233034784094,-66.54289310101291
18387,81570,2880.571,1377.758,19.863,0.0050,19.031999999999996,0.0212,18.749,0.0061,0.5533,-0.8193,49.506947943598426,-66.5428827725045
18388,81556,2609.404,1377.796,23.119,0.0485,22.456000000000003,0.2512,21.576999999999998,0.0461,0.6447,-0.6000,49.537224242030995,-66.54288571541548
18389,9154,2092.199,1377.938,21.284999999999997,0.0118,20.342,0.0445,19.971,0.0140,0.5497,0.0723,49.59497112152039,-66.54287204060314
18390,81572,3272.771,1377.979,23.171999999999997,0.0506,22.009999999999998,0.1425,21.617,0.0451,0.5793,-0.9847,49.46315816300171,-66.54285591566207
18392,81620,2066.426,1378.114,22.521,0.0317,21.569000000000003,0.1198,21.381999999999998,0.0394,0.5293,0.0837,49.59784870585768,-66.54286329552244
18393,81563,1721.024,1378.147,22.522999999999996,0.0342,21.956000000000003,0.1655,21.387999999999998,0.0414,0.6457,-0.0170,49.63641339600632,-66.54284436788022
