,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
12619,396737,2470.140,2972.422,22.108,0.2318,22.9515,0.1182,,,0.8725,-1.5295,149.97557894816,5.314226891057104
12620,396684,498.527,2972.434,20.751,0.1013,21.773500000000002,0.0437,21.072000000000003,0.1095,0.9640,-1.1897,150.06358438576092,5.314221125987046
12622,396688,1430.133,2972.767,21.294,0.0980,22.5335,0.0842,21.647000000000002,0.1435,0.7447,-0.0877,150.02200100251903,5.314240455547771
12624,396725,662.105,2972.810,19.483999999999998,0.0413,20.314500000000002,0.0146,19.402,0.0256,0.7770,-0.8300,150.05628288742201,5.314238833852499
12625,396739,2841.806,2972.822,22.058,0.2364,23.1685,0.1266,,,0.8625,-0.2015,149.95898915332947,5.314244459689224
12626,5001913,2339.996,2972.844,,,23.0315,0.1373,21.469,0.2522,0.9060,-1.4535,149.98138809485351,5.314245615127523
12627,5001914,3104.222,2972.917,,,23.4405,0.2080,21.954,0.2436,0.5900,0.0575,149.94727587546518,5.314248267445202
12628,396700,2405.485,2972.944,22.285999999999998,0.2294,23.180500000000002,0.1425,,,0.7470,0.1190,149.97846490820947,5.314250082202109
12629,396742,3560.127,2973.039,20.015,0.0520,20.8545,0.0227,19.924,0.0429,0.8200,-1.0183,149.92692597148192,5.314252444499004
12631,396729,1679.575,2973.182,20.889,0.0761,21.7725,0.0433,20.975,0.0928,0.7757,-1.2483,150.01086684138903,5.314259640430643
12633,396727,1560.876,2973.290,21.105,0.0924,21.8645,0.0393,21.226000000000003,0.0983,0.6913,-0.9827,150.01616512370072,5.314264112964087
12636,396738,2578.729,2973.399,21.157999999999998,0.1212,21.8885,0.0460,21.081,0.1078,0.8967,-0.9117,149.9707319367612,5.314270297972138
12639,396761,1611.958,2973.487,22.425,0.2321,23.2785,0.1365,,,0.6650,-1.9935,150.0138850137802,5.314273014978467
12641,396765,1904.305,2973.598,20.355,0.0571,21.2525,0.0314,20.505000000000003,0.0650,0.8087,-0.6203,150.00083572899854,5.31427862554434
12643,396760,1471.410,2973.730,21.349,0.1121,22.125500000000002,0.0590,21.631,0.1658,0.8313,0.0607,150.0201585542796,5.31428339183104
12644,396767,2142.628,2973.777,18.509999999999998,0.0237,19.3525,0.0096,18.373,0.0142,0.7623,-0.3437,149.99019787292568,5.3142869303959355
12647,85061,1162.844,2973.907,21.570999999999998,0.1247,22.4805,0.0740,20.822000000000003,0.0804,0.7780,-0.3987,150.03393178926754,5.31429010729719
12649,396771,3737.084,2973.982,21.096999999999998,0.0946,21.901500000000002,0.0477,20.919,0.1040,0.8020,-0.2093,149.91902726824594,5.314293692711314
12651,396768,3164.206,2974.022,21.683,0.1524,22.4315,0.0770,21.73,0.2279,0.8027,-0.4120,149.9445984098468,5.314297252792102
12655,396755,953.983,2974.343,21.298,0.1147,22.125500000000002,0.0525,21.343,0.1162,0.7897,-1.6330,150.04325456305418,5.314308532556473
12656,396763,1845.560,2974.418,21.939,0.1676,22.750500000000002,0.0939,,,0.7275,0.0600,150.00345788972066,5.314314955896268
12657,396781,1455.224,2974.474,21.089,0.0770,21.7115,0.0399,21.414,0.1242,0.7180,-1.0567,150.02088103950172,5.314316405682823
12658,396791,2913.734,2974.502,21.174,0.0998,21.9955,0.0538,21.332,0.1217,0.8077,-1.1483,149.95577855145905,5.314319034702884
12661,396789,2586.156,2974.739,21.073999999999998,0.0966,22.1645,0.0592,21.306,0.1866,0.8253,-1.3770,149.9704004224874,5.3143298510887735
12664,396782,1519.620,2975.023,22.502,0.2786,22.9115,0.1032,22.001,0.2911,0.7590,-0.0563,150.0180066433769,5.3143410107533215
12665,396796,3972.193,2975.031,21.473,0.1158,22.2695,0.0617,21.556,0.1493,0.7797,-0.6890,149.9085328783775,5.314339278839894
12667,396779,1209.406,2975.090,20.957,0.0778,21.869500000000002,0.0475,21.267,0.1086,0.7560,-1.3570,150.03185344065787,5.314342878314036
12669,85065,2023.010,2975.200,20.506,0.0794,21.3175,0.0300,20.399,0.0592,0.7600,-0.1497,149.99553717988104,5.3143500222744295
12670,396794,3669.154,2975.313,20.365,0.0622,21.1625,0.0253,20.314,0.0501,0.7627,-0.7737,149.92205940452507,5.314353114570302
12672,396783,1594.761,2975.383,21.163,0.0824,22.3575,0.0673,21.715,0.1608,0.7313,-0.7437,150.01465262935227,5.31435723323693
12675,396786,2103.538,2975.454,19.156,0.0307,20.0155,0.0128,19.102,0.0226,0.7393,-0.7117,149.99194270794376,5.314361418907991
12676,396812,1566.947,2975.469,19.782999999999998,0.0451,20.6125,0.0167,19.848000000000003,0.0357,0.7620,-0.3997,150.01589414328976,5.314360975211523
12678,85094,2380.885,2975.578,21.774,0.2056,22.4165,0.0743,21.548000000000002,0.1405,0.7897,0.0610,149.97956296205584,5.314367141959212
12679,396820,2932.489,2975.599,20.186,0.0524,20.9955,0.0235,20.218,0.0528,0.7863,-0.3923,149.95494139603613,5.314367763625649
12682,396793,3444.022,2975.703,21.189,0.0908,22.1015,0.0582,21.169,0.1033,0.7613,0.0190,149.93210845764472,5.3143712248092205
12684,396815,1976.615,2975.918,21.291,0.1170,22.337500000000002,0.0668,21.625,0.1554,0.8277,-1.6333,149.99760808228064,5.314381861858327
12685,85089,1822.805,2975.934,22.503999999999998,0.2803,23.0775,0.1203,,,0.6875,-1.6685,150.00447359182493,5.31438228648947
12688,396817,2496.884,2976.085,21.835,0.1778,22.7615,0.0844,21.598000000000003,0.2362,0.8970,-1.4520,149.97438519477933,5.314389690769466
12689,396809,776.574,2976.086,21.271,0.0958,22.183500000000002,0.0606,21.57,0.1738,0.7140,-0.7243,150.05117344242407,5.314385080192201
12691,396819,2690.817,2976.198,20.714,0.0798,21.4815,0.0363,20.847,0.0850,0.8327,-0.7083,149.96572874106985,5.314394642494472
12692,396824,3617.413,2976.228,20.421,0.0594,21.2615,0.0298,20.519000000000002,0.0595,0.7577,-0.7420,149.92436892650616,5.314393974153305
12694,396821,3050.147,2976.297,21.820999999999998,0.1437,22.3195,0.0660,21.884,0.2573,0.7293,-0.7140,149.94968957668112,5.3143985930971
12695,396841,1391.183,2976.353,18.695,0.0372,19.5365,0.0099,18.322000000000003,0.0132,0.8840,-1.2643,150.02373959784805,5.314399699609052
12698,85074,3572.425,2976.472,22.37,0.2528,23.7205,0.2130,,,0.7000,-0.3700,149.926377022514,5.314404979373441
12700,396842,1425.923,2976.652,21.075,0.0879,21.8745,0.0463,21.196,0.1009,0.7487,-1.1943,150.02218893447278,5.314413107915903
12703,396881,2937.894,2976.850,21.617,0.1351,22.802500000000002,0.0975,,,0.7070,-2.2075,149.95470013496222,5.314423355730822
12707,396853,2992.376,2977.201,21.87,0.1804,22.840500000000002,0.0950,21.813000000000002,0.2557,0.8487,-1.7337,149.95226825909288,5.314438871050575
12709,396839,1174.526,2977.273,22.04,0.1698,23.337500000000002,0.1557,,,0.6990,-0.0065,150.03341036273105,5.314439756337165
12710,396876,1827.077,2977.412,21.001,0.0854,21.6365,0.0415,20.829,0.0751,0.7383,-0.3767,150.00428290868047,5.314447984339312
12713,396879,2167.967,2977.576,20.384999999999998,0.0574,21.5165,0.0369,20.554000000000002,0.0688,0.8093,-1.0017,149.98906683754254,5.314455801230822
12714,396877,1860.287,2977.751,21.848,0.1746,22.5545,0.0798,,,0.7905,-0.4450,150.00280053769214,5.3144631188249845
12717,396872,809.258,2978.022,20.480999999999998,0.0573,21.5425,0.0333,19.85,0.0349,0.7100,-0.1440,150.04971456222265,5.31447130143317
12720,396873,1028.302,2978.210,22.021,0.1768,23.2085,0.1242,,,0.7235,-0.7360,150.03993726010583,5.314480754045022
12721,396874,1482.652,2978.228,20.137,0.0495,20.9925,0.0243,20.198,0.0469,0.7497,-0.3217,150.01965676778437,5.3144833390227575
12724,396878,1919.342,2978.490,20.538999999999998,0.0551,21.4665,0.0310,20.818,0.0817,0.7150,-0.5483,150.0001645419234,5.314496075129508
12726,396902,2529.751,2978.618,20.201999999999998,0.0483,21.2885,0.0302,20.411,0.0630,0.7667,-0.6897,149.9729181327405,5.314502265068104
12729,396884,3236.476,2978.785,22.410999999999998,0.2353,23.0915,0.1208,,,0.6990,-2.7150,149.94137253349302,5.314508774775072
12731,396905,3031.702,2979.197,21.062,0.0969,21.8245,0.0414,21.137,0.1110,0.8337,-0.3720,149.95051288812292,5.3145275151015126
12734,396923,477.815,2979.215,20.785,0.0952,21.8275,0.0459,21.339000000000002,0.1410,0.9367,-1.1390,150.06450893450167,5.314522371013833
12735,396897,699.204,2979.382,20.062,0.0556,20.9195,0.0221,20.153000000000002,0.0518,0.8477,-0.8827,150.05462696644219,5.314531136536773
12736,396928,1949.673,2979.421,21.439,0.1205,22.1725,0.0668,21.349,0.1202,0.8027,-0.2233,149.99881067958,5.3145375060060305
12739,396900,2090.851,2979.648,22.125,0.2257,22.8035,0.1126,,,0.7780,-0.1785,149.99250901403332,5.314547803270999
12745,396930,2146.949,2980.082,20.064,0.0488,20.985500000000002,0.0257,20.107,0.0491,0.7710,-0.3907,149.99000500627517,5.314567157210711
12748,396929,2023.507,2980.270,19.162,0.0384,20.058500000000002,0.0128,19.085,0.0223,0.8047,-0.9113,149.995515003135,5.314575356282233
12753,85215,1799.018,2980.660,21.704,0.1378,22.7245,0.0879,21.735,0.2515,0.7930,-1.5933,150.00553536587626,5.314592279788611
12754,396947,1647.611,2980.680,22.209,0.1978,23.5275,0.2122,,,0.6850,-0.7280,150.0122936157634,5.314592801009272
12755,396950,2121.742,2980.709,22.02,0.1937,22.8915,0.1160,,,0.8010,-1.2960,149.99113015474046,5.314594995888225
12757,396948,1838.367,2980.958,21.287,0.1076,22.0855,0.0482,21.381,0.1117,0.7197,-0.7790,150.00377897217533,5.3146056077456825
12758,396956,2491.452,2980.962,22.357,0.2593,22.7755,0.0868,,,0.7545,-1.2335,149.97462765904825,5.3146064465247465
12760,396952,2370.716,2980.994,19.895,0.0425,20.7615,0.0220,19.973000000000003,0.0445,0.7883,-0.4967,149.98001687060724,5.314607849612382
12761,396954,2403.954,2981.083,22.355999999999998,0.2592,22.7045,0.0998,,,0.8155,-0.5120,149.97853324840162,5.314611815098326
12764,396945,1527.376,2981.227,21.509999999999998,0.1164,22.4505,0.0728,21.754,0.1593,0.7443,-0.4360,150.01766046349888,5.314616767765052
12767,396980,1554.586,2981.629,22.032999999999998,0.1913,22.8525,0.0955,21.757,0.2097,0.7110,0.0327,150.01644591087674,5.314634716410665
12770,396943,1396.172,2981.898,21.711,0.1656,22.535500000000003,0.0664,21.938000000000002,0.2849,0.7823,-0.6647,150.0235169269007,5.314646161310566
12773,396983,2634.423,2982.213,21.052,0.1242,22.084500000000002,0.0505,21.304000000000002,0.1300,0.9430,-1.1860,149.9682459581709,5.314662008715505
12774,396944,1452.042,2982.261,22.404,0.2010,23.1695,0.1383,,,0.6620,-0.6325,150.02102309804727,5.3146624839208005
12775,5001920,2529.915,2982.276,,,23.2145,0.1251,21.828,0.2840,0.6390,-0.2720,149.9729108117993,5.314664842791239
12776,85268,3230.229,2982.557,20.419999999999998,0.0641,21.177500000000002,0.0273,20.483,0.0615,0.7793,-1.2387,149.94165136733727,5.314676434244268
12778,396984,2689.216,2982.629,20.189,0.0597,20.3935,0.0176,20.397000000000002,0.0617,0.8397,-0.8493,149.9658001994598,5.314680465738188
12781,397008,1957.500,2982.935,20.442,0.0541,21.4575,0.0334,20.532,0.0567,0.7020,-0.7383,149.9984613170937,5.314693696969737
12782,397004,1538.692,2982.976,20.46,0.0660,21.3555,0.0311,20.534000000000002,0.0641,0.8057,-0.5350,150.01715536441912,5.314694535448636
12785,397027,1035.421,2983.043,21.761,0.1678,22.6465,0.0763,21.699,0.1580,0.7967,-1.1370,150.03961951715942,5.3146955869444
12786,397039,2186.127,2983.125,20.756999999999998,0.0653,21.953500000000002,0.0531,20.989,0.0931,0.7703,-0.3203,149.98825624737603,5.3147024410759105
12790,397015,3165.388,2983.316,22.406,0.2616,23.1325,0.1212,,,0.7405,-1.6845,149.9445456291554,5.314710316733009
12791,397044,3527.613,2983.317,21.937,0.1743,22.936500000000002,0.1056,21.891000000000002,0.1862,0.7893,-0.9397,149.92837724036352,5.314709355141151
12793,397006,1709.621,2983.373,18.689999999999998,0.0326,19.517500000000002,0.0100,18.516000000000002,0.0145,0.8277,-1.1237,150.0095257249889,5.314712649326307
12794,5001922,1802.299,2983.374,,,23.2295,0.1513,21.841,0.2496,0.6615,-1.1455,150.00538892008737,5.314712909126454
12798,397036,2099.358,2983.606,18.996,0.0330,20.049500000000002,0.0135,18.507,0.0152,0.8147,-0.6033,149.99212929775194,5.314723724858039
12800,397034,1784.999,2983.812,22.232,0.2106,23.2275,0.1353,21.848000000000003,0.2616,0.8027,-1.7523,150.00616112944152,5.314732337678004
12803,397040,2581.864,2984.180,20.14,0.0539,20.686500000000002,0.0204,20.151,0.0480,0.8017,-1.0127,149.97059199841837,5.314749452438105
12804,397042,3016.802,2984.214,20.698,0.0718,21.6445,0.0401,20.689,0.0750,0.8067,-0.7877,149.95117796048334,5.314750518803801
12808,397060,1841.512,2984.589,21.698,0.1460,22.9295,0.0941,,,0.6940,-0.2595,150.00363859846905,5.3147669919361835
12812,397075,3659.107,2984.735,19.867,0.0536,20.6495,0.0177,19.764,0.0329,0.7747,-1.3153,149.9225078292073,5.3147719080120215
12816,397065,2284.670,2984.910,22.523,0.2787,,,21.782,0.2804,1.0100,0.0210,149.9838576504223,5.314781851856502
12818,397058,1753.483,2984.951,20.454,0.0555,21.253500000000003,0.0272,20.585,0.0642,0.7323,-0.4753,150.00756789045656,5.314782887991791
12822,397051,991.159,2985.213,22.616,0.2818,23.1705,0.1301,,,0.7150,-1.9995,150.04159521843184,5.3147918230313715
12823,5001927,1595.232,2985.215,,,22.404500000000002,0.0736,22.009,0.2825,0.5900,-2.6300,150.0146316338218,5.31479421217141
12824,397098,2389.691,2985.319,22.245,0.2160,22.8595,0.1063,,,0.7240,-0.1060,149.97916989757903,5.314800077904137
12825,397077,3969.770,2985.365,21.157999999999998,0.0900,21.8595,0.0433,21.143,0.1100,0.7710,-1.3447,149.9086409822117,5.314798578920345
12828,397055,1436.640,2985.570,21.922,0.1720,22.7905,0.0814,21.86,0.2827,0.8300,-0.1297,150.02171059754588,5.314809499331379
12829,397093,1733.696,2985.601,19.271,0.0359,20.1025,0.0142,19.134,0.0207,0.7483,-0.7157,150.00845111099093,5.314811730106131
12831,397087,979.067,2985.680,22.131999999999998,0.1927,22.9525,0.1050,21.885,0.1896,0.7747,-0.3230,150.04213496259854,5.3148125205762
12832,397057,1581.431,2985.681,21.121,0.0916,22.0705,0.0577,21.309,0.1188,0.7930,-1.2587,150.01524766101662,5.314814883784379
12837,397101,2865.450,2985.885,20.884999999999998,0.0857,21.8095,0.0413,21.019000000000002,0.0958,0.8087,-0.2203,149.95793375645948,5.314825009046782
12838,397095,1934.004,2985.953,20.809,0.0711,21.5445,0.0374,20.91,0.0844,0.7540,-0.7343,149.99951009753377,5.314827789971955
12839,397100,2564.050,2985.995,21.87,0.1771,23.003500000000003,0.1133,21.916,0.2966,0.8630,-2.1213,149.97138714963572,5.314830124372955
12840,85317,1026.975,2986.032,20.698,0.0708,21.4495,0.0314,20.731,0.0664,0.7167,-0.9243,150.0399965292089,5.3148283920228945
12843,397090,1482.955,2986.337,20.726,0.0691,21.5795,0.0405,20.857,0.0830,0.7780,-0.9603,150.01964326915984,5.3148437398204535
12845,397116,818.980,2986.495,21.214,0.1002,22.026500000000002,0.0539,21.148,0.1015,0.7820,-0.4880,150.04928065422519,5.314847930784617
12846,85324,2067.880,2986.545,22.535,0.2820,23.6215,0.2458,,,0.7250,-1.7905,149.99353436410726,5.314854306984028
12847,397123,1597.943,2986.710,20.605999999999998,0.0601,21.4785,0.0352,20.869,0.0841,0.7437,0.0140,150.01451062902865,5.314860664274047
12848,397134,3605.499,2986.773,20.322,0.0594,21.1735,0.0278,20.432000000000002,0.0572,0.8010,-0.9630,149.9249006847269,5.31486268376888
12849,397128,2152.756,2986.834,21.811,0.1633,23.180500000000002,0.1567,21.452,0.2388,0.9250,-0.3657,149.9897458103186,5.314867252195405
12850,397122,1573.986,2986.858,21.607,0.1222,22.5455,0.0873,21.482,0.1257,0.7593,-1.4700,150.01557998187144,5.3148671733169675
12852,397096,2079.647,2986.877,20.963,0.0799,22.0025,0.0526,21.106,0.1013,0.7803,-0.2163,149.99300912871988,5.3148690778863195
12853,397117,1130.929,2986.884,20.954,0.0765,21.7135,0.0381,21.396,0.1204,0.7360,-0.1157,150.0353564120361,5.314866725940537
12854,397135,3687.334,2986.928,21.391,0.1152,22.4385,0.0654,21.483,0.1358,0.7787,-1.3893,149.92124787178955,5.314869266643264
12856,397118,1279.043,2986.966,22.218,0.2160,23.375500000000002,0.1804,22.223000000000003,0.2816,0.6933,-0.8940,150.0287451511361,5.314870976296941
12858,397126,1944.333,2987.106,19.965,0.0449,20.8885,0.0230,20.01,0.0432,0.7610,-0.8080,149.999049050829,5.314879052335949
12859,397131,2932.593,2987.127,20.515,0.0685,21.4675,0.0353,20.667,0.0699,0.8180,-0.5303,149.95493673699838,5.314880118908875
12862,397154,2060.160,2987.624,20.492,0.0587,21.3805,0.0320,20.502000000000002,0.0632,0.7317,-0.3853,149.9938789581212,5.314902252216848
12867,397148,1310.763,2987.864,19.381,0.0412,20.1765,0.0137,19.35,0.0246,0.7840,-1.0893,150.0273292908385,5.314911007999391
12868,397149,1321.354,2988.060,22.399,0.2682,23.122500000000002,0.1313,,,0.7850,-2.2835,150.02685654838834,5.314919758659256
12874,397180,2042.232,2988.362,21.814,0.1566,22.6975,0.0912,,,0.7470,-0.5190,149.99467919953247,5.314935027524515
12877,397199,743.455,2988.430,22.563,0.2862,23.453500000000002,0.1477,21.877000000000002,0.2727,0.8183,-0.5357,150.052651819129,5.314933519082786
12880,397179,1983.560,2988.675,19.284,0.0395,20.0985,0.0128,19.148,0.0218,0.7843,-1.0873,149.9972981036619,5.314948850639876
12883,397178,1962.829,2988.843,20.288999999999998,0.0540,21.1185,0.0230,20.406000000000002,0.0535,0.7150,-1.1340,149.99822346000818,5.314956283573848
12886,397171,443.172,2989.207,21.637,0.1982,22.927500000000002,0.1147,21.67,0.2655,1.0397,-1.3640,150.06605533261094,5.314966234842444
12887,397088,1024.885,2989.259,21.765,0.1712,22.4455,0.0665,21.931,0.2717,0.7507,-0.8303,150.04008983424416,5.314971804378287
12888,397217,2603.490,2989.272,20.926,0.1103,21.8805,0.0519,20.964000000000002,0.1002,0.9577,-1.1520,149.96962669096973,5.314975755728942
12889,397187,3664.010,2989.314,19.512,0.0480,20.3265,0.0158,19.425,0.0272,0.8273,-1.2503,149.92228895988845,5.314975400429858
12890,397183,2626.383,2989.330,21.941,0.2462,22.5125,0.0776,,,0.9605,-2.8735,149.9686048309073,5.3149783236353
12892,85431,1959.115,2989.450,21.79,0.1768,22.5285,0.0777,21.376,0.1637,0.6990,-1.3077,149.99838924041762,5.3149832551562755
12893,397185,3165.538,2989.496,21.679,0.1412,22.5145,0.0719,21.483,0.1916,0.7647,-0.0773,149.94453892000988,5.31498498298381
12895,397201,769.423,2989.556,21.963,0.1848,22.8515,0.1024,,,0.7625,-1.7260,150.05149271069038,5.314983707064848
12897,397203,1230.661,2989.694,19.221999999999998,0.0392,20.110500000000002,0.0143,18.963,0.0205,0.8260,-1.3570,150.03090475590417,5.314992030476691
12898,397218,2686.295,2989.714,21.689999999999998,0.1684,22.035500000000003,0.0559,21.527,0.1302,0.8557,-1.6750,149.96593057746549,5.314995356510398
12901,397206,1672.253,2989.828,22.276,0.2349,22.7305,0.0924,,,0.7005,-1.3875,150.01119371179118,5.314999443484433
12903,397197,529.516,2989.836,20.355,0.0705,21.3535,0.0322,20.588,0.0731,0.8960,-1.0557,150.0622012645751,5.314994742601936
12905,397213,2202.408,2989.883,21.399,0.1050,22.8205,0.1048,21.659000000000002,0.2094,0.6920,-0.9790,149.98752952934115,5.3150028115185135
12907,397219,2728.702,2989.947,19.915,0.0580,20.715500000000002,0.0211,19.992,0.0424,0.8757,-1.2857,149.96403768342384,5.315005681189404
12909,397204,1394.411,2989.981,21.012999999999998,0.0961,21.683500000000002,0.0361,20.928,0.0789,0.7223,-1.7230,150.02359555982477,5.315005399435597
12910,397210,1888.913,2990.010,21.419999999999998,0.1122,22.238500000000002,0.0626,21.720000000000002,0.2265,0.7497,-0.6913,150.00152280224577,5.315008018740507
12912,397208,1824.065,2990.187,22.541,0.2974,23.3135,0.1489,,,0.7685,-0.6315,150.00441738035948,5.31501575561801
12915,397263,2393.787,2990.248,22.622,0.2856,22.8965,0.1106,,,0.7145,-0.7675,149.9789870685102,5.315019145698849
12916,397216,2594.610,2990.296,20.922,0.1037,21.8105,0.0461,21.115000000000002,0.1002,0.8807,-1.7410,149.97002306140953,5.315021270208553
12917,397235,1999.779,2990.388,21.062,0.0929,21.8995,0.0465,21.076,0.1012,0.7993,-0.8677,149.99657414944116,5.315025009383327
12919,397207,1771.875,2990.516,20.992,0.0783,21.718500000000002,0.0403,21.193,0.1077,0.7553,0.0630,150.00674695191125,5.315030263586808
12923,397240,3867.197,2990.764,21.413,0.1106,22.2955,0.0586,21.666,0.1675,0.7780,-0.8130,149.9132194356565,5.315039007349182
12924,85448,827.358,2990.852,22.308,0.2520,23.0145,0.1192,21.682000000000002,0.1504,0.7400,-0.2583,150.0489067148561,5.315041619567988
12926,5001935,1675.535,2990.881,,,23.0985,0.1234,21.876,0.2538,0.5960,-2.4805,150.01104721807258,5.315046251957952
12928,397236,2010.246,2990.954,20.746,0.0731,21.651500000000002,0.0376,20.796,0.0840,0.7903,-0.2927,149.99610694161396,5.31505018089558
12929,85452,1450.790,2991.016,21.942999999999998,0.1854,22.1085,0.0609,21.880000000000003,0.2582,0.7847,-1.6660,150.02107901186554,5.315051590707774
12931,397232,1185.959,2991.192,19.625,0.0471,20.4055,0.0166,19.5,0.0295,0.8217,-1.3783,150.03290009456433,5.315058425811795
12932,85485,4084.948,2991.203,22.117,0.2208,22.7375,0.0973,21.545,0.1514,0.7350,-0.1677,149.90349983488008,5.315057473934793
12938,397269,3021.932,2991.515,21.775,0.1553,22.2875,0.0617,22.037000000000003,0.2085,0.7817,-0.5433,149.95094896332333,5.3150749987425
12939,397262,2387.471,2991.531,21.703,0.1384,22.2085,0.0671,21.669,0.1762,0.8217,-0.9540,149.97926899212518,5.315076166090727
12940,397266,2717.671,2991.595,20.022,0.0552,20.8205,0.0234,20.067,0.0481,0.8543,-1.2797,149.96453006578392,5.315078934206434
12942,397249,919.465,2991.696,21.52,0.1105,22.2235,0.0579,21.377000000000002,0.1176,0.7297,-0.7433,150.0447954044599,5.315079605407435
12945,397253,1561.067,2991.957,20.076999999999998,0.0438,21.0095,0.0237,20.189,0.0446,0.6950,-0.2343,150.01615665370116,5.3150937576141875
12946,397265,2698.613,2991.998,20.314999999999998,0.0677,21.2945,0.0328,20.491,0.0716,0.9203,-0.7137,149.96538074524565,5.315096859229081
12947,397250,934.136,2992.056,20.919,0.0796,21.7885,0.0431,20.968,0.0910,0.7690,-0.6733,150.0441405471596,5.3150956785026295
12951,397301,3049.446,2992.353,22.354,0.2346,23.7715,0.2638,,,0.7100,-2.5050,149.94972083717394,5.315112194183148
12952,397294,2249.468,2992.578,20.282999999999998,0.0477,21.4755,0.0373,20.454,0.0700,0.7953,-0.2857,149.9854289445382,5.315122627696724
12953,397292,2189.324,2992.662,20.737,0.0801,21.587500000000002,0.0398,20.765,0.0795,0.8177,-0.9020,149.98811355400872,5.315126310661069
12955,397303,3793.477,2992.737,20.018,0.0477,20.8875,0.0231,20.041,0.0426,0.7673,-1.2803,149.91651001598927,5.315127015338942
12958,397300,2990.710,2992.976,22.149,0.1872,23.5025,0.1800,,,0.7285,-0.9760,149.95234259714084,5.315139984715531
12959,5001937,1308.553,2993.037,,,23.5985,0.2108,22.040000000000003,0.2587,0.5050,-1.5685,150.02742795670284,5.315140910676767
12960,85476,2450.822,2993.093,20.144,0.0570,20.8595,0.0233,20.295,0.0603,0.7560,-1.1697,149.9764412341731,5.315145600767621
12963,397283,874.193,2993.301,21.801,0.1617,22.5755,0.0785,21.682000000000002,0.2436,0.8080,-1.2513,150.04681618708682,5.315150708718563
12964,397327,2241.386,2993.358,20.727999999999998,0.0699,21.6385,0.0422,20.859,0.0860,0.7973,-0.6523,149.98578969622696,5.3151572882633875
12965,397310,81.786,2993.368,20.851,0.2612,,,20.012,0.2992,3.5800,-0.5380,150.0821862698917,5.3151485969882115
12966,397365,1153.347,2993.419,21.063,0.0884,22.2595,0.0581,20.152,0.0498,0.6647,-0.0540,150.03435578357957,5.315157266408192
12967,397284,929.188,2993.423,21.003999999999998,0.0842,21.808500000000002,0.0417,21.034000000000002,0.0948,0.7457,-0.5983,150.04436141442213,5.315156409423482
12968,397293,2195.833,2993.441,20.482,0.0603,21.3775,0.0351,20.469,0.0624,0.7287,-0.1483,149.9878230166429,5.315160938887528
12971,397317,1377.568,2993.551,20.799,0.0772,21.7885,0.0413,20.829,0.0773,0.7663,-0.7747,150.02434738216226,5.315164006890663
12972,85518,830.955,2993.624,20.302,0.0557,21.113500000000002,0.0242,20.37,0.0514,0.7327,-0.6243,150.0487461729331,5.315164838496698
12973,397325,2058.764,2993.696,19.708,0.0380,20.6475,0.0188,19.808,0.0364,0.7273,-0.5933,149.99394127874208,5.315172116938149
12974,397322,1694.820,2993.909,21.517,0.1148,22.3235,0.0666,21.755000000000003,0.1746,0.7790,-0.0063,150.01018641391792,5.315180878881376
12975,397287,1489.579,2993.955,21.572,0.1454,22.032500000000002,0.0546,21.845000000000002,0.1946,0.8550,-0.1657,150.01934762261658,5.3151823385620105
12978,397333,3394.212,2994.045,20.785,0.0733,21.4325,0.0296,20.515,0.0558,0.7217,-0.8317,149.9343317368255,5.315186574393622
12979,397331,2814.239,2994.083,22.003,0.2046,23.174500000000002,0.1466,21.881,0.2571,0.8703,-0.3473,149.96021961917836,5.315189423548423
12983,397320,1572.064,2994.205,21.314,0.1087,22.090500000000002,0.0555,21.428,0.1331,0.7850,-0.0663,150.0156657944796,5.3151937009192896
12985,397323,1839.611,2994.369,21.392,0.1296,22.244500000000002,0.0604,21.311,0.1177,0.8213,-0.7243,150.00372347240693,5.315201654573191
12986,397370,1735.535,2994.376,21.639,0.1126,22.660500000000003,0.0885,,,0.6445,0.0495,150.00836904593615,5.3152017343735265
12987,397319,1478.473,2994.381,21.74,0.1303,22.4355,0.0710,,,0.6730,-1.0100,150.0198433552119,5.315201236390394
12989,85543,1588.495,2994.578,21.779,0.1716,22.5285,0.0810,21.658,0.2325,0.8067,-2.0717,150.01493237572618,5.315210326133034
12992,85545,2691.541,2994.818,22.052,0.2252,22.7885,0.1043,,,0.8470,-1.4670,149.96569641166738,5.315222197406877
12993,397231,461.109,2994.853,22.154,0.2995,22.456500000000002,0.0803,,,0.9760,-1.3095,150.06525472922542,5.31521728451254
12997,397349,3593.667,2995.200,21.973,0.1754,22.8455,0.1018,,,0.7440,-0.3655,149.9254287912169,5.315237259364905
12998,397374,1989.595,2995.335,20.549,0.0565,21.4215,0.0338,20.741,0.0721,0.7287,-0.5410,149.9970287338966,5.315244860128718
12999,85672,1280.997,2995.346,22.13,0.2180,23.0165,0.1162,,,0.7985,-0.9750,150.02865796431368,5.315243428039167
13000,397368,1542.463,2995.403,21.685,0.1272,22.3305,0.0697,22.025000000000002,0.2766,0.7257,-0.9953,150.01698707861152,5.315246857685749
13001,397371,1916.763,2995.613,18.66,0.0312,19.6025,0.0108,18.234,0.0121,0.8040,-1.0700,150.00027969019877,5.315257092495835
13002,397363,759.199,2995.632,21.955,0.1675,22.7915,0.0989,,,0.7295,-1.8555,150.05194910580278,5.315253694944873
