,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
18638,93122,1812.771,3288.325,21.54,0.1677,22.4965,0.0809,21.587,0.1372,0.7223,-1.1037,150.00492214734572,5.328266306398961
18642,405880,1674.719,3288.496,20.126,0.0533,20.9555,0.0235,20.154,0.0437,0.7097,-0.6093,150.01108441723966,5.328273579361085
18643,405890,2523.859,3288.501,21.284,0.1095,22.3015,0.0692,21.223000000000003,0.1312,0.8590,-0.2213,149.9731810864605,5.328274842402687
18644,405909,1331.167,3288.536,21.107,0.0928,21.863500000000002,0.0437,21.458000000000002,0.1259,0.7580,-0.5557,150.0264196496099,5.328274277284286
18645,93130,2351.060,3288.554,21.838,0.1624,22.7315,0.1102,21.754,0.2690,0.8877,-1.6027,149.98089437104926,5.3282771740443176
18652,405920,2615.425,3288.912,21.75,0.1851,23.0385,0.1165,21.507,0.2276,0.9410,-0.9370,149.96909382528548,5.328293082823616
18653,405919,2606.952,3288.915,22.156,0.2453,22.6695,0.0972,,,0.8690,-0.9520,149.96947203732006,5.328293219717413
18658,405917,2486.423,3289.127,20.627,0.0666,21.5595,0.0394,20.686,0.0763,0.7943,-0.5943,149.97485212923038,5.32830266759006
18664,405930,789.945,3289.411,22.349,0.2133,22.988500000000002,0.1195,,,0.7040,-2.8990,150.05057832516823,5.328310695115328
18667,405931,1214.520,3289.562,20.698999999999998,0.0713,21.5995,0.0361,20.764,0.0742,0.7677,-0.5947,150.03162645890075,5.328319424313672
18668,93159,2221.003,3289.597,21.169,0.1012,22.0045,0.0579,21.302,0.1338,0.7707,-0.5917,149.98669976798337,5.328323448274313
18669,93173,1665.747,3289.631,21.073,0.1077,21.9585,0.0512,21.006,0.0857,0.7067,-0.2930,150.01148490612405,5.328324000418931
18671,405939,2072.960,3289.767,19.339,0.0349,19.7025,0.0118,19.541,0.0307,0.7803,-0.2600,149.99330801132498,5.328330845068714
18673,405940,2108.323,3289.907,19.785999999999998,0.0481,20.7425,0.0217,19.799,0.0322,0.7043,-0.5527,149.99172950188012,5.328337111619833
18677,405975,1893.960,3289.964,20.43,0.0693,21.0685,0.0260,20.533,0.0633,0.7030,-0.2460,150.00129809184102,5.3283393145482245
18678,405936,1748.912,3289.969,21.083,0.1109,21.843500000000002,0.0460,21.324,0.0997,0.6810,-1.1577,150.00777264509253,5.32833922939062
18684,405971,1432.765,3290.293,22.281,0.2529,23.7905,0.2882,,,0.7950,-2.7105,150.02188459624838,5.328352725007994
18685,405976,2114.101,3290.316,18.692999999999998,0.0290,19.5805,0.0124,18.399,0.0136,0.7853,-0.4000,149.9914715879141,5.3283552962571505
18693,405808,583.038,3290.665,22.119,0.2496,23.3335,0.1923,,,0.8500,-0.2725,150.05981408977692,5.32836523485822
18695,405984,3223.520,3290.992,19.897,0.0492,20.7605,0.0208,20.027,0.0416,0.7990,-0.9473,149.94195009089822,5.328384668946008
18696,93211,1891.469,3291.010,20.301,0.0574,21.145500000000002,0.0277,20.619,0.0685,0.6760,-1.1220,150.00140928539187,5.328385798722822
18699,405972,1498.091,3291.174,20.239,0.0532,21.110500000000002,0.0282,20.343,0.0520,0.7503,-0.7880,150.01896862280384,5.328392093766849
18701,93155,1841.881,3291.212,21.660999999999998,0.1289,23.0045,0.1352,21.801000000000002,0.1762,0.7403,-0.3540,150.00362276122374,5.328394678626629
18702,405983,3091.238,3291.266,21.233999999999998,0.1143,22.0475,0.0509,21.482,0.1914,0.8087,-0.0033,149.94785480399122,5.328397134628536
18703,405977,2199.799,3291.284,21.809,0.1524,22.5985,0.0850,21.799,0.1874,0.7973,-1.5080,149.98764625932236,5.328398407632733
18705,405965,440.510,3291.343,20.648,0.1027,21.706500000000002,0.0444,20.907,0.1033,1.0390,-1.2450,150.0661761484927,5.328394465911398
18708,406003,1809.516,3291.608,19.787,0.0475,20.6675,0.0192,19.784000000000002,0.0325,0.7203,-0.4827,150.00506744891456,5.328412210479958
18712,405998,1368.087,3291.781,20.288999999999998,0.0599,21.0925,0.0269,20.338,0.0518,0.7840,-0.3743,150.0247716526402,5.328418633695138
18717,406002,1743.297,3291.921,20.4,0.0626,21.3505,0.0334,20.477,0.0547,0.7270,-0.8410,150.00802328825566,5.328425971669957
18718,405995,1013.365,3291.967,20.541999999999998,0.0607,21.4415,0.0289,20.711000000000002,0.0655,0.6853,-1.3300,150.04060548129877,5.328425429250631
18719,405982,2713.053,3291.984,21.836,0.2008,23.1965,0.1352,,,0.8655,-1.9890,149.96473597047316,5.328429558472622
18721,406001,1717.194,3292.018,20.209,0.0481,21.0565,0.0250,20.386000000000003,0.0522,0.6743,-0.1213,150.00918845639947,5.328430219808962
18725,405996,1137.012,3292.287,22.583,0.2911,23.3905,0.2016,21.94,0.2763,0.7967,-1.5197,150.03508621698228,5.328440210190549
18726,406015,3427.477,3292.316,20.695,0.0714,21.4985,0.0382,20.735,0.0712,0.7833,-1.2523,149.9328459948996,5.328442959213891
18727,406011,3127.426,3292.343,21.384,0.1177,22.5565,0.0802,21.905,0.2887,0.8077,-1.9660,149.946239466396,5.328444928116445
18728,405999,1522.080,3292.357,20.624,0.0633,21.4165,0.0353,20.759,0.0775,0.7620,-0.2267,150.0178978221619,5.328444746381377
18732,406024,760.489,3292.508,22.313,0.2409,23.7055,0.1695,,,0.7610,-0.6615,150.05189317712353,5.328448177920399
18734,406025,798.133,3292.538,21.966,0.1531,22.6115,0.0794,21.944000000000003,0.2728,0.7037,-1.9443,150.05021285240485,5.3284497171697325
18736,406040,2005.160,3292.606,20.253999999999998,0.0480,21.0725,0.0280,20.394000000000002,0.0527,0.6923,-0.5063,149.9963344260352,5.328456926598019
18737,406013,3172.420,3292.723,20.617,0.0673,21.808500000000002,0.0431,20.184,0.0457,0.7613,0.0677,149.94423105387088,5.328461720152299
18740,406034,1700.393,3292.897,20.887,0.0939,21.8195,0.0448,21.315,0.1054,0.7227,-0.8327,150.0099384101835,5.3284692447773025
18741,406027,1072.718,3292.951,21.833,0.1557,22.8265,0.0984,21.741,0.1509,0.7463,-0.8037,150.03795612947167,5.328469436890895
18744,406038,1967.038,3293.105,18.665,0.0334,19.430500000000002,0.0106,18.235,0.0112,0.8150,-1.1380,149.99803609110342,5.3284790437694145
18745,93237,2080.466,3293.156,22.117,0.2099,23.1045,0.1547,,,0.7480,-2.8655,149.9929729679757,5.328481477024176
18748,406032,1575.513,3293.210,20.53,0.0663,21.4525,0.0346,20.789,0.0789,0.7893,-0.1893,150.0155127192289,5.3284828175599275
18749,93308,4372.026,3293.279,22.357,0.2276,,,21.733,0.2612,0.9250,1.3220,149.89068389303216,5.328481448665845
18750,406043,2319.571,3293.288,20.905,0.0851,21.7815,0.0475,21.166,0.1085,0.8270,-0.7527,149.98229995813088,5.328487559336205
18751,406033,1623.653,3293.312,20.73,0.0762,21.6615,0.0427,20.946,0.0795,0.7383,-0.9907,150.0133638791143,5.328487487252655
18752,406045,2480.771,3293.325,20.483999999999998,0.0712,21.314500000000002,0.0325,20.59,0.0769,0.8730,-0.2063,149.97510441938152,5.328489245418178
18753,93261,1991.927,3293.338,19.884,0.0578,20.744500000000002,0.0209,19.972,0.0379,0.7377,-0.7187,149.99692511296553,5.328489439420521
18754,93294,1898.477,3293.346,21.128999999999998,0.1035,21.9955,0.0529,21.487000000000002,0.1302,0.7247,-1.0427,150.0010964714473,5.328489634125222
18758,406031,1535.810,3293.500,20.31,0.0606,21.0865,0.0263,20.246000000000002,0.0461,0.7463,-0.2687,150.01728495539143,5.328495588375665
18762,406062,1321.928,3293.601,20.624,0.0669,21.3645,0.0325,20.718,0.0647,0.7240,-0.3763,150.02683207248148,5.328499354016337
18769,406073,3047.670,3293.795,21.427,0.1122,22.465500000000002,0.0693,21.766000000000002,0.1529,0.7507,-0.7623,149.94979955817087,5.328509617120822
18770,93260,1987.087,3293.860,19.735,0.0530,20.6735,0.0210,19.794,0.0336,0.7507,-0.7553,149.997141158481,5.328512631776756
18771,93297,1996.956,3293.887,21.986,0.2180,22.6245,0.0872,22.07,0.1913,0.6700,-0.1403,149.9967006326861,5.32851384727796
18773,406066,1919.803,3294.038,20.893,0.0869,21.3355,0.0311,21.538,0.1476,0.7840,-1.3783,150.00014453703022,5.328520428857173
18775,406095,2104.583,3294.085,21.035999999999998,0.0939,22.0985,0.0538,21.407,0.1162,0.6890,-0.2677,149.99189645054858,5.328522795996751
18776,406029,1170.597,3294.128,22.357,0.2656,23.337500000000002,0.1314,21.735,0.2070,0.7787,-0.1340,150.03358708151916,5.328522175639342
18785,406091,1604.363,3294.578,19.838,0.0460,20.2665,0.0137,19.653000000000002,0.0350,0.7420,-1.0500,150.0142249365505,5.328543700158634
18795,406124,2948.208,3295.351,22.107,0.2210,22.7955,0.0972,,,0.8135,-0.9380,149.95423927410692,5.328578938157594
18796,406113,1091.472,3295.417,21.732,0.1383,22.8545,0.0877,,,0.6980,-1.5075,150.03711901294326,5.328579121151585
18802,406202,2316.454,3295.689,22.226,0.2285,22.8295,0.1139,,,0.7400,0.0580,149.98243909398371,5.328594268814583
18808,93345,1620.952,3295.853,22.302,0.2637,22.7555,0.1025,,,0.7145,-1.0935,150.01348445157578,5.328600413103689
18809,406088,1294.545,3295.875,21.338,0.1048,22.3765,0.0698,21.819000000000003,0.2670,0.8047,-0.0317,150.02805438442527,5.328600317418829
18811,406115,1483.403,3295.999,21.497,0.1335,22.215500000000002,0.0545,21.677,0.2065,0.7143,-0.2177,150.01962427109137,5.32860649139552
18812,406112,1026.657,3296.018,20.291,0.0517,21.145500000000002,0.0260,20.429000000000002,0.0514,0.7080,-0.7393,150.0400121816911,5.32860553599507
18816,406141,1016.754,3296.139,21.927,0.1603,22.753500000000003,0.0948,,,0.6715,-0.5245,150.04045422533284,5.328610867315708
18821,93372,1732.765,3296.451,21.433,0.1199,22.2925,0.0626,,,0.6810,-0.8515,150.0084934194488,5.32862727981902
18822,93367,1223.678,3296.462,22.358999999999998,0.2557,23.4475,0.2107,,,0.7600,-2.9905,150.0312176987292,5.328626127967667
18824,406117,1789.277,3296.504,21.073999999999998,0.0924,22.279500000000002,0.0679,21.461000000000002,0.1769,0.7180,-1.2920,150.00597087457146,5.32862976611714
18825,406157,2714.608,3296.574,21.78,0.1840,22.750500000000002,0.0964,,,0.8375,-1.2295,149.96466655594557,5.3286335572962695
18829,406151,1886.648,3296.844,21.358,0.1013,22.3585,0.0648,21.82,0.2308,0.6407,-0.1683,150.00162449312396,5.328645078407612
18830,406183,3811.660,3296.852,22.591,0.2756,23.276500000000002,0.1630,,,0.6550,-2.4195,149.91569708401406,5.3286431519759425
18831,406156,2586.930,3296.867,20.134999999999998,0.0622,21.0545,0.0272,20.28,0.0533,0.8613,-0.4053,149.97036576306022,5.3286466494236375
18833,406145,1488.947,3296.924,21.655,0.1441,22.6015,0.0753,21.98,0.2819,0.7107,0.0887,150.01937680476038,5.328647620219055
18835,406154,2363.132,3297.001,22.293,0.2681,22.7525,0.1109,,,0.8830,-1.1125,149.98035551251,5.328652601043252
18837,406146,1549.273,3297.118,19.679,0.0447,20.4505,0.0177,19.505000000000003,0.0282,0.7663,-1.3927,150.01668401413104,5.328656428932916
18839,406142,1034.781,3297.162,21.727,0.1405,23.1635,0.1308,,,0.7255,-1.0575,150.03964955370432,5.32865641827872
18840,406173,1939.594,3297.379,21.237,0.1108,22.2725,0.0695,21.459,0.1283,0.7653,-1.1960,149.99926112544784,5.328668952780411
18841,93376,2198.220,3297.408,20.912,0.0855,21.7945,0.0480,21.128,0.1073,0.8157,-0.9537,149.98771674725774,5.328670583966342
18848,93395,1992.854,3297.715,20.594,0.0816,21.4205,0.0332,20.506,0.0561,0.6720,-0.5290,149.9968837410657,5.328683974188802
18850,406181,3566.087,3298.038,19.628999999999998,0.0462,20.3835,0.0156,19.549,0.0315,0.8290,-1.2157,149.9266587977863,5.3286968172733
18851,406165,461.141,3298.123,21.509,0.1793,22.221500000000002,0.0700,,,0.9695,-0.6225,150.06525528231643,5.328695933506286
18854,93398,2193.129,3298.208,21.322,0.1089,22.4255,0.0817,21.735,0.1673,0.8000,-0.6063,149.98794399674287,5.328706134857171
18855,406198,1540.094,3298.211,22.019,0.1749,23.029500000000002,0.1080,,,0.6460,-0.3080,150.01709374347263,5.3287049790746535
18856,406182,3628.327,3298.221,22.561,0.2939,23.407500000000002,0.1992,21.98,0.2081,0.7907,-0.5543,149.9238805703744,5.328704727105016
18857,406362,1987.343,3298.247,20.253,0.0680,21.1065,0.0290,20.450000000000003,0.0544,0.7153,-0.2113,149.99712973832396,5.328707609940262
18860,406196,1192.168,3298.404,20.256,0.0644,21.0275,0.0259,20.355,0.0478,0.7997,-1.2423,150.0326242282665,5.328712310091525
18861,93401,2437.995,3298.407,20.134999999999998,0.0508,20.9175,0.0251,20.082,0.0540,0.8327,-0.5870,149.977013826829,5.328715109173289
18866,93418,1561.789,3298.736,21.841,0.1541,22.9815,0.1175,,,0.7300,-0.2745,150.01612533816092,5.328728377250155
18867,406210,2971.629,3298.764,21.559,0.1242,22.4805,0.0741,21.729000000000003,0.1767,0.8050,-1.7967,149.95319381759396,5.328730590925089
18868,93393,1896.365,3298.792,20.77,0.0891,21.6565,0.0420,21.046,0.0859,0.6957,-0.4810,150.00119075577783,5.32873167457747
18870,93366,1138.360,3298.926,22.058,0.1911,23.2305,0.1535,,,0.7785,-0.2750,150.0350260747521,5.328735282507248
18872,406214,3293.172,3298.988,21.707,0.1649,22.1245,0.0567,21.503,0.1439,0.8497,-1.1003,149.93884099170927,5.32873987243413
18873,93570,2528.652,3299.088,22.243,0.2738,22.8565,0.1086,,,0.8140,-0.8025,149.97296713812747,5.328745375015943
18878,406225,1385.690,3299.569,21.843,0.1570,23.087500000000002,0.1247,,,0.7235,-3.3310,150.0239859298445,5.328764829358205
18889,93448,1701.269,3300.005,22.266,0.2481,22.4125,0.0786,21.739,0.1511,0.6427,-2.3047,150.0098993258126,5.3287851580167525
18890,93447,1543.149,3300.015,22.153,0.1964,22.5915,0.0843,21.791,0.2383,0.7333,-0.3310,150.0169573819025,5.328785166051979
18891,406211,3029.434,3300.020,22.403,0.2643,23.0395,0.1087,21.548000000000002,0.1949,0.8030,-0.7677,149.9506135534752,5.328786316476913
18893,406242,3843.875,3300.165,22.705,0.2850,23.1215,0.1418,21.882,0.2788,0.7600,-0.6487,149.9142590787883,5.3287902567692385
18894,406208,2723.327,3300.242,22.293,0.2905,23.340500000000002,0.1818,,,0.8400,-2.8205,149.96427736003972,5.328796572824862
18895,406239,2931.286,3300.285,19.401,0.0447,20.2555,0.0167,19.323,0.0261,0.8753,-1.0393,149.95499461994996,5.328798252015652
18896,93449,1785.351,3300.423,20.375,0.0656,21.2235,0.0292,20.423000000000002,0.0551,0.6923,-0.6097,150.00614612956244,5.328803935113139
18897,406226,1456.433,3300.487,21.495,0.1168,22.5835,0.0793,21.593,0.1358,0.7220,-0.1633,150.02082815444174,5.32880587035116
18901,406257,1420.353,3300.712,20.816,0.0790,21.5145,0.0348,20.796,0.0800,0.7793,-1.5963,150.02243867012524,5.328815749440056
18903,406251,491.863,3300.798,20.394,0.0837,21.1205,0.0268,20.418000000000003,0.0654,0.9627,-1.5357,150.06388395411125,5.328815020224292
18904,406233,1882.201,3300.806,21.314999999999998,0.0939,22.2895,0.0590,21.495,0.1284,0.6340,-0.0147,150.00182300304147,5.328821158748414
18909,93498,2030.767,3301.096,21.342,0.1283,22.555500000000002,0.0915,21.619,0.1460,0.7700,-0.2293,149.99519141029583,5.3288342979814685
18912,406253,738.333,3301.352,20.265,0.0538,21.186500000000002,0.0304,20.349,0.0497,0.7670,-0.1090,150.0528822099687,5.328841120887037
18914,406289,2050.493,3301.512,21.217,0.0975,22.2545,0.0678,21.471,0.1312,0.7437,-0.3003,149.99431089436237,5.328852814771081
18915,406254,972.062,3301.563,21.631,0.1321,22.1505,0.0544,21.466,0.1841,0.7703,-0.6397,150.04244918142606,5.3288517202421914
18916,93492,779.123,3301.570,22.296,0.2082,23.2625,0.1552,,,0.7155,0.0365,150.05106145638865,5.328851035609699
18918,406300,3574.082,3301.626,22.125,0.2157,22.8585,0.1076,,,0.7920,-0.8675,149.92630190971252,5.328856255865374
18920,406281,1008.521,3301.700,20.669,0.0677,21.5685,0.0339,20.868000000000002,0.0782,0.7443,-1.0420,150.0408217506122,5.3288579838415435
18921,406295,2619.616,3301.794,21.669,0.1912,22.4225,0.0738,21.637,0.1552,0.9037,-0.5613,149.96890674446752,5.328865614289596
18922,406339,4007.919,3301.825,22.227,0.2511,23.0105,0.1316,,,0.7850,-1.8725,149.90693658885485,5.32886327202753
18924,406294,2491.070,3301.927,22.008,0.2128,22.8515,0.1124,21.77,0.2699,0.9117,-0.9693,149.97464469914837,5.328871556338309
18926,5002203,3102.396,3301.975,,,23.5135,0.2268,21.909000000000002,0.2912,0.7400,-0.9715,149.94735671921993,5.3288730680016325
18928,406285,1829.627,3302.080,19.782,0.0445,20.8135,0.0219,19.859,0.0341,0.7350,-0.6600,150.00416976982316,5.328877675367837
18929,406282,1343.426,3302.089,19.788999999999998,0.0385,20.6115,0.0202,19.862000000000002,0.0365,0.7287,-0.5507,150.02587249097596,5.328876677646871
18930,406286,1976.597,3302.114,20.232,0.0491,21.2425,0.0285,20.393,0.0553,0.6930,-0.7457,149.9976094175564,5.328879459361859
18933,406296,2664.362,3302.254,19.852999999999998,0.0612,20.715500000000002,0.0201,19.863,0.0408,0.9197,-1.3493,149.9669094006954,5.328886035496439
18935,93496,1916.475,3302.280,20.447,0.0657,21.3975,0.0323,20.633000000000003,0.0615,0.7050,-0.0997,150.0002931051098,5.328886733904009
18937,406297,2680.673,3302.426,21.919999999999998,0.2334,23.0275,0.1293,21.474,0.1912,0.9377,-0.7810,149.966181320517,5.328893669868879
18938,93478,2590.012,3302.448,21.698,0.1963,22.3935,0.0806,21.546,0.1426,0.8470,-0.2317,149.97022818877412,5.328894692789814
18943,406280,809.281,3302.596,22.598,0.2689,23.404500000000002,0.1780,,,0.6600,-1.7530,150.04971529063093,5.328896799106029
18945,93508,2938.123,3302.661,22.305,0.2674,23.5855,0.1820,21.948,0.2982,0.8557,-0.6730,149.9546894308396,5.328903842019909
18946,406324,1657.672,3302.715,20.689,0.0912,21.5045,0.0335,20.789,0.0765,0.7817,-0.4793,150.011845387215,5.328905490133518
18947,93532,1694.151,3302.741,18.645,0.0319,19.5085,0.0117,18.535,0.0137,0.8273,-0.6867,150.01021706137783,5.328906740072972
18949,93528,1277.905,3302.771,21.958,0.1766,22.7785,0.0944,,,0.7280,-0.4685,150.02879717604856,5.328906742262088
18951,406315,458.131,3302.875,21.813,0.2369,23.0565,0.1167,,,0.9795,-0.4680,150.06538967151076,5.328907113678002
18953,406197,1239.130,3302.982,22.14,0.2122,23.0595,0.1093,,,0.7755,-1.4580,150.03052798927422,5.3289159676653775
18957,406329,1772.609,3303.104,20.855,0.0720,21.9405,0.0539,21.051000000000002,0.0906,0.7127,-0.2047,150.00671490478032,5.328923061902829
18960,406322,1485.223,3303.186,19.294,0.0351,20.241500000000002,0.0141,19.252000000000002,0.0207,0.6967,-0.7827,150.0195430543145,5.32892591934231
18965,406336,2996.873,3303.366,20.239,0.0534,21.154500000000002,0.0283,20.279,0.0515,0.7813,-0.6933,149.95206698468638,5.328935083343552
18966,93535,1762.941,3303.369,21.771,0.1454,22.811500000000002,0.1033,,,0.6735,-1.4425,150.00714645934747,5.328934817519824
18969,406354,1173.720,3303.416,20.027,0.0518,20.8815,0.0211,20.0,0.0381,0.7470,-1.4237,150.03344771852215,5.328934988551577
18971,406367,2484.022,3303.479,20.72,0.0727,21.8045,0.0461,20.802,0.0928,0.8497,-2.0243,149.9749593032816,5.328940534273796
18972,406338,3164.945,3303.515,21.82,0.1534,22.6065,0.0855,22.004,0.2866,0.7613,-0.5897,149.94456469395865,5.328941381055177
18973,406351,353.800,3303.528,19.671,0.0854,20.1445,0.0164,19.506,0.0323,1.1677,-2.6670,150.0700467251201,5.328935439849516
18975,93562,2041.818,3303.606,21.541,0.1398,22.3675,0.0760,21.608,0.1481,0.7837,-1.1840,149.99469812642292,5.328945869313003
18976,406353,905.501,3303.669,22.253,0.2234,23.311500000000002,0.1468,21.881,0.2706,0.8177,-0.5093,150.04542029546735,5.328944990177829
18978,406363,2023.368,3303.743,18.36,0.0365,19.4575,0.0110,17.748,0.0083,0.8993,-0.9477,149.99552168601602,5.328951931626545
18980,406359,1727.045,3303.768,21.684,0.1375,22.8745,0.1137,,,0.7100,-1.2185,150.00874876282768,5.328952465947657
18985,406370,2808.686,3304.061,21.198999999999998,0.1139,22.0145,0.0528,21.239,0.1140,0.8523,-0.1010,149.96046715577165,5.328966227779741
18988,93584,1786.210,3304.247,20.407999999999998,0.0717,21.3335,0.0309,20.447000000000003,0.0534,0.6540,-0.6917,150.00610779467135,5.328973892557948
18990,93557,1777.244,3304.350,21.279,0.1052,22.2105,0.0676,21.335,0.1054,0.6843,-1.0110,150.00650801347206,5.328978450187331
18995,93593,2587.600,3304.613,21.832,0.2046,22.5335,0.0859,21.324,0.1795,0.8637,-0.5137,149.9703358533524,5.3289909158490225
18998,406357,1448.614,3304.764,22.059,0.1951,22.9575,0.1139,21.700000000000003,0.2092,0.7667,0.0170,150.02117718802086,5.328995933326265
19000,406384,1480.457,3304.822,20.698999999999998,0.0825,21.4465,0.0341,20.773,0.0689,0.7260,0.0593,150.01975580118224,5.328998615138833
19002,406397,3303.093,3304.942,20.089,0.0546,20.971500000000002,0.0240,20.220000000000002,0.0537,0.8340,-1.0933,149.93839812883485,5.329004468509884
19004,406388,1958.115,3304.961,18.441,0.0326,19.3045,0.0085,18.037000000000003,0.0094,0.8017,-0.9743,149.99843441003398,5.32900596218331
19007,406387,1892.243,3305.116,17.457,0.0262,18.3505,0.0066,17.194000000000003,0.0068,1.0160,-0.8127,150.00137476295433,5.329012733436539
19008,406392,2454.249,3305.294,17.969,0.0262,19.427500000000002,0.0113,16.844,0.0069,0.9317,-0.7430,149.97628829186337,5.32902119985009
19009,406418,1816.546,3305.334,19.622,0.0342,20.4925,0.0186,19.686,0.0301,0.6710,-0.2227,150.00475367804296,5.32902226991249
19010,406383,1062.322,3305.535,22.148,0.2051,22.9605,0.1115,,,0.7565,-3.8970,150.0384202364006,5.329028678188529
19012,406421,2201.859,3305.548,21.101,0.0856,22.1205,0.0552,21.389,0.1326,0.7667,-0.2073,149.98755431928492,5.329032365006947
19013,406417,1783.097,3305.614,20.099999999999998,0.0510,20.9865,0.0247,20.167,0.0404,0.6367,-0.6140,150.0062467538568,5.329034641136876
19014,406416,1652.591,3305.639,19.416999999999998,0.0389,20.1275,0.0125,19.375,0.0230,0.7020,-0.8507,150.0120721974202,5.32903543217248
19025,93621,2593.688,3305.847,21.941,0.2199,22.378500000000003,0.0778,21.666,0.1654,0.8693,-0.9907,149.97006410056937,5.329045758135345
19028,406430,3457.905,3305.972,20.718,0.0702,21.5105,0.0372,20.852,0.0810,0.7843,-1.1150,149.93148772766995,5.329049798212228
19031,406428,2686.851,3306.053,21.214,0.1345,22.2165,0.0586,21.478,0.1491,0.9330,0.0560,149.96590554844926,5.329054865824057
19036,406420,2101.359,3306.343,20.342,0.0562,21.3475,0.0340,20.535,0.0615,0.7597,-0.7847,149.99204037635755,5.329067592043217
19039,93699,2599.080,3306.482,21.406,0.1295,22.5055,0.0834,,,0.8030,-0.3360,149.96982341558538,5.329073978347253
19043,93639,2145.391,3306.557,21.692999999999998,0.1327,22.369500000000002,0.0788,21.136000000000003,0.1607,0.7550,-0.5627,149.9900749036421,5.32907715372275
19046,93687,1383.253,3306.636,21.675,0.1553,22.5405,0.0782,21.768,0.2123,0.7713,-1.1403,150.02409473609535,5.3290789095342515
19052,406458,2625.735,3306.917,20.134999999999998,0.0692,20.9475,0.0258,20.151,0.0484,0.9033,-1.7753,149.9686336060276,5.329093300373005
19056,406994,1312.812,3306.982,22.144,0.2175,22.9095,0.1103,21.516000000000002,0.1238,0.6307,-0.3070,150.02723903667948,5.3290940307696495
19057,406450,1840.216,3306.997,20.499,0.0597,21.3995,0.0319,20.756,0.0645,0.6813,-0.3000,150.00369711506238,5.3290962306506735
19062,93642,2503.163,3307.269,19.832,0.0482,20.581500000000002,0.0207,19.880000000000003,0.0404,0.8007,-0.2863,149.97410489909768,5.329108977907602
19064,406475,1457.676,3307.364,20.27,0.0602,21.122500000000002,0.0278,20.218,0.0454,0.7830,-1.2873,150.0207726929966,5.329111518780714
19074,406480,2019.867,3307.895,19.125,0.0502,20.1385,0.0157,19.19,0.0213,0.8350,-0.2350,149.99567796762085,5.329136459776548
19075,406473,1273.262,3307.966,21.102999999999998,0.0815,22.1265,0.0550,21.536,0.1449,0.7523,-0.5357,150.0290044474581,5.329137613052116
19076,406479,1981.230,3308.030,19.57,0.0403,20.4295,0.0165,19.532,0.0295,0.7177,-0.2463,149.9974026222284,5.329142400140811
19077,406488,3678.154,3308.047,20.214,0.0582,21.0545,0.0243,20.220000000000002,0.0473,0.7710,-1.0543,149.92165638874928,5.329141250111146
19080,406470,948.012,3308.328,21.454,0.1126,22.3425,0.0682,21.479000000000003,0.1177,0.7323,-1.6677,150.04352274207187,5.3291522690966495
19082,406506,2425.250,3308.418,22.488,0.2801,23.148500000000002,0.1409,,,0.7835,-2.3525,149.9775827316939,5.329160040490368
19083,93697,2498.677,3308.454,21.314999999999998,0.1455,22.2315,0.0655,21.271,0.1307,0.8753,-1.5940,149.9743051423264,5.329161644867416
19084,406472,1111.662,3308.518,20.811,0.0721,21.680500000000002,0.0374,20.985,0.0830,0.7327,-1.0273,150.0362178440264,5.329161476993359
19089,93692,1801.222,3308.933,21.531,0.1277,22.305500000000002,0.0646,21.873,0.1716,0.6507,-0.1850,150.00543770892114,5.3291821923445175
19091,93693,1813.238,3309.108,21.782999999999998,0.1628,22.2375,0.0702,21.533,0.1235,0.6467,0.0460,150.00490134659225,5.32918999613785
19095,93731,1975.354,3309.135,20.519,0.0729,21.4035,0.0332,20.635,0.0682,0.7360,-0.1980,149.99766491326906,5.329191501756762
19097,406510,3074.192,3309.183,21.169999999999998,0.1118,22.2805,0.0666,21.727,0.1689,0.8653,-2.0407,149.94861565734794,5.329193478638757
19098,406509,2833.547,3309.255,20.364,0.0617,21.0315,0.0257,20.42,0.0540,0.7737,-1.1467,149.9593574202053,5.329197044977562
19100,93689,1672.432,3309.291,22.212,0.2689,22.6795,0.0931,21.743000000000002,0.2292,0.7610,-2.9943,150.01118655712426,5.329197795438948
19101,93671,4546.384,3309.302,21.938,0.2385,,,21.609,0.2972,1.0000,0.4165,149.8829009275692,5.329192471703536
19105,93688,1438.502,3309.480,20.15,0.0492,21.0095,0.0235,20.177,0.0500,0.7543,-0.1863,150.02162857675722,5.32920549953193
19109,406543,2226.438,3309.711,18.548,0.0271,19.4185,0.0102,18.492,0.0151,0.8160,-0.4530,149.98645718066368,5.32921740827339
19111,406548,3349.477,3309.748,22.311,0.2656,22.9425,0.1252,,,0.7700,-0.3975,149.93632765621484,5.329217942295963
19112,406531,1168.138,3309.752,22.393,0.2737,23.2465,0.1554,,,0.8160,-1.5925,150.0336969109672,5.329216564889265
19113,93709,3585.780,3309.805,22.27,0.2150,,,21.735,0.2398,0.9500,-1.0045,149.92577971295736,5.329219725473742
19121,406533,1542.296,3310.211,20.531,0.0597,21.4835,0.0351,20.708000000000002,0.0667,0.7320,-0.2970,150.01699548850078,5.3292383189014725
19123,406529,1009.450,3310.268,20.998,0.0847,21.9165,0.0477,21.007,0.0887,0.7570,-1.7287,150.04078032333598,5.3292387879768714
19124,93770,3820.336,3310.290,21.868,0.1735,22.8135,0.1005,,,0.7640,-0.4535,149.91530975253855,5.3292403588196935
