,ID,X,Y,K,K_err,J,J_err,H,H_err,chi,sharp,ra,dec
20732,129984,3185.457,8387.942,21.044,0.2362,21.842,0.0411,21.659499999999998,0.2003,1.7630,-2.1767,16.169168154504654,2.0979481309008907
20733,129998,3120.456,8387.974,22.169,0.3735,22.226,0.0654,21.9985,0.2896,1.6707,-3.8197,16.172059017444727,2.0979496219869778
20735,129986,3322.069,8388.146,19.268,0.0600,20.0,0.0158,19.4405,0.0382,1.5760,-0.5760,16.16309245497551,2.0979570353841592
20736,129982,2468.876,8388.182,19.924,0.1142,20.595999999999997,0.0355,19.9835,0.0643,1.7123,0.0877,16.20103747916754,2.0979592619251566
20738,295581,1893.585,8388.368,20.234,0.1309,20.866,0.0334,20.444499999999998,0.0808,1.8093,-0.5440,16.22662305671783,2.097967432088199
20739,130014,2795.477,8388.384,20.519000000000002,0.1628,21.275,0.0413,20.4835,0.0832,1.7973,-0.7920,16.18651217819325,2.097968108420148
20740,295596,3541.815,8388.453,21.016000000000002,0.2049,21.732,0.0311,21.1695,0.1359,1.6073,-1.1380,16.153319445382035,2.0979703695029
20741,129983,3127.995,8388.458,22.007,0.4816,23.308999999999997,0.1381,22.8635,0.5123,1.9400,-2.5300,16.17172372649507,2.0979711252771973
20742,129985,3280.679,8388.535,22.118000000000002,0.5092,22.613,0.0672,22.269499999999997,0.3354,1.8310,-1.4767,16.164933238508578,2.0979743757985245
20745,295595,3514.476,8388.966,19.548000000000002,0.0756,20.348,0.0168,19.6665,0.0416,1.5440,-0.2597,16.154535322362253,2.097993211305791
20749,295594,2906.864,8389.160,20.138,0.1062,20.744999999999997,0.0289,20.2285,0.0706,1.6747,0.0963,16.18155833635221,2.0980025215751876
20752,295597,3721.363,8389.355,20.261,0.1305,21.000999999999998,0.0208,20.7105,0.0944,1.6987,-0.8177,16.14533420751957,2.0980101594042564
20753,295592,2641.716,8389.357,18.703,0.0402,19.588,0.0158,18.8915,0.0271,1.5133,0.0780,16.193350566927116,2.0980114312260505
20756,295601,2629.464,8389.613,20.089,0.1023,20.79,0.0307,20.139499999999998,0.0690,1.7150,0.2257,16.193895464098517,2.0980228139255597
20760,129997,2823.880,8389.844,21.233,0.2601,21.86,0.0611,21.6525,0.2006,1.8663,-1.1023,16.185248978209874,2.0980329792146644
20761,130018,4313.179,8389.857,20.968,0.3154,22.406999999999996,0.0485,21.5245,0.2218,2.2663,0.1227,16.11901373849141,2.098031197292841
20762,295600,1764.184,8390.012,20.912,0.1870,21.364999999999995,0.0455,20.659499999999998,0.0954,1.8070,-0.3040,16.23237805646753,2.098040419120596
20764,130017,4080.635,8390.229,22.272000000000002,0.7972,22.104999999999997,0.0369,22.7705,0.6509,1.7433,-0.0710,16.129355912760882,2.0980482835341334
20766,130044,3570.954,8390.359,21.702,0.3628,21.881,0.0363,21.7975,0.2271,1.6220,-0.9860,16.152023511477324,2.0980550344499935
20769,295606,2778.601,8390.628,21.397000000000002,0.3082,21.320999999999998,0.0420,21.336499999999997,0.1495,1.8797,-0.4183,16.18726272261021,2.0980678513543287
20771,295605,2669.482,8390.675,19.809,0.0886,20.503,0.0260,19.8635,0.0504,1.6193,-0.6990,16.192115697172987,2.0980699967437126
20775,130045,3636.706,8390.926,21.299,0.2683,22.165999999999997,0.0423,21.7835,0.2235,1.6533,0.3590,16.14909924904529,2.098080127204273
20778,130067,3545.987,8391.112,21.524,0.3124,22.238,0.0526,21.5245,0.1549,1.5803,0.2470,16.153133895503036,2.0980885401837583
20779,295603,878.237,8391.145,20.876,0.2105,20.815999999999995,0.0305,20.906499999999998,0.1200,1.9330,-0.0890,16.271779775033025,2.098089663542941
20781,295610,2895.979,8391.232,21.468,0.3529,22.158,0.0798,21.572499999999998,0.1803,1.9300,-3.0263,16.182042435952354,2.0980946180915976
20783,130046,3731.222,8391.310,21.875,0.4741,22.442999999999998,0.0475,22.0215,0.2859,1.9163,-1.8840,16.144895734096124,2.0980970302416013
20785,295613,3187.731,8391.447,21.352,0.2992,21.863,0.0390,21.6035,0.1941,1.7690,-1.3940,16.169067016695063,2.0981039053953072
20786,295612,3105.647,8391.454,17.609,0.0237,18.690999999999995,0.0107,17.8355,0.0153,1.5693,-0.1227,16.172717631598793,2.0981043028325455
20787,130066,3358.812,8391.455,20.902,0.2003,22.254999999999995,0.0474,21.6695,0.2260,1.7930,0.3120,16.161458338216626,2.098104053671713
20788,295614,3245.437,8391.575,19.201,0.0588,19.943999999999996,0.0147,19.3245,0.0336,1.5217,-0.5940,16.166500592297034,2.098109528472073
20789,295615,3495.283,8391.616,18.277,0.0325,19.153999999999996,0.0121,18.432499999999997,0.0192,1.5037,-0.2870,16.155388910288625,2.098111017339806
20790,295609,1255.780,8391.627,19.914,0.0919,20.202999999999996,0.0210,19.964499999999997,0.0556,1.5827,0.2277,16.254988886196085,2.098111680270225
20793,295617,3980.355,8391.700,20.295,0.1321,21.073,0.0241,20.5965,0.0958,1.7303,-2.1847,16.133815769921156,2.0981138783426663
20794,130065,3167.067,8391.703,21.702,0.4371,22.997,0.0953,21.9975,0.2634,1.7023,-2.3837,16.16998602993586,2.098115305650165
20795,295611,2991.822,8391.709,20.398,0.1458,21.223999999999997,0.0410,20.6385,0.0978,1.8607,-2.0027,16.1777799002954,2.098115741737744
20796,295616,3759.364,8391.776,20.498,0.1685,21.172999999999995,0.0240,20.3965,0.0757,1.7703,-2.0780,16.14364414321016,2.09811769036762
20797,130068,3956.028,8391.781,22.005,0.4886,22.793,0.0667,22.150499999999997,0.4020,1.7930,-1.0180,16.134897690724948,2.0981175291484115
20802,295618,4063.130,8392.205,20.778,0.1920,21.786,0.0344,21.2675,0.1395,1.7263,-0.8757,16.130134427239536,2.098136144121003
20807,130090,3214.569,8392.735,22.767,0.8200,22.336,0.0577,22.185499999999998,0.2837,1.8650,-1.0923,16.167873418544055,2.0981611194812735
20814,295624,2574.634,8392.966,19.309,0.0652,20.226999999999997,0.0221,19.4945,0.0444,1.6977,0.3873,16.196333980668324,2.0981718553815103
20815,295622,1515.037,8393.009,21.683,0.3135,21.973,0.0705,23.1105,0.2789,1.7087,0.3077,16.24345865780276,2.0981734062519988
20820,130091,3239.647,8393.293,22.478,0.7745,22.488999999999997,0.0692,22.272499999999997,0.3344,1.8220,-0.4413,16.16675809562428,2.098185890434051
20823,295630,1692.303,8393.668,19.171,0.0555,19.875,0.0179,19.3005,0.0339,1.5350,-0.1840,16.23557490503061,2.098202854038524
20826,295627,1524.654,8393.846,19.197,0.0560,20.059999999999995,0.0192,19.3445,0.0362,1.5557,-0.1530,16.243030950796037,2.098210615713908
20827,130109,3976.715,8393.873,21.326,0.3083,22.477999999999994,0.0632,21.7065,0.2249,1.7950,-1.5847,16.133977651277373,2.098210463231781
20832,130111,4334.247,8394.116,21.565,0.5133,22.004999999999995,0.0345,21.618499999999997,0.4531,2.6573,0.3963,16.118076749113666,2.098220431571586
20833,295632,3028.560,8394.170,20.614,0.1758,21.272,0.0425,20.7015,0.0931,1.8247,-0.1527,16.17614600721054,2.098225086672921
20834,295631,2011.766,8394.216,19.431,0.0698,20.165,0.0231,19.514499999999998,0.0378,1.5067,0.0330,16.22136705970347,2.098227395882887
20835,295633,3270.173,8394.218,21.25,0.2562,21.820999999999998,0.0364,21.1545,0.1220,1.6433,-0.8447,16.165400477212863,2.098226965059551
20843,295645,3549.764,8394.654,20.179000000000002,0.1169,21.028999999999996,0.0218,20.3175,0.0697,1.5700,-1.0900,16.152965911577557,2.0982459556964552
20849,295644,3251.703,8394.854,19.240000000000002,0.0540,20.162,0.0155,19.3995,0.0349,1.4257,-0.6590,16.166221913740877,2.098255253675063
20851,295642,2384.434,8394.865,18.26,0.0415,19.080999999999996,0.0145,18.3995,0.0248,1.8563,-0.1090,16.204792964741547,2.098256294745194
20852,295641,1976.707,8394.874,19.666,0.0814,20.39,0.0235,19.7215,0.0457,1.6220,0.2923,16.22292627934291,2.0982566260266617
20853,130130,2828.674,8395.014,21.702,0.3912,22.022,0.0638,21.284499999999998,0.1475,1.7927,-0.3663,16.185035765997068,2.0982627527765176
20854,295640,1544.533,8395.028,19.641000000000002,0.0876,20.351,0.0246,19.7315,0.0486,1.7680,0.0670,16.242146850441504,2.098263168356879
20857,295649,428.572,8395.358,19.914,0.1001,20.674,0.0311,20.0795,0.0601,1.7330,-0.3890,16.29177822122969,2.0982759637928265
20858,295646,3570.739,8395.442,21.006,0.2002,21.464999999999996,0.0274,21.0775,0.1332,1.6397,-0.8363,16.152033065818582,2.0982809447170707
20861,295650,440.966,8395.673,18.593,0.0376,19.555,0.0164,18.7805,0.0274,1.5653,0.0897,16.29122701038457,2.0982899931305914
20863,130153,4053.966,8395.782,21.878,0.4603,22.277,0.0330,21.790499999999998,0.2125,1.7257,0.3107,16.13054198024811,2.09829514118686
20864,295654,2908.003,8395.789,19.836000000000002,0.0938,20.574999999999996,0.0268,19.8665,0.0513,1.6667,0.0247,16.18150767562486,2.0982971415071985
20868,130150,3552.905,8396.004,21.701,0.3746,22.826999999999998,0.0785,21.912499999999998,0.3488,1.5897,-1.6420,16.15282621638964,2.098305950472955
20870,295661,3422.578,8396.020,21.753,0.5391,21.995999999999995,0.0448,21.5395,0.1727,1.6513,-4.2913,16.158622395294426,2.0983068548026647
20872,295656,4379.403,8396.140,19.839,0.1933,20.479999999999997,0.0217,19.918499999999998,0.1186,3.0380,0.3913,16.11606847416478,2.0983102700675853
20873,295655,3637.012,8396.150,20.150000000000002,0.1149,20.983999999999995,0.0229,20.2345,0.0683,1.6400,-1.0820,16.14908563175425,2.0983123032401587
20877,295660,3055.392,8396.412,21.468,0.3339,21.884999999999998,0.0615,21.5535,0.2017,2.0320,-0.0503,16.174952675035676,2.0983247059526846
20878,295652,2155.767,8396.416,18.941,0.0515,19.723,0.0174,19.1035,0.0333,1.6337,-0.3733,16.21496273723992,2.0983252150689413
20880,130145,1011.461,8396.463,23.337,1.9262,23.449999999999996,0.2263,22.8935,0.4961,1.8700,-4.7747,16.26585476535155,2.098326248226338
20881,130152,3680.925,8396.482,21.079,0.2273,21.805999999999997,0.0329,21.3115,0.1537,1.7047,0.3970,16.14713263958444,2.0983269841137653
20887,130184,2640.968,8396.858,21.997,0.4269,22.339999999999996,0.0896,21.9275,0.2357,1.7757,-0.0027,16.193383830675106,2.0983448077115066
20888,130185,2850.489,8396.860,22.094,0.5583,21.613999999999997,0.0518,22.072499999999998,0.2849,1.9543,-0.4340,16.18406556122488,2.0983447823392556
20890,130168,3406.320,8396.913,20.812,0.1996,22.126999999999995,0.0476,21.987499999999997,0.1721,1.7323,0.0570,16.159345454487568,2.098346566086364
20892,295659,2596.249,8396.959,19.488,0.0751,19.855999999999995,0.0202,19.5445,0.0376,1.6507,-0.1520,16.19537267049912,2.098349313785321
20896,295666,897.018,8397.289,20.377,0.1396,21.165,0.0389,20.6635,0.1006,1.8510,-0.6347,16.270944517329433,2.098362762574684
20899,295671,2560.858,8397.612,18.579,0.0396,19.65,0.0165,18.8405,0.0283,1.5623,-0.6590,16.196946655248382,2.0983783476948834
20903,295669,1316.700,8397.661,19.21,0.0600,20.040999999999997,0.0192,19.342499999999998,0.0380,1.6257,-0.3793,16.252279529613563,2.098379935765671
20905,295672,3463.118,8397.881,17.802,0.0282,18.543,0.0110,17.915499999999998,0.0163,1.6823,-0.2897,16.15681941172368,2.0983895076795407
20906,130207,3447.019,8398.125,22.288,0.7754,22.665,0.0799,22.543499999999998,0.3700,1.6550,-4.7280,16.157535400357773,2.0984003752727016
20908,295670,2132.583,8398.281,20.266000000000002,0.1478,21.111999999999995,0.0431,20.6965,0.0962,1.9180,-0.4607,16.21599382654164,2.0984080985869835
20912,295675,1044.057,8398.339,21.258,0.2521,21.552,0.0546,21.086499999999997,0.1204,1.8853,-1.5677,16.26440508991823,2.0984096785236988
20919,295677,1717.202,8399.040,20.342,0.1358,21.165,0.0420,20.7455,0.0993,1.8030,-0.7117,16.234467547068746,2.0984416275869417
20923,130209,3882.703,8399.194,21.656,0.3995,22.497,0.0518,21.848499999999998,0.2418,1.8343,-1.7580,16.13815873919199,2.098447142670708
20925,295681,4324.465,8399.328,18.872,0.0811,19.818999999999996,0.0189,19.0905,0.0553,2.5577,-0.3303,16.11851178179786,2.0984520995264924
20929,130246,3855.140,8399.617,20.681,0.1969,20.598,0.0219,20.5245,0.0832,1.8787,-1.0050,16.139384577985062,2.0984659967066475
20930,295689,3156.765,8399.718,17.706,0.0263,18.759999999999998,0.0119,17.9025,0.0198,1.8233,0.1483,16.17044419444415,2.0984715371259863
20931,130245,3402.000,8399.780,20.988,0.2437,22.54,0.0620,22.0735,0.2640,1.9130,0.0263,16.159537579014852,2.098473993601693
20935,5001570,4230.909,8400.020,21.1,0.5578,22.195999999999998,0.0464,22.0305,0.3592,2.4210,0.4083,16.12267259535726,2.0984830869731343
20937,295686,2433.070,8400.130,20.258,0.1680,20.869,0.0364,20.3525,0.0944,2.2357,-1.0963,16.202629918868887,2.0984902878032483
20940,295688,2996.247,8400.245,20.874,0.2049,21.71,0.0590,21.2365,0.1386,1.8287,-1.5413,16.177583095296818,2.0984951138476924
20941,295684,1007.613,8400.251,21.191,0.2557,21.659999999999997,0.0571,20.8245,0.1130,1.8913,-1.2327,16.266025907624293,2.0984945965485187
20942,295691,4144.086,8400.301,19.91,0.1111,20.699999999999996,0.0220,20.0335,0.0606,1.7993,-0.6473,16.12653396691438,2.0984957812718146
20943,295687,2826.999,8400.353,20.858,0.1976,21.550999999999995,0.0507,21.133499999999998,0.1336,1.8260,0.3990,16.18511025694455,2.098500041597724
20945,5001571,1645.399,8400.584,21.565,0.6358,22.46,0.0974,21.9885,0.2598,2.0663,-1.7577,16.237660925834582,2.098510192083224
20946,130258,1857.835,8400.665,17.91,0.0263,18.964999999999996,0.0137,18.2095,0.0205,1.6177,0.3620,16.228213014066636,2.0985139429879496
20947,295697,2069.399,8400.880,20.558,0.1703,20.979,0.0397,21.0305,0.1197,1.8810,-2.1380,16.21880388266378,2.0985235921411793
20953,130231,1971.194,8401.138,20.266000000000002,0.1164,21.027,0.0354,20.6025,0.0839,1.6033,-0.7040,16.223171467910127,2.0985350223157684
20955,130241,2675.670,8401.234,22.128,0.5699,22.131,0.0767,21.496499999999997,0.1626,1.8513,-0.0067,16.19184048659766,2.0985392805678016
20957,295705,3513.075,8401.376,20.434,0.1536,20.979,0.0223,20.7425,0.0999,1.7600,-1.1840,16.15459761290734,2.0985447661095638
20958,295698,2288.493,8401.411,19.344,0.0932,20.196999999999996,0.0267,19.525499999999997,0.0559,2.2490,-0.4160,16.2090598601117,2.0985472294074334
20959,295700,1259.715,8401.421,21.241,0.2971,21.687999999999995,0.0577,21.307499999999997,0.1445,1.9167,-0.8553,16.25481389279037,2.0985469721807606
20963,295706,3934.038,8401.845,18.87,0.0453,19.85,0.0156,19.0395,0.0307,1.5670,-0.5343,16.135875656429043,2.098564860843748
20964,295703,3126.951,8401.858,21.222,0.2659,21.857999999999997,0.0463,21.627499999999998,0.1982,1.8727,-1.8003,16.17177014454191,2.0985666789407347
20967,295704,3381.913,8402.258,21.097,0.2341,21.592999999999996,0.0303,21.0005,0.1095,1.6317,-2.4870,16.16043092776953,2.0985841537214887
20969,295710,987.359,8402.581,21.304000000000002,0.3219,22.110999999999997,0.0775,21.7135,0.1967,1.7677,-1.8797,16.266926690079522,2.0985981178679527
20973,295713,3614.215,8402.920,20.465,0.1554,21.085,0.0246,20.400499999999997,0.0734,1.6937,-1.1640,16.150099497651752,2.09861322830243
20979,295724,2781.773,8403.321,20.73,0.1681,21.326,0.0461,20.639499999999998,0.0876,1.7120,-0.2007,16.187121643559152,2.0986319800834745
20982,295711,2259.694,8403.464,20.195,0.1658,20.598,0.0345,20.3275,0.0965,2.3300,-1.1043,16.21034067173792,2.09863847196165
20983,295717,939.312,8403.597,21.125,0.2508,21.681999999999995,0.0571,21.171499999999998,0.1446,1.9273,-1.2283,16.26906353969172,2.0986431911976835
20984,295723,2568.277,8403.629,19.206,0.0574,19.97,0.0185,19.2895,0.0338,1.5073,-0.2267,16.196616699641353,2.098645766280792
20985,295716,514.156,8403.641,18.775000000000002,0.0498,19.723,0.0180,18.990499999999997,0.0278,1.6323,-0.0763,16.287971970363994,2.0986442941960415
20987,130274,3462.662,8403.666,21.085,0.2816,21.458999999999996,0.0476,21.1165,0.1340,1.6077,0.3233,16.156839684027265,2.0986466181166694
20991,295721,2486.548,8404.018,19.486,0.0744,20.125,0.0217,19.560499999999998,0.0471,1.7080,-0.4133,16.200251528756034,2.0986630771215826
20994,130316,2835.989,8404.148,22.967,0.8433,22.753,0.1243,22.5325,0.4019,1.9797,-2.7730,16.184710431917217,2.0986687015634624
20997,130309,1910.318,8404.325,18.613,0.0389,19.564,0.0146,18.8405,0.0234,1.4203,-0.3363,16.225878878496527,2.0986766373690866
21001,295718,1306.809,8404.433,20.463,0.1478,21.134999999999998,0.0404,20.598499999999998,0.0828,1.7443,-0.9433,16.25271943138185,2.098680899484971
21003,295730,1273.783,8404.575,20.268,0.1378,20.954,0.0336,20.3915,0.0778,1.8327,-1.0490,16.254188234541477,2.0986871678508203
21004,295733,3689.820,8404.667,21.243000000000002,0.2130,21.433999999999997,0.0238,21.2885,0.1391,1.5947,-1.0370,16.146737028997563,2.0986907445306664
21011,295739,1685.636,8405.094,21.551000000000002,0.3489,21.713,0.0606,21.182499999999997,0.1457,1.9037,-0.8057,16.235871422694863,2.0987106685029486
21016,130337,3834.535,8405.681,21.364,0.3022,22.076999999999998,0.0433,23.0395,0.5509,1.8323,-2.4243,16.140300955870295,2.0987355461812847
21017,295736,645.989,8405.690,21.166,0.2625,21.403,0.0492,20.8595,0.1027,1.8557,-0.6167,16.282108822029816,2.098735649133529
21020,130336,3583.367,8405.879,21.474,0.2977,21.875999999999998,0.0443,21.383499999999998,0.1680,1.8723,-0.2910,16.151471430938585,2.0987447887866275
21021,295743,2729.077,8405.902,21.096,0.2502,21.736999999999995,0.0596,21.1435,0.1375,1.9603,-2.0163,16.18946525276023,2.0987467200235925
21023,130338,3930.520,8405.960,21.805,0.4908,22.466,0.0693,22.0645,0.2855,1.6403,0.1720,16.136032108392367,2.098747755901342
21026,295737,844.920,8406.202,19.132,0.0558,19.497,0.0145,19.4165,0.0365,1.5653,0.0820,16.27326154480873,2.098758798784691
21028,130317,3095.428,8406.306,19.286,0.0643,20.056999999999995,0.0206,19.394499999999997,0.0367,1.4313,-0.3430,16.1731720990127,2.098764398588914
21029,295745,3349.413,8406.315,20.184,0.1148,21.007999999999996,0.0236,20.3235,0.0686,1.6070,-0.4857,16.161876332228154,2.0987645070856393
21030,295746,3877.788,8406.324,20.503,0.1643,21.369,0.0284,20.6905,0.0941,1.7730,-1.7647,16.13837731612783,2.0987640395280436
21032,295749,930.270,8406.382,20.491,0.1523,21.300999999999995,0.0441,20.6585,0.0917,1.7900,-0.6103,16.26946567923991,2.0987669525535684
21033,295756,3708.572,8406.396,20.634,0.1808,21.226999999999997,0.0260,20.5075,0.0916,1.8370,-1.7203,16.14590304747008,2.0987675557439376
21034,130354,3293.150,8406.445,21.583000000000002,0.4495,22.262,0.0515,21.6515,0.1953,1.7310,-2.1073,16.164378580853626,2.098770356434928
21041,295755,3145.716,8406.943,21.259,0.2730,21.504999999999995,0.0305,21.147499999999997,0.1322,1.7663,-0.6293,16.170935582127903,2.0987926583125405
21049,295752,2560.723,8407.130,19.45,0.0662,20.232999999999997,0.0228,19.5765,0.0441,1.6057,-0.6637,16.196952656468834,2.098801367919554
21051,130353,3089.947,8407.303,19.578,0.0710,20.436,0.0228,19.7395,0.0449,1.5217,-0.4280,16.173415860937684,2.0988087148706955
21052,130355,3730.490,8407.416,21.213,0.3215,22.452999999999996,0.0466,22.2855,0.3371,1.7060,-1.1267,16.144928262021747,2.0988128499101673
21055,295753,2892.110,8407.458,20.076,0.1192,20.921999999999997,0.0350,20.479499999999998,0.0779,1.7987,-0.1917,16.182214495268315,2.0988157729524857
21058,295761,3236.078,8407.681,20.671,0.1680,21.463,0.0346,20.9725,0.1129,1.7340,-0.4440,16.166916808036984,2.098825358034149
21061,295762,3355.985,8407.958,20.882,0.2033,21.315999999999995,0.0288,20.6385,0.0827,1.6493,-0.8197,16.16158404612879,2.098837520307576
21065,295758,1697.124,8408.291,19.283,0.0683,20.162999999999997,0.0211,19.447499999999998,0.0389,1.6747,-0.4513,16.23536050589355,2.098852765727522
21066,295770,3456.198,8408.348,19.926000000000002,0.0970,20.607999999999997,0.0210,20.0325,0.0527,1.5683,-0.7187,16.157127158467677,2.098854715275563
21067,295759,2373.310,8408.404,19.552,0.0849,20.294999999999995,0.0285,19.6705,0.0589,2.0090,0.1913,16.205287694317427,2.0988580261005922
21068,295772,4137.493,8408.442,19.132,0.0571,20.073999999999998,0.0180,19.351499999999998,0.0422,1.7383,0.0013,16.126827166845892,2.098857616605864
21069,295768,3081.267,8408.502,20.851,0.1987,21.564999999999998,0.0393,20.9755,0.1115,1.7950,-1.4687,16.173801895523955,2.0988620119551133
21072,5001577,3422.109,8408.622,21.431,0.5941,22.601999999999997,0.0622,21.743499999999997,0.2732,1.8777,-4.3233,16.158643237062353,2.0988669414508228
21073,295767,2795.107,8408.622,21.323,0.2775,21.473999999999997,0.0479,21.0765,0.1077,1.5350,-0.2080,16.18652862205406,2.098867570940431
21074,130377,3759.477,8408.634,22.451,0.9547,22.845,0.0670,23.0525,0.8821,1.7947,-2.7580,16.14363908867482,2.098866930540915
21077,295769,3184.333,8408.691,20.793,0.1733,21.509,0.0325,21.4565,0.1546,1.6823,-0.9500,16.169218121962576,2.0988703052877224
21078,295766,2590.146,8408.875,18.603,0.0430,19.72,0.0199,18.874499999999998,0.0286,1.5940,-0.4817,16.195644092375733,2.0988789133807133
21080,295763,995.605,8408.910,19.562,0.0787,20.332,0.0222,19.7255,0.0475,1.6600,-1.0137,16.266559966402394,2.0988794190322766
21082,130394,2807.077,8409.066,21.182,0.3400,22.223999999999997,0.0774,21.801499999999997,0.2220,1.7397,-0.1117,16.18599626600519,2.098887296810408
21087,295765,2479.303,8409.364,19.765,0.0989,20.488999999999997,0.0268,19.9335,0.0617,1.8730,0.0030,16.200573743052356,2.09890067752105
21088,295775,2382.442,8409.409,19.011,0.0668,19.915999999999997,0.0215,19.2975,0.0451,1.9973,0.3717,16.204881556080554,2.09890269181465
21090,295776,2872.000,8409.479,19.451,0.0735,20.192,0.0213,19.543499999999998,0.0438,1.6917,-0.0867,16.183108869368727,2.0989056091660414
21093,130441,3095.110,8409.893,18.964,0.0505,19.916999999999994,0.0173,19.188499999999998,0.0312,1.4097,-0.3430,16.173186238463895,2.098923820326856
21094,5000673,3546.599,8409.940,,,22.677999999999997,0.0571,22.7395,0.3912,1.3875,-0.8355,16.15310664976311,2.098925334834139
21098,5000675,4116.187,8410.208,,,22.592999999999996,0.0544,22.8555,0.4902,1.4410,-2.4320,16.12777472793709,2.0989361538397273
21099,295777,3611.829,8410.221,20.75,0.1752,21.196999999999996,0.0271,20.7165,0.0846,1.5607,-0.0123,16.15020560164527,2.098937719379055
21102,295782,1376.271,8410.470,20.54,0.1557,21.119999999999997,0.0404,20.9055,0.1077,1.8037,-0.3090,16.249630175131152,2.098949294570503
21103,130420,3977.670,8410.478,21.788,0.5682,22.226,0.0360,21.862499999999997,0.2203,1.7483,-0.7937,16.133935145694785,2.0989484570659744
21105,5001579,3872.851,8410.644,21.464,0.6433,22.838,0.0683,22.098499999999998,0.3270,1.8417,-2.9780,16.138596876785762,2.0989560481999754
21108,295784,3684.307,8410.777,19.703,0.0787,20.632999999999996,0.0190,19.900499999999997,0.0560,1.6130,-0.4263,16.146982204864134,2.0989623081866498
21109,5001580,3140.491,8410.800,21.900000000000002,1.0028,22.946999999999996,0.0896,22.1675,0.3486,2.0680,-3.3713,16.171167955792438,2.0989640851455587
21110,5000676,3182.537,8410.966,,,23.000999999999998,0.1109,22.418499999999998,0.3723,1.4525,-1.9455,16.169297995194672,2.0989714178605587
21113,295785,1519.005,8411.334,20.956,0.2029,21.583999999999996,0.0563,20.7825,0.0969,1.7547,-0.9303,16.243282201735884,2.0989878506242166
21117,130467,3330.360,8411.646,21.614,0.3886,22.744,0.0698,21.8665,0.2387,1.8447,-0.8507,16.16272369163917,2.0990014638968058
21120,130444,3303.555,8411.727,21.633,0.3731,22.598999999999997,0.0587,22.6645,0.4311,1.8443,-0.6143,16.163915821156188,2.099005097848127
21122,130464,2164.945,8412.211,20.038,0.1131,20.748999999999995,0.0339,20.1805,0.0644,1.6180,-0.1827,16.214554556206597,2.099027213468919
21123,130469,3645.504,8412.211,21.63,0.3429,22.727999999999994,0.0606,22.4205,0.3445,1.7760,-1.3940,16.148707932176634,2.0990261074111394
21125,295787,2159.786,8412.353,18.621,0.0422,19.570999999999998,0.0156,18.819499999999998,0.0262,1.5343,0.0540,16.214783998515976,2.099033523560972
21129,295791,2804.212,8412.931,19.321,0.0628,20.272999999999996,0.0219,19.4945,0.0402,1.5613,-0.8077,16.18612368224523,2.099059075525315
21133,295801,2652.551,8413.529,20.764,0.1941,21.326,0.0414,20.7415,0.0980,1.8197,0.1233,16.192868679803933,2.0990857325845824
21137,295807,4112.387,8413.684,20.497,0.1579,21.503,0.0288,20.7095,0.0950,1.7087,-0.1607,16.12794372204625,2.09909065047484
21138,295805,3670.482,8413.759,20.181,0.1181,20.995999999999995,0.0226,20.3295,0.0756,1.6957,-0.9447,16.147597054861063,2.099094864621677
21140,130482,3905.448,8413.868,21.6,0.3178,22.125,0.0455,22.0265,0.2527,1.6607,0.2770,16.137147148121187,2.099099271410476
21141,295793,1458.343,8413.906,20.937,0.2135,20.708,0.0292,20.8845,0.1086,1.8243,-0.3223,16.24598009579264,2.099102097896382
21143,295794,1566.414,8413.942,19.684,0.0804,20.335,0.0226,19.7895,0.0524,1.6767,-0.3063,16.24117372853332,2.099103807358057
21144,295800,2584.048,8413.978,19.746,0.0853,20.708999999999996,0.0310,19.9785,0.0523,1.6230,-0.6993,16.195915294241562,2.099105714383494
21145,295803,3081.495,8413.991,20.924,0.2198,21.857,0.0522,21.5585,0.1779,1.8720,-1.3323,16.173791750408792,2.099105966067173
21148,295798,2171.468,8414.021,18.948,0.0568,19.766999999999996,0.0184,19.153499999999998,0.0346,1.7120,-0.4520,16.214264451451026,2.0991076587252
21150,295806,4055.615,8414.112,19.283,0.0645,20.247999999999998,0.0179,19.5065,0.0373,1.5847,-0.1527,16.13046860455117,2.0991097995630996
21151,130497,3627.956,8414.216,21.515,0.3905,21.576999999999998,0.0464,21.0995,0.1458,1.7537,-0.8353,16.149488361105835,2.0991152473736543
21153,130517,3655.935,8414.436,21.833000000000002,0.3596,22.537,0.0553,21.8035,0.2274,1.8240,-1.2213,16.148244018972097,2.099124978149338
21154,130492,2760.871,8414.488,19.812,0.0952,20.695,0.0280,20.1095,0.0624,1.7383,-0.1723,16.188051236567635,2.099128300845902
21156,295813,3363.259,8414.688,19.679000000000002,0.0843,20.455,0.0185,19.9135,0.0515,1.6343,0.3757,16.161260532811827,2.099136620263999
21163,130515,3154.029,8415.106,21.575,0.4926,22.061,0.0487,21.8325,0.2408,1.9033,-2.3440,16.170565860340243,2.0991554477030276
21165,130518,3799.707,8415.192,22.080000000000002,0.6575,22.477999999999994,0.0551,21.793499999999998,0.2104,1.7207,-4.2787,16.141849883382935,2.0991583211089284
21166,295821,3413.201,8415.327,20.522000000000002,0.1370,21.294999999999995,0.0246,20.6895,0.0956,1.6537,-0.0090,16.159039403955337,2.099164952322899
21169,295814,3608.812,8415.361,19.983,0.1034,20.205999999999996,0.0168,20.037499999999998,0.0590,1.6520,-0.4993,16.150339772188445,2.099166167544361
